LOCATION,TIME,CO,CO2,GHG,NOX,SOX,VOC
CAN,1995,11821.819000000001,455.74678,639092.0950000001,2560.057,2589.939,3044.222
CAN,1996,11457.824,470.255162,660790.119,2629.046,2598.373,3035.7129999999997
CAN,1997,11125.975,485.30836200000005,676416.841,2772.177,2545.2960000000003,2965.3109999999997
CAN,1998,10838.415,492.199734,682457.461,2810.866,2509.625,2906.0570000000002
CAN,1999,10635.383,501.965246,694539.7829999999,2874.418,2404.46,2834.821
CAN,2000,10406.437,522.235816,719487.16,2843.352,2407.499,2764.631
CAN,2001,9551.508000000002,514.60027,710194.733,2703.403,2383.5660000000003,2524.591
CAN,2002,9213.92,533.285172,715512.58,2644.384,2338.695,2491.241
CAN,2003,9057.412999999999,553.522322,734163.747,2603.762,2265.998,2429.7749999999996
CAN,2004,8547.213,545.1409940000001,736748.522,2460.826,2276.336,2387.553
CAN,2005,7649.213000000001,558.149319,732242.802,2362.32,2157.9049999999997,2340.3720000000003
CAN,2006,7137.234,548.437373,725311.491,2204.117,1949.812,2217.9159999999997
CAN,2007,7060.917,579.67998,748092.836,2210.286,1901.4759999999999,2191.94
CAN,2008,6838.150000000001,558.852702,730823.2170000001,2136.464,1710.036,2143.2870000000003
CAN,2009,6495.928,530.538399,689569.823,2007.47,1438.275,1980.817
CAN,2010,6262.034000000001,544.4875460000001,701888.187,2020.488,1325.884,1936.75
CAN,2011,5852.902,557.1779170000001,711333.537,1964.0,1240.744,1796.454
CAN,2012,5575.239,555.599507,716391.136,1853.071,1235.1860000000001,1804.259
CAN,2013,5528.912,565.2141849999999,723116.915,1805.462,1227.829,1837.877
CAN,2014,5435.139999999999,570.305869,720215.782,1757.071,1185.641,1856.4160000000002
CAN,2015,5332.812,567.340338,722938.5160000001,1687.277,1104.8000000000002,1769.53
CAN,2016,5236.986999999999,566.370486,704947.389,1627.458,1081.591,1657.569
CAN,2017,5295.726,576.986088,712253.2899999999,1679.792,984.727,1673.476
CAN,2018,5280.585,588.386412,724635.3300000001,1697.3229999999999,836.177,1718.9840000000002
CAN,2019,5228.109,574.709803,723698.5360000001,1686.8090000000002,733.6959999999999,1686.949
CAN,2020,4802.53,524.685791,658805.71,1502.859,668.995,1501.8
CAN,2021,0.0,545.9599925,670445.834,0.0,0.0,0.0
CHE,1960,0.0,21.243155,0.0,0.0,0.0,0.0
CHE,1961,0.0,21.803799,0.0,0.0,0.0,0.0
CHE,1962,0.0,24.699009,0.0,0.0,0.0,0.0
CHE,1963,0.0,30.945064,0.0,0.0,0.0,0.0
CHE,1964,0.0,29.588376999999998,0.0,0.0,0.0,0.0
CHE,1965,0.0,31.817956,0.0,0.0,0.0,0.0
CHE,1966,0.0,31.781847,0.0,0.0,0.0,0.0
CHE,1967,0.0,33.015257,0.0,0.0,0.0,0.0
CHE,1968,0.0,35.570131,0.0,0.0,0.0,0.0
CHE,1969,0.0,38.836559,0.0,0.0,0.0,0.0
CHE,1970,0.0,43.00406,0.0,0.0,0.0,0.0
CHE,1971,0.0,45.058813,0.0,0.0,0.0,0.0
CHE,1972,0.0,45.537906,0.0,0.0,0.0,0.0
CHE,1973,0.0,49.655846000000004,0.0,0.0,0.0,0.0
CHE,1974,0.0,44.466848,0.0,0.0,0.0,0.0
CHE,1975,0.0,42.493441000000004,0.0,0.0,0.0,0.0
CHE,1976,0.0,44.671554,0.0,0.0,0.0,0.0
CHE,1977,0.0,45.165933,0.0,0.0,0.0,0.0
CHE,1978,0.0,46.438769,0.0,0.0,0.0,0.0
CHE,1979,0.0,44.742900000000006,0.0,0.0,0.0,0.0
CHE,1980,0.0,45.412144999999995,0.0,0.0,0.0,0.0
CHE,1981,0.0,42.669691,0.0,0.0,0.0,0.0
CHE,1982,0.0,40.34201,0.0,0.0,0.0,0.0
CHE,1983,0.0,45.103131,0.0,0.0,0.0,0.0
CHE,1984,0.0,44.477587,0.0,0.0,0.0,0.0
CHE,1985,0.0,48.16273,0.0,0.0,0.0,0.0
CHE,1986,0.0,48.013943999999995,0.0,0.0,0.0,0.0
CHE,1987,0.0,46.069382999999995,0.0,0.0,0.0,0.0
CHE,1988,0.0,45.85330999999999,0.0,0.0,0.0,0.0
CHE,1989,0.0,45.345012,0.0,0.0,0.0,0.0
CHE,1990,938.8299999999999,55.735537,54942.063,165.452,42.123000000000005,346.945
CHE,1991,893.469,58.088813,56826.611,161.572,41.699,329.94100000000003
CHE,1992,823.427,58.194563,56576.124,153.602,38.87,303.50100000000003
CHE,1993,717.7560000000001,56.209021,53988.092,139.651,33.198,270.791
CHE,1994,656.691,55.302996,52936.912,136.44,30.021,253.339
CHE,1995,607.138,56.190386000000004,53826.076,131.44799999999998,29.805,234.548
CHE,1996,582.631,56.914998,54476.096,124.815,28.168999999999997,221.805
CHE,1997,546.5799999999999,56.101318,53259.747,119.92699999999999,24.332,207.674
CHE,1998,523.076,57.74029,54791.761,119.19999999999999,25.156,194.901
CHE,1999,505.963,58.122108999999995,54593.428,118.535,21.832,186.64600000000002
CHE,2000,475.95500000000004,57.603768,53846.837999999996,115.949,18.634,175.45499999999998
CHE,2001,443.90500000000003,59.01665800000001,55371.939,112.036,19.536,165.33100000000002
CHE,2002,413.205,57.592314,53815.687,106.544,17.012,152.383
CHE,2003,399.99699999999996,58.715481000000004,54877.835,105.181,17.248,142.78199999999998
CHE,2004,380.83299999999997,59.26191,55473.252,104.518,16.947,132.112
CHE,2005,363.052,59.923700999999994,56097.402,105.11500000000001,15.816,128.269
CHE,2006,338.095,59.956267,55766.261,103.39699999999999,14.983,124.519
CHE,2007,321.03,58.606230000000004,53824.113,101.736,13.049999999999999,121.15299999999999
CHE,2008,311.847,60.104464,55218.386999999995,101.152,13.13,118.453
CHE,2009,293.38700000000006,58.680623,53733.203,95.551,11.599,114.864
CHE,2010,287.072,60.232821,55313.918,94.63900000000001,11.708,111.739
CHE,2011,259.82800000000003,57.077287,51192.761999999995,89.766,9.386,107.083
CHE,2012,251.264,58.338556999999994,52522.852000000006,89.927,9.598,104.012
CHE,2013,241.598,59.318174,53368.436,89.593,8.870999999999999,101.118
CHE,2014,217.352,56.573302,49431.516,84.999,8.023,96.934
CHE,2015,206.917,56.345788999999996,48909.388999999996,80.061,6.189,93.09599999999999
CHE,2016,207.171,56.987517,49217.853,77.84700000000001,5.691,90.246
CHE,2017,199.341,56.448972,48250.842,73.709,5.446,89.087
CHE,2018,188.834,56.033296,46746.659,69.824,5.204,87.91199999999999
CHE,2019,187.72199999999998,56.124340000000004,46475.892,66.008,4.798,86.91499999999999
CHE,2020,169.57999999999998,54.177065,43794.806000000004,58.918,4.193,84.69500000000001
CHE,2021,0.0,54.6830537,45140.907,0.0,0.0,0.0
CHL,1960,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1961,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1962,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1963,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1964,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1965,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1966,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1967,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1968,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1969,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1970,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1971,0.0,23.196435,0.0,0.0,0.0,0.0
CHL,1972,0.0,22.722586,0.0,0.0,0.0,0.0
CHL,1973,0.0,21.996578999999997,0.0,0.0,0.0,0.0
CHL,1974,0.0,21.629770999999998,0.0,0.0,0.0,0.0
CHL,1975,0.0,18.751657,0.0,0.0,0.0,0.0
CHL,1976,0.0,19.582473,0.0,0.0,0.0,0.0
CHL,1977,0.0,20.420602,0.0,0.0,0.0,0.0
CHL,1978,0.0,21.171089000000002,0.0,0.0,0.0,0.0
CHL,1979,0.0,22.500206000000002,0.0,0.0,0.0,0.0
CHL,1980,0.0,23.325335000000003,0.0,0.0,0.0,0.0
CHL,1981,0.0,23.181262999999998,0.0,0.0,0.0,0.0
CHL,1982,0.0,19.977386,0.0,0.0,0.0,0.0
CHL,1983,0.0,20.633298,0.0,0.0,0.0,0.0
CHL,1984,0.0,21.916263999999998,0.0,0.0,0.0,0.0
CHL,1985,0.0,21.251224,0.0,0.0,0.0,0.0
CHL,1986,0.0,21.866546,0.0,0.0,0.0,0.0
CHL,1987,0.0,22.150085,0.0,0.0,0.0,0.0
CHL,1988,0.0,26.759149999999998,0.0,0.0,0.0,0.0
CHL,1989,0.0,32.329387,0.0,0.0,0.0,0.0
CHL,1990,0.0,35.575279,49213.204,0.0,0.0,0.0
CHL,1991,0.0,34.76857,47324.725999999995,0.0,0.0,0.0
CHL,1992,0.0,36.119383,48988.386,0.0,0.0,0.0
CHL,1993,0.0,38.023457,51442.286,0.0,0.0,0.0
CHL,1994,0.0,41.04085,54536.617999999995,0.0,0.0,0.0
CHL,1995,0.0,44.365351,57907.826,0.0,0.0,0.0
CHL,1996,0.0,50.224604,63850.058,0.0,0.0,0.0
CHL,1997,0.0,56.840175,71471.564,0.0,0.0,0.0
CHL,1998,0.0,57.619611,72447.79800000001,0.0,0.0,0.0
CHL,1999,0.0,60.064704,75290.825,0.0,0.0,0.0
CHL,2000,0.0,56.293714,73006.138,0.0,0.0,0.0
CHL,2001,0.0,54.524236,71109.962,0.0,0.0,0.0
CHL,2002,0.0,55.3671,72369.412,0.0,0.0,0.0
CHL,2003,0.0,56.696652,73105.44,0.0,0.0,0.0
CHL,2004,0.0,61.559052,79178.582,0.0,0.0,0.0
CHL,2005,4658.6089999999995,62.854634000000004,80301.372,128.72899999999998,302.016,2408.882
CHL,2006,4791.231000000001,64.327498,82827.426,149.442,402.192,2435.447
CHL,2007,4767.9400000000005,71.765016,91558.793,173.93,424.584,2446.095
CHL,2008,4948.487,75.313464,91399.37299999999,215.746,369.926,2504.74
CHL,2009,4997.213,72.932781,88103.439,233.38899999999998,349.742,2521.764
CHL,2010,5198.457,77.504765,87947.224,241.709,321.02000000000004,2545.2259999999997
CHL,2011,5221.698,84.40667,96514.54299999999,255.755,339.928,2542.93
CHL,2012,5108.513,86.555782,102430.712,271.21,251.35199999999998,2545.389
CHL,2013,5051.502,91.27194,102684.19,230.71699999999998,229.60799999999998,2557.4249999999997
CHL,2014,3737.433,84.968877,99273.71100000001,245.912,156.127,1811.8380000000002
CHL,2015,2274.914,90.63719400000001,106348.137,197.052,161.811,1180.198
CHL,2016,2552.379,94.788183,110162.10299999999,191.846,365.629,1341.4260000000002
CHL,2017,2593.78,95.688749,111221.678,189.59300000000002,322.15599999999995,1341.452
CHL,2018,2604.112,95.401725,112318.61,158.45,282.454,1122.3290000000002
CHL,2019,0.0,100.565707,0.0,0.0,0.0,0.0
CHL,2020,0.0,93.08088599999999,0.0,0.0,0.0,0.0
CHL,2021,0.0,96.6080524,0.0,0.0,0.0,0.0
CHN,1960,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1961,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1962,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1963,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1964,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1965,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1966,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1967,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1968,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1969,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1970,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1971,0.0,781.1150349999999,0.0,0.0,0.0,0.0
CHN,1972,0.0,832.351074,0.0,0.0,0.0,0.0
CHN,1973,0.0,865.142164,0.0,0.0,0.0,0.0
CHN,1974,0.0,882.712495,0.0,0.0,0.0,0.0
CHN,1975,0.0,1030.4394399999999,0.0,0.0,0.0,0.0
CHN,1976,0.0,1072.482089,0.0,0.0,0.0,0.0
CHN,1977,0.0,1214.201796,0.0,0.0,0.0,0.0
CHN,1978,0.0,1373.2438730000001,0.0,0.0,0.0,0.0
CHN,1979,0.0,1397.6124360000001,0.0,0.0,0.0,0.0
CHN,1980,0.0,1365.2195880000002,0.0,0.0,0.0,0.0
CHN,1981,0.0,1358.0086359999998,0.0,0.0,0.0,0.0
CHN,1982,0.0,1414.844354,0.0,0.0,0.0,0.0
CHN,1983,0.0,1486.443606,0.0,0.0,0.0,0.0
CHN,1984,0.0,1620.9455209999999,0.0,0.0,0.0,0.0
CHN,1985,0.0,1627.577131,0.0,0.0,0.0,0.0
CHN,1986,0.0,1723.0279059999998,0.0,0.0,0.0,0.0
CHN,1987,0.0,1844.302848,0.0,0.0,0.0,0.0
CHN,1988,0.0,1987.277642,0.0,0.0,0.0,0.0
CHN,1989,0.0,2057.1919470000003,0.0,0.0,0.0,0.0
CHN,1990,0.0,2091.484238,0.0,0.0,0.0,0.0
CHN,1991,0.0,2203.615206,0.0,0.0,0.0,0.0
CHN,1992,0.0,2298.645295,0.0,0.0,0.0,0.0
CHN,1993,0.0,2503.789949,0.0,0.0,0.0,0.0
CHN,1994,0.0,2602.7028999999998,4057620.299,0.0,0.0,0.0
CHN,1995,0.0,2903.695046,0.0,0.0,0.0,0.0
CHN,1996,0.0,2875.470724,0.0,0.0,0.0,0.0
CHN,1997,0.0,2929.338702,0.0,0.0,0.0,0.0
CHN,1998,0.0,3024.406711,0.0,0.0,0.0,0.0
CHN,1999,0.0,2924.6367969999997,0.0,0.0,0.0,0.0
CHN,2000,0.0,3101.2452439999997,0.0,0.0,0.0,0.0
CHN,2001,0.0,3257.504272,0.0,0.0,0.0,0.0
CHN,2002,0.0,3513.1791649999996,0.0,0.0,0.0,0.0
CHN,2003,0.0,4070.085758,0.0,0.0,0.0,0.0
CHN,2004,0.0,4744.597417,0.0,0.0,0.0,0.0
CHN,2005,0.0,5412.867495,8015006.023,0.0,0.0,0.0
CHN,2006,0.0,5967.686428,0.0,0.0,0.0,0.0
CHN,2007,0.0,6479.579682,0.0,0.0,0.0,0.0
CHN,2008,0.0,6675.510995,0.0,0.0,0.0,0.0
CHN,2009,0.0,7137.826972999999,0.0,0.0,0.0,0.0
CHN,2010,0.0,7837.989009999999,10543338.703,0.0,0.0,0.0
CHN,2011,0.0,8576.950639,0.0,0.0,0.0,0.0
CHN,2012,0.0,8830.197355999999,11895773.594,0.0,0.0,0.0
CHN,2013,0.0,9235.665177,0.0,0.0,0.0,0.0
CHN,2014,0.0,9246.993330000001,12300208.789,0.0,0.0,0.0
CHN,2015,0.0,9141.922153,0.0,0.0,0.0,0.0
CHN,2016,0.0,9122.862821,0.0,0.0,0.0,0.0
CHN,2017,0.0,9336.979398000001,0.0,0.0,0.0,0.0
CHN,2018,0.0,9786.305828,0.0,0.0,0.0,0.0
CHN,2019,0.0,9941.479249,0.0,0.0,0.0,0.0
CHN,2020,0.0,10090.815885,0.0,0.0,0.0,0.0
CHN,2021,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1960,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1961,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1962,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1963,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1964,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1965,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1966,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1967,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1968,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1969,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1970,0.0,0.0,0.0,0.0,0.0,0.0
CIV,1971,0.0,2.851772,0.0,0.0,0.0,0.0
CIV,1972,0.0,3.1329759999999998,0.0,0.0,0.0,0.0
CIV,1973,0.0,3.170676,0.0,0.0,0.0,0.0
CIV,1974,0.0,3.268985,0.0,0.0,0.0,0.0
CIV,1975,0.0,3.5083399999999996,0.0,0.0,0.0,0.0
CIV,1976,0.0,4.003598,0.0,0.0,0.0,0.0
CIV,1977,0.0,3.904592,0.0,0.0,0.0,0.0
CIV,1978,0.0,4.5230239999999995,0.0,0.0,0.0,0.0
CIV,1979,0.0,4.1337019999999995,0.0,0.0,0.0,0.0
CIV,1980,0.0,3.810969,0.0,0.0,0.0,0.0
CIV,1981,0.0,3.346688,0.0,0.0,0.0,0.0
CIV,1982,0.0,3.303288,0.0,0.0,0.0,0.0
CIV,1983,0.0,4.148631,0.0,0.0,0.0,0.0
CIV,1984,0.0,3.687323,0.0,0.0,0.0,0.0
CIV,1985,0.0,3.356744,0.0,0.0,0.0,0.0
CIV,1986,0.0,3.377344,0.0,0.0,0.0,0.0
CIV,1987,0.0,3.339392,0.0,0.0,0.0,0.0
CIV,1988,0.0,3.341432,0.0,0.0,0.0,0.0
CIV,1989,0.0,3.188331,0.0,0.0,0.0,0.0
CIV,1990,0.0,22.765417,0.0,0.0,0.0,0.0
CIV,1991,0.0,22.251494,0.0,0.0,0.0,0.0
CIV,1992,0.0,22.312149,0.0,0.0,0.0,0.0
CIV,1993,0.0,21.247320000000002,0.0,0.0,0.0,0.0
CIV,1994,0.0,20.743579,0.0,0.0,0.0,0.0
CIV,1995,0.0,21.182483,0.0,0.0,0.0,0.0
CIV,1996,0.0,20.185068,0.0,0.0,0.0,0.0
CIV,1997,0.0,19.346685,0.0,0.0,0.0,0.0
CIV,1998,0.0,19.8594,0.0,0.0,0.0,0.0
CIV,1999,0.0,17.858638,0.0,0.0,0.0,0.0
CIV,2000,0.0,18.049922,0.0,0.0,0.0,0.0
CIV,2001,0.0,17.838311,0.0,0.0,0.0,0.0
CIV,2002,0.0,17.447864,0.0,0.0,0.0,0.0
CIV,2003,0.0,18.070728000000003,0.0,0.0,0.0,0.0
CIV,2004,0.0,18.108416,0.0,0.0,0.0,0.0
CIV,2005,0.0,17.793001,0.0,0.0,0.0,0.0
CIV,2006,0.0,18.307601000000002,0.0,0.0,0.0,0.0
CIV,2007,0.0,18.538482,0.0,0.0,0.0,0.0
CIV,2008,0.0,18.28128,0.0,0.0,0.0,0.0
CIV,2009,0.0,19.154834,0.0,0.0,0.0,0.0
CIV,2010,0.0,19.680125,0.0,0.0,0.0,0.0
CIV,2011,0.0,19.229032,0.0,0.0,0.0,0.0
CIV,2012,0.0,18.809730000000002,0.0,0.0,0.0,0.0
CIV,2013,0.0,19.717982,0.0,0.0,0.0,0.0
CIV,2014,0.0,20.592502000000003,0.0,0.0,0.0,0.0
CIV,2015,0.0,21.262188000000002,0.0,0.0,0.0,0.0
CIV,2016,0.0,22.122486000000002,0.0,0.0,0.0,0.0
CIV,2017,0.0,22.780666,0.0,0.0,0.0,0.0
CIV,2018,0.0,23.663273,0.0,0.0,0.0,0.0
CIV,2019,0.0,24.307355,0.0,0.0,0.0,0.0
CIV,2020,0.0,24.545529000000002,0.0,0.0,0.0,0.0
CIV,2021,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1960,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1961,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1962,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1963,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1964,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1965,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1966,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1967,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1968,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1969,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1970,0.0,0.0,0.0,0.0,0.0,0.0
CMR,1971,0.0,0.844006,0.0,0.0,0.0,0.0
CMR,1972,0.0,0.879923,0.0,0.0,0.0,0.0
CMR,1973,0.0,0.907873,0.0,0.0,0.0,0.0
CMR,1974,0.0,0.905467,0.0,0.0,0.0,0.0
CMR,1975,0.0,1.159224,0.0,0.0,0.0,0.0
CMR,1976,0.0,1.050459,0.0,0.0,0.0,0.0
CMR,1977,0.0,1.502718,0.0,0.0,0.0,0.0
CMR,1978,0.0,1.609745,0.0,0.0,0.0,0.0
CMR,1979,0.0,1.72213,0.0,0.0,0.0,0.0
CMR,1980,0.0,1.8583159999999999,0.0,0.0,0.0,0.0
CMR,1981,0.0,1.954799,0.0,0.0,0.0,0.0
CMR,1982,0.0,2.0884590000000003,0.0,0.0,0.0,0.0
CMR,1983,0.0,2.2643630000000003,0.0,0.0,0.0,0.0
CMR,1984,0.0,2.360803,0.0,0.0,0.0,0.0
CMR,1985,0.0,2.618233,0.0,0.0,0.0,0.0
CMR,1986,0.0,2.516648,0.0,0.0,0.0,0.0
CMR,1987,0.0,2.488816,0.0,0.0,0.0,0.0
CMR,1988,0.0,2.7229389999999998,0.0,0.0,0.0,0.0
CMR,1989,0.0,2.964862,0.0,0.0,0.0,0.0
CMR,1990,0.0,16.953756,0.0,0.0,0.0,0.0
CMR,1991,0.0,16.983156,0.0,0.0,0.0,0.0
CMR,1992,0.0,17.213586,0.0,0.0,0.0,0.0
CMR,1993,0.0,16.046962999999998,0.0,0.0,0.0,0.0
CMR,1994,0.0,15.720265000000001,0.0,0.0,0.0,0.0
CMR,1995,0.0,16.489446,0.0,0.0,0.0,0.0
CMR,1996,0.0,17.153261,0.0,0.0,0.0,0.0
CMR,1997,0.0,17.189145,0.0,0.0,0.0,0.0
CMR,1998,0.0,17.344373,0.0,0.0,0.0,0.0
CMR,1999,0.0,19.471607,0.0,0.0,0.0,0.0
CMR,2000,0.0,18.088281,0.0,0.0,0.0,0.0
CMR,2001,0.0,19.126746,0.0,0.0,0.0,0.0
CMR,2002,0.0,18.946222,0.0,0.0,0.0,0.0
CMR,2003,0.0,19.413401,0.0,0.0,0.0,0.0
CMR,2004,0.0,20.404278,0.0,0.0,0.0,0.0
CMR,2005,0.0,21.175781,0.0,0.0,0.0,0.0
CMR,2006,0.0,21.00607,0.0,0.0,0.0,0.0
CMR,2007,0.0,18.288061,0.0,0.0,0.0,0.0
CMR,2008,0.0,18.329435,0.0,0.0,0.0,0.0
CMR,2009,0.0,17.649731,0.0,0.0,0.0,0.0
CMR,2010,0.0,17.650631,0.0,0.0,0.0,0.0
CMR,2011,0.0,18.280277,0.0,0.0,0.0,0.0
CMR,2012,0.0,18.641146,0.0,0.0,0.0,0.0
CMR,2013,0.0,18.567894,0.0,0.0,0.0,0.0
CMR,2014,0.0,18.571177,0.0,0.0,0.0,0.0
CMR,2015,0.0,19.482625,0.0,0.0,0.0,0.0
CMR,2016,0.0,19.833181,0.0,0.0,0.0,0.0
CMR,2017,0.0,20.174189,0.0,0.0,0.0,0.0
CMR,2018,0.0,20.143468,0.0,0.0,0.0,0.0
CMR,2019,0.0,20.7287,0.0,0.0,0.0,0.0
CMR,2020,0.0,20.635817,0.0,0.0,0.0,0.0
CMR,2021,0.0,0.0,0.0,0.0,0.0,0.0
COD,1960,0.0,0.0,0.0,0.0,0.0,0.0
COD,1961,0.0,0.0,0.0,0.0,0.0,0.0
COD,1962,0.0,0.0,0.0,0.0,0.0,0.0
COD,1963,0.0,0.0,0.0,0.0,0.0,0.0
COD,1964,0.0,0.0,0.0,0.0,0.0,0.0
COD,1965,0.0,0.0,0.0,0.0,0.0,0.0
COD,1966,0.0,0.0,0.0,0.0,0.0,0.0
COD,1967,0.0,0.0,0.0,0.0,0.0,0.0
COD,1968,0.0,0.0,0.0,0.0,0.0,0.0
COD,1969,0.0,0.0,0.0,0.0,0.0,0.0
COD,1970,0.0,0.0,0.0,0.0,0.0,0.0
COD,1971,0.0,2.706893,0.0,0.0,0.0,0.0
COD,1972,0.0,2.773358,0.0,0.0,0.0,0.0
COD,1973,0.0,2.74255,0.0,0.0,0.0,0.0
COD,1974,0.0,2.8097000000000003,0.0,0.0,0.0,0.0
COD,1975,0.0,2.7307259999999998,0.0,0.0,0.0,0.0
COD,1976,0.0,2.8000059999999998,0.0,0.0,0.0,0.0
COD,1977,0.0,2.925207,0.0,0.0,0.0,0.0
COD,1978,0.0,2.981161,0.0,0.0,0.0,0.0
COD,1979,0.0,3.332245,0.0,0.0,0.0,0.0
COD,1980,0.0,3.287521,0.0,0.0,0.0,0.0
COD,1981,0.0,3.51628,0.0,0.0,0.0,0.0
COD,1982,0.0,2.735672,0.0,0.0,0.0,0.0
COD,1983,0.0,3.711413,0.0,0.0,0.0,0.0
COD,1984,0.0,3.594444,0.0,0.0,0.0,0.0
COD,1985,0.0,3.3640529999999997,0.0,0.0,0.0,0.0
COD,1986,0.0,3.105598,0.0,0.0,0.0,0.0
COD,1987,0.0,3.426847,0.0,0.0,0.0,0.0
COD,1988,0.0,3.593364,0.0,0.0,0.0,0.0
COD,1989,0.0,3.400299,0.0,0.0,0.0,0.0
COD,1990,0.0,20.989672,0.0,0.0,0.0,0.0
COD,1991,0.0,31.665402,0.0,0.0,0.0,0.0
COD,1992,0.0,32.5412,0.0,0.0,0.0,0.0
COD,1993,0.0,29.07255,0.0,0.0,0.0,0.0
COD,1994,0.0,31.274963,0.0,0.0,0.0,0.0
COD,1995,0.0,33.332631,0.0,0.0,0.0,0.0
COD,1996,0.0,32.742152,0.0,0.0,0.0,0.0
COD,1997,0.0,30.981975000000002,0.0,0.0,0.0,0.0
COD,1998,0.0,27.813899000000003,0.0,0.0,0.0,0.0
COD,1999,0.0,26.978376,0.0,0.0,0.0,0.0
COD,2000,0.0,36.162804,0.0,0.0,0.0,0.0
COD,2001,0.0,42.033348,0.0,0.0,0.0,0.0
COD,2002,0.0,40.140713,0.0,0.0,0.0,0.0
COD,2003,0.0,35.107636,0.0,0.0,0.0,0.0
COD,2004,0.0,34.773146000000004,0.0,0.0,0.0,0.0
COD,2005,0.0,29.601832,0.0,0.0,0.0,0.0
COD,2006,0.0,28.843429,0.0,0.0,0.0,0.0
COD,2007,0.0,27.883003,0.0,0.0,0.0,0.0
COD,2008,0.0,26.875975,0.0,0.0,0.0,0.0
COD,2009,0.0,27.297353,0.0,0.0,0.0,0.0
COD,2010,0.0,27.319246000000003,0.0,0.0,0.0,0.0
COD,2011,0.0,24.03466,0.0,0.0,0.0,0.0
COD,2012,0.0,26.241174,0.0,0.0,0.0,0.0
COD,2013,0.0,20.496122999999997,0.0,0.0,0.0,0.0
COD,2014,0.0,18.586709,0.0,0.0,0.0,0.0
COD,2015,0.0,28.014926,0.0,0.0,0.0,0.0
COD,2016,0.0,37.729013,0.0,0.0,0.0,0.0
COD,2017,0.0,35.531741999999994,0.0,0.0,0.0,0.0
COD,2018,0.0,38.703187,0.0,0.0,0.0,0.0
COD,2019,0.0,38.871141,0.0,0.0,0.0,0.0
COD,2020,0.0,37.729464,0.0,0.0,0.0,0.0
COD,2021,0.0,0.0,0.0,0.0,0.0,0.0
COG,1960,0.0,0.0,0.0,0.0,0.0,0.0
COG,1961,0.0,0.0,0.0,0.0,0.0,0.0
COG,1962,0.0,0.0,0.0,0.0,0.0,0.0
COG,1963,0.0,0.0,0.0,0.0,0.0,0.0
COG,1964,0.0,0.0,0.0,0.0,0.0,0.0
COG,1965,0.0,0.0,0.0,0.0,0.0,0.0
COG,1966,0.0,0.0,0.0,0.0,0.0,0.0
COG,1967,0.0,0.0,0.0,0.0,0.0,0.0
COG,1968,0.0,0.0,0.0,0.0,0.0,0.0
COG,1969,0.0,0.0,0.0,0.0,0.0,0.0
COG,1970,0.0,0.0,0.0,0.0,0.0,0.0
COG,1971,0.0,0.9934669999999999,0.0,0.0,0.0,0.0
COG,1972,0.0,1.035685,0.0,0.0,0.0,0.0
COG,1973,0.0,1.009404,0.0,0.0,0.0,0.0
