0,1,2,3,4,5
Seocho-gu,2023-04-07,26375,,,
Seoul_Grand_Park,2023-04-07,7844,,,
Jung-gu,2023-04-07,34205,,,
Gangnam-gu,2023-04-07,20796,,,
Mapo-gu,2023-04-07,1535,,,
Gwangjin-gu,2023-04-07,8936,,,
Gangdong-gu,2023-04-07,5330,,,
Eunpyeong-gu,2023-04-07,2862,,,
Songpa-gu,2023-04-07,3313,,,
Jongno-gu,2023-04-07,4691,,,
Gwanak-gu,2023-04-07,3012,,,
Gangbuk-gu,2023-04-07,2427,,,
Yangcheon-gu,2023-04-07,3104,,,
Seodaemun-gu,2023-04-08,2707,,,
Gangnam-gu,2023-04-08,21331,,,
Songpa-gu,2023-04-08,4558,,,
Jung-gu,2023-04-08,33451,,,
Jongno-gu,2023-04-08,5457,,,
Yangcheon-gu,2023-04-08,2274,,,
Seoul_Grand_Park,2023-04-08,21842,,,
Seongdong-gu,2023-04-08,4350,,,
Seocho-gu,2023-04-08,23630,,,
Mapo-gu,2023-04-08,2407,,,
Yongsan-gu,2023-04-08,561,,,
Gangdong-gu,2023-04-08,4602,,,
Gwangjin-gu,2023-04-08,8119,,,
Eunpyeong-gu,2023-04-08,2438,,,
Gangseo-gu,2023-04-08,5971,,,
Gangbuk-gu,2023-04-08,2674,,,
Gwanak-gu,2023-04-08,3601,,,
Gangseo-gu,2023-04-09,3579,,,
Yangcheon-gu,2023-04-09,1606,,,
Seongdong-gu,2023-04-09,2802,,,
Seodaemun-gu,2023-04-09,2433,,,
Gangnam-gu,2023-04-09,12451,,,
Mapo-gu,2023-04-09,1195,,,
Seoul_Grand_Park,2023-04-09,18042,,,
Gangbuk-gu,2023-04-09,2380,,,
Eunpyeong-gu,2023-04-09,1511,,,
Songpa-gu,2023-04-09,4757,,,
Gwangjin-gu,2023-04-09,5899,,,
Gangdong-gu,2023-04-09,3207,,,
Seocho-gu,2023-04-09,14633,,,
Jung-gu,2023-04-09,23185,,,
Jongno-gu,2023-04-09,3371,,,
Gwanak-gu,2023-04-09,1873,,,
Yongsan-gu,2023-04-09,343,,,
