자치구,측정날짜,방문자수,SIG_CD
Seongdong-gu,2023-04-05,1450.0,11200
Geumcheon-gu,2023-04-05,35971.0,11545
Songpa-gu,2023-04-05,32773.0,11710
Gangseo-gu,2023-04-05,40067.0,11500
Mapo-gu,2023-04-05,48627.0,11440
Gangnam-gu,2023-04-05,84049.0,11680
Dongjak-gu,2023-04-05,62218.0,11590
Yangcheon-gu,2023-04-05,66135.0,11470
Seocho-gu,2023-04-05,22932.0,11650
Gangseo-gu,2023-04-06,26298.0,11500
Dongjak-gu,2023-04-06,40818.0,11590
Geumcheon-gu,2023-04-06,26136.0,11545
Nowon-gu,2023-04-06,21579.0,11350
Jungnang-gu,2023-04-06,11485.0,11260
Gwangjin-gu,2023-04-06,22340.0,11215
Jung-gu,2023-04-06,28682.0,11140
Seocho-gu,2023-04-06,25013.0,11650
Eunpyeong-gu,2023-04-06,2076.0,11380
Songpa-gu,2023-04-06,18625.0,11710
Gangbuk-gu,2023-04-06,18787.0,11305
Jongno-gu,2023-04-06,6890.0,11110
Mapo-gu,2023-04-06,30864.0,11440
Dobong-gu,2023-04-06,34950.0,11320
Seodaemun-gu,2023-04-06,3004.0,11410
Gwanak-gu,2023-04-06,22346.0,11620
Guro-gu,2023-04-06,31571.0,11530
Yongsan-gu,2023-04-06,189.0,11170
Seongdong-gu,2023-04-06,1235.0,11200
Yangcheon-gu,2023-04-06,35592.0,11470
Gangdong-gu,2023-04-06,18743.0,11740
Gangnam-gu,2023-04-06,61449.0,11680
Yongsan-gu,2023-04-07,309.0,11170
Gangseo-gu,2023-04-07,8398.0,11500
Seodaemun-gu,2023-04-07,3059.0,11410
Seongdong-gu,2023-04-07,2548.0,11200
Seocho-gu,2023-04-07,26375.0,11650
Jung-gu,2023-04-07,34205.0,11140
Gangnam-gu,2023-04-07,20796.0,11680
Mapo-gu,2023-04-07,1535.0,11440
Gwangjin-gu,2023-04-07,8936.0,11215
Gangdong-gu,2023-04-07,5330.0,11740
Eunpyeong-gu,2023-04-07,2862.0,11380
Songpa-gu,2023-04-07,3313.0,11710
Jongno-gu,2023-04-07,4691.0,11110
Gwanak-gu,2023-04-07,3012.0,11620
Gangbuk-gu,2023-04-07,2427.0,11305
Yangcheon-gu,2023-04-07,3104.0,11470
Seodaemun-gu,2023-04-08,2707.0,11410
Gangnam-gu,2023-04-08,21331.0,11680
Songpa-gu,2023-04-08,4558.0,11710
Jung-gu,2023-04-08,33451.0,11140
Jongno-gu,2023-04-08,5457.0,11110
Yangcheon-gu,2023-04-08,2274.0,11470
Seongdong-gu,2023-04-08,4350.0,11200
Seocho-gu,2023-04-08,23630.0,11650
Mapo-gu,2023-04-08,2407.0,11440
Yongsan-gu,2023-04-08,561.0,11170
Gangdong-gu,2023-04-08,4602.0,11740
Gwangjin-gu,2023-04-08,8119.0,11215
Eunpyeong-gu,2023-04-08,2438.0,11380
Gangseo-gu,2023-04-08,5971.0,11500
Gangbuk-gu,2023-04-08,2674.0,11305
Gwanak-gu,2023-04-08,3601.0,11620
Gangseo-gu,2023-04-09,3579.0,11500
Yangcheon-gu,2023-04-09,1606.0,11470
Seongdong-gu,2023-04-09,2802.0,11200
Seodaemun-gu,2023-04-09,2433.0,11410
Gangnam-gu,2023-04-09,12451.0,11680
Mapo-gu,2023-04-09,1195.0,11440
Gangbuk-gu,2023-04-09,2380.0,11305
Eunpyeong-gu,2023-04-09,1511.0,11380
Songpa-gu,2023-04-09,4757.0,11710
Gwangjin-gu,2023-04-09,5899.0,11215
Gangdong-gu,2023-04-09,3207.0,11740
Seocho-gu,2023-04-09,14633.0,11650
Jung-gu,2023-04-09,23185.0,11140
Jongno-gu,2023-04-09,3371.0,11110
Gwanak-gu,2023-04-09,1873.0,11620
Yongsan-gu,2023-04-09,343.0,11170
Gwanak-gu,2023-04-09,20.0,11620
Gangseo-gu,2023-04-09,29.0,11500
Eunpyeong-gu,2023-04-09,15.0,11380
Songpa-gu,2023-04-09,8.0,11710
Seodaemun-gu,2023-04-09,2.0,11410
Seocho-gu,2023-04-09,93.0,11650
Mapo-gu,2023-04-09,11.0,11440
Seongdong-gu,2023-04-09,12.0,11200
Yangcheon-gu,2023-04-09,9.0,11470
Gwangjin-gu,2023-04-09,84.0,11215
Gangdong-gu,2023-04-09,21.0,11740
Yongsan-gu,2023-04-09,1.0,11170
Jongno-gu,2023-04-09,4.0,11110
Jung-gu,2023-04-09,315.0,11140
Gangbuk-gu,2023-04-09,9.0,11305
Gangnam-gu,2023-04-09,135.0,11680
Yongsan-gu,2023-04-10,298.0,11170
Jongno-gu,2023-04-10,3981.0,11110
Gangseo-gu,2023-04-10,7681.0,11500
Eunpyeong-gu,2023-04-10,2786.0,11380
Songpa-gu,2023-04-10,2406.0,11710
Gangbuk-gu,2023-04-10,2423.0,11305
Mapo-gu,2023-04-10,1231.0,11440
Gangdong-gu,2023-04-10,5461.0,11740
Jung-gu,2023-04-10,29327.0,11140
Gwangjin-gu,2023-04-10,7610.0,11215
Gwanak-gu,2023-04-10,2248.0,11620
Yangcheon-gu,2023-04-10,2644.0,11470
Seongdong-gu,2023-04-10,1810.0,11200
Gangnam-gu,2023-04-10,19403.0,11680
Seocho-gu,2023-04-10,25398.0,11650
Seodaemun-gu,2023-04-10,3229.0,11410
Gwangjin-gu,2023-04-11,6944.0,11215
Jung-gu,2023-04-11,25351.0,11140
Gangnam-gu,2023-04-11,18998.0,11680
Gangdong-gu,2023-04-11,4452.0,11740
Gangbuk-gu,2023-04-11,1830.0,11305
Seongdong-gu,2023-04-11,1167.0,11200
Seocho-gu,2023-04-11,20045.0,11650
Yongsan-gu,2023-04-11,251.0,11170
Gwanak-gu,2023-04-11,1547.0,11620
Seodaemun-gu,2023-04-11,2575.0,11410
Songpa-gu,2023-04-11,1017.0,11710
Eunpyeong-gu,2023-04-11,2098.0,11380
Mapo-gu,2023-04-11,1050.0,11440
Jongno-gu,2023-04-11,2187.0,11110
Yangcheon-gu,2023-04-11,2119.0,11470
Gangseo-gu,2023-04-11,6792.0,11500
Gangnam-gu,2023-04-12,16476.0,11680
Seodaemun-gu,2023-04-12,2182.0,11410
Seongdong-gu,2023-04-12,1514.0,11200
Songpa-gu,2023-04-12,1039.0,11710
Gwanak-gu,2023-04-12,2159.0,11620
Mapo-gu,2023-04-12,1175.0,11440
Gwangjin-gu,2023-04-12,8611.0,11215
Gangbuk-gu,2023-04-12,2567.0,11305
Jung-gu,2023-04-12,31276.0,11140
Seocho-gu,2023-04-12,18191.0,11650
Gangdong-gu,2023-04-12,4743.0,11740
Yongsan-gu,2023-04-12,276.0,11170
Yangcheon-gu,2023-04-12,2929.0,11470
Eunpyeong-gu,2023-04-12,2145.0,11380
Jongno-gu,2023-04-12,3352.0,11110
Gangseo-gu,2023-04-12,7042.0,11500
Jongno-gu,2023-04-13,3862.0,11110
Gwangjin-gu,2023-04-13,7530.0,11215
Gangbuk-gu,2023-04-13,2071.0,11305
Jung-gu,2023-04-13,26927.0,11140
Gangdong-gu,2023-04-13,5229.0,11740
Seocho-gu,2023-04-13,26586.0,11650
Gangnam-gu,2023-04-13,23875.0,11680
Seongdong-gu,2023-04-13,2013.0,11200
Gwanak-gu,2023-04-13,2262.0,11620
Yangcheon-gu,2023-04-13,2449.0,11470
Seodaemun-gu,2023-04-13,3057.0,11410
Eunpyeong-gu,2023-04-13,2688.0,11380
Gangseo-gu,2023-04-13,8255.0,11500
Yongsan-gu,2023-04-13,230.0,11170
Songpa-gu,2023-04-13,1651.0,11710
Mapo-gu,2023-04-13,1415.0,11440
Mapo-gu,2023-04-14,1211.0,11440
Jongno-gu,2023-04-14,3095.0,11110
Seocho-gu,2023-04-14,19689.0,11650
Eunpyeong-gu,2023-04-14,2287.0,11380
Yongsan-gu,2023-04-14,314.0,11170
Gangdong-gu,2023-04-14,4122.0,11740
Gangnam-gu,2023-04-14,17631.0,11680
Seodaemun-gu,2023-04-14,2559.0,11410
Gwanak-gu,2023-04-14,2558.0,11620
Songpa-gu,2023-04-14,1741.0,11710
Gangseo-gu,2023-04-14,5998.0,11500
Gangbuk-gu,2023-04-14,2303.0,11305
Seongdong-gu,2023-04-14,2113.0,11200
Jung-gu,2023-04-14,31499.0,11140
Yangcheon-gu,2023-04-14,2635.0,11470
Gwangjin-gu,2023-04-14,8065.0,11215
Jongno-gu,2023-04-15,5242.0,11110
Gwangjin-gu,2023-04-15,8620.0,11215
Yongsan-gu,2023-04-15,390.0,11170
Jung-gu,2023-04-15,38983.0,11140
Seongdong-gu,2023-04-15,3389.0,11200
Yangcheon-gu,2023-04-15,2627.0,11470
Gwanak-gu,2023-04-15,3267.0,11620
Gangbuk-gu,2023-04-15,2647.0,11305
Seodaemun-gu,2023-04-15,2831.0,11410
Mapo-gu,2023-04-15,2143.0,11440
Songpa-gu,2023-04-15,2826.0,11710
Gangseo-gu,2023-04-15,5783.0,11500
Gangnam-gu,2023-04-15,23306.0,11680
Eunpyeong-gu,2023-04-15,2679.0,11380
Seocho-gu,2023-04-15,23805.0,11650
Gangdong-gu,2023-04-15,4756.0,11740
Gwangjin-gu,2023-04-16,6145.0,11215
Gangnam-gu,2023-04-16,12273.0,11680
Gangbuk-gu,2023-04-16,1845.0,11305
Yangcheon-gu,2023-04-16,1441.0,11470
Yongsan-gu,2023-04-16,340.0,11170
Seodaemun-gu,2023-04-16,1818.0,11410
Gangseo-gu,2023-04-16,3765.0,11500
Eunpyeong-gu,2023-04-16,1548.0,11380
Songpa-gu,2023-04-16,1857.0,11710
Mapo-gu,2023-04-16,1487.0,11440
Seongdong-gu,2023-04-16,2568.0,11200
Gangdong-gu,2023-04-16,3609.0,11740
Gwanak-gu,2023-04-16,2199.0,11620
Jongno-gu,2023-04-16,3892.0,11110
Seocho-gu,2023-04-16,11855.0,11650
Jung-gu,2023-04-16,26056.0,11140
Gangseo-gu,2023-04-17,5135.0,11500
Eunpyeong-gu,2023-04-17,1899.0,11380
Yongsan-gu,2023-04-17,159.0,11170
Gwangjin-gu,2023-04-17,6473.0,11215
Songpa-gu,2023-04-17,1597.0,11710
Jung-gu,2023-04-17,20037.0,11140
Mapo-gu,2023-04-17,1093.0,11440
Gwanak-gu,2023-04-17,1832.0,11620
Seocho-gu,2023-04-17,18709.0,11650
Gangbuk-gu,2023-04-17,1884.0,11305
Seodaemun-gu,2023-04-17,2613.0,11410
Jongno-gu,2023-04-17,2288.0,11110
Seongdong-gu,2023-04-17,1365.0,11200
Yangcheon-gu,2023-04-17,2019.0,11470
Gangdong-gu,2023-04-17,4287.0,11740
Gangnam-gu,2023-04-17,16744.0,11680
Yangcheon-gu,2023-04-18,2050.0,11470
Songpa-gu,2023-04-18,1246.0,11710
Gangseo-gu,2023-04-18,5923.0,11500
Gwanak-gu,2023-04-18,1261.0,11620
Gangdong-gu,2023-04-18,4372.0,11740
Gangnam-gu,2023-04-18,18801.0,11680
Gwangjin-gu,2023-04-18,5980.0,11215
Jongno-gu,2023-04-18,2749.0,11110
Seongdong-gu,2023-04-18,1145.0,11200
Yongsan-gu,2023-04-18,185.0,11170
Seocho-gu,2023-04-18,21149.0,11650
Seodaemun-gu,2023-04-18,2864.0,11410
Jung-gu,2023-04-18,22738.0,11140
Eunpyeong-gu,2023-04-18,2119.0,11380
Gangbuk-gu,2023-04-18,1816.0,11305
Mapo-gu,2023-04-18,894.0,11440
Yongsan-gu,2023-04-19,138.0,11170
Jung-gu,2023-04-19,28276.0,11140
Gwanak-gu,2023-04-19,1972.0,11620
Gangdong-gu,2023-04-19,4373.0,11740
Mapo-gu,2023-04-19,1036.0,11440
Eunpyeong-gu,2023-04-19,2529.0,11380
Songpa-gu,2023-04-19,2072.0,11710
Gangseo-gu,2023-04-19,5423.0,11500
Yangcheon-gu,2023-04-19,2788.0,11470
Seodaemun-gu,2023-04-19,2892.0,11410
Seocho-gu,2023-04-19,18729.0,11650
Gangnam-gu,2023-04-19,16580.0,11680
Seongdong-gu,2023-04-19,1926.0,11200
Gwangjin-gu,2023-04-19,7792.0,11215
Jongno-gu,2023-04-19,4286.0,11110
Gangbuk-gu,2023-04-19,2659.0,11305
Gangdong-gu,2023-04-20,5096.0,11740
Gwanak-gu,2023-04-20,2222.0,11620
Eunpyeong-gu,2023-04-20,2404.0,11380
Gangseo-gu,2023-04-20,5643.0,11500
Jung-gu,2023-04-20,28858.0,11140
Yangcheon-gu,2023-04-20,2494.0,11470
Mapo-gu,2023-04-20,1264.0,11440
Songpa-gu,2023-04-20,1363.0,11710
Gwangjin-gu,2023-04-20,7701.0,11215
Gangbuk-gu,2023-04-20,2343.0,11305
Seocho-gu,2023-04-20,20284.0,11650
Seongdong-gu,2023-04-20,1463.0,11200
Yongsan-gu,2023-04-20,229.0,11170
Jongno-gu,2023-04-20,2936.0,11110
Gangnam-gu,2023-04-20,17696.0,11680
Seodaemun-gu,2023-04-20,2434.0,11410
Gangbuk-gu,2023-04-21,2278.0,11305
Gangnam-gu,2023-04-21,16429.0,11680
Mapo-gu,2023-04-21,1187.0,11440
Eunpyeong-gu,2023-04-21,2386.0,11380
Jung-gu,2023-04-21,23292.0,11140
Seongdong-gu,2023-04-21,1736.0,11200
Gwanak-gu,2023-04-21,1867.0,11620
Gwangjin-gu,2023-04-21,6663.0,11215
Gangdong-gu,2023-04-21,4722.0,11740
Gangseo-gu,2023-04-21,5092.0,11500
Yangcheon-gu,2023-04-21,1772.0,11470
Seocho-gu,2023-04-21,20501.0,11650
Yongsan-gu,2023-04-21,213.0,11170
Songpa-gu,2023-04-21,1862.0,11710
Seodaemun-gu,2023-04-21,2571.0,11410
Jongno-gu,2023-04-21,2935.0,11110
Gangseo-gu,2023-04-22,3038.0,11500
Seocho-gu,2023-04-22,19013.0,11650
Gangdong-gu,2023-04-22,3385.0,11740
Gangbuk-gu,2023-04-22,2054.0,11305
Seodaemun-gu,2023-04-22,2397.0,11410
Eunpyeong-gu,2023-04-22,1712.0,11380
Yangcheon-gu,2023-04-22,1565.0,11470
Mapo-gu,2023-04-22,1422.0,11440
Jongno-gu,2023-04-22,3218.0,11110
Songpa-gu,2023-04-22,3175.0,11710
Gangnam-gu,2023-04-22,17561.0,11680
Gwanak-gu,2023-04-22,2580.0,11620
Gwangjin-gu,2023-04-22,6210.0,11215
Yongsan-gu,2023-04-22,373.0,11170
Seongdong-gu,2023-04-22,2722.0,11200
Jung-gu,2023-04-22,24485.0,11140
Gwanak-gu,2023-04-23,2754.0,11620
Songpa-gu,2023-04-23,4087.0,11710
Gangseo-gu,2023-04-23,3431.0,11500
Mapo-gu,2023-04-23,1938.0,11440
Seodaemun-gu,2023-04-23,3913.0,11410
Gangdong-gu,2023-04-23,4800.0,11740
Jongno-gu,2023-04-23,4715.0,11110
Yongsan-gu,2023-04-23,342.0,11170
Gwangjin-gu,2023-04-23,7059.0,11215
Seocho-gu,2023-04-23,22563.0,11650
Gangnam-gu,2023-04-23,19489.0,11680
Yangcheon-gu,2023-04-23,1804.0,11470
Gangbuk-gu,2023-04-23,2650.0,11305
Jung-gu,2023-04-23,27297.0,11140
Eunpyeong-gu,2023-04-23,2216.0,11380
Seongdong-gu,2023-04-23,3963.0,11200
Gangbuk-gu,2023-04-24,3545.0,11305
Seocho-gu,2023-04-24,32642.0,11650
Gangdong-gu,2023-04-24,7123.0,11740
Seongdong-gu,2023-04-24,2094.0,11200
Gwangjin-gu,2023-04-24,9729.0,11215
Jongno-gu,2023-04-24,5328.0,11110
Yangcheon-gu,2023-04-24,3269.0,11470
Gangnam-gu,2023-04-24,26376.0,11680
Seodaemun-gu,2023-04-24,3872.0,11410
Mapo-gu,2023-04-24,1660.0,11440
Yongsan-gu,2023-04-24,275.0,11170
Jung-gu,2023-04-24,38674.0,11140
Songpa-gu,2023-04-24,2269.0,11710
Gwanak-gu,2023-04-24,2739.0,11620
Eunpyeong-gu,2023-04-24,3582.0,11380
Gangseo-gu,2023-04-24,7408.0,11500
Yangcheon-gu,2023-04-25,4831.0,11470
Gwangjin-gu,2023-04-25,16034.0,11215
Jung-gu,2023-04-25,59921.0,11140
Gangseo-gu,2023-04-25,9040.0,11500
Gangnam-gu,2023-04-25,32375.0,11680
Seongdong-gu,2023-04-25,2225.0,11200
Songpa-gu,2023-04-25,976.0,11710
Seodaemun-gu,2023-04-25,3897.0,11410
Jongno-gu,2023-04-25,3583.0,11110
Gangdong-gu,2023-04-25,8528.0,11740
Gwanak-gu,2023-04-25,4637.0,11620
Mapo-gu,2023-04-25,2149.0,11440
Eunpyeong-gu,2023-04-25,4052.0,11380
Seocho-gu,2023-04-25,35309.0,11650
Yongsan-gu,2023-04-25,438.0,11170
Gangbuk-gu,2023-04-25,4515.0,11305
Songpa-gu,2023-04-26,1356.0,11710
Seocho-gu,2023-04-26,25976.0,11650
Jongno-gu,2023-04-26,4350.0,11110
Gwangjin-gu,2023-04-26,9316.0,11215
Seongdong-gu,2023-04-26,1794.0,11200
Gangdong-gu,2023-04-26,6082.0,11740
Gangseo-gu,2023-04-26,6348.0,11500
Jung-gu,2023-04-26,31774.0,11140
Gangbuk-gu,2023-04-26,2800.0,11305
Yangcheon-gu,2023-04-26,2977.0,11470
Gangnam-gu,2023-04-26,21437.0,11680
Gwanak-gu,2023-04-26,2390.0,11620
Seodaemun-gu,2023-04-26,3593.0,11410
Yongsan-gu,2023-04-26,297.0,11170
Eunpyeong-gu,2023-04-26,3143.0,11380
Mapo-gu,2023-04-26,1535.0,11440
Gangseo-gu,2023-04-27,5557.0,11500
Jongno-gu,2023-04-27,3436.0,11110
Seocho-gu,2023-04-27,23775.0,11650
Seodaemun-gu,2023-04-27,2905.0,11410
Seongdong-gu,2023-04-27,1890.0,11200
Gwangjin-gu,2023-04-27,8544.0,11215
Gangnam-gu,2023-04-27,21955.0,11680
Songpa-gu,2023-04-27,1788.0,11710
Gwanak-gu,2023-04-27,2764.0,11620
Mapo-gu,2023-04-27,1266.0,11440
Jung-gu,2023-04-27,31462.0,11140
Gangdong-gu,2023-04-27,5029.0,11740
Yangcheon-gu,2023-04-27,2659.0,11470
Yongsan-gu,2023-04-27,281.0,11170
Gangbuk-gu,2023-04-27,2872.0,11305
Eunpyeong-gu,2023-04-27,2626.0,11380
Yangcheon-gu,2023-04-28,2061.0,11470
Gangdong-gu,2023-04-28,4557.0,11740
Gwanak-gu,2023-04-28,1920.0,11620
Seodaemun-gu,2023-04-28,2592.0,11410
Songpa-gu,2023-04-28,1818.0,11710
Gwangjin-gu,2023-04-28,6430.0,11215
Mapo-gu,2023-04-28,1384.0,11440
Eunpyeong-gu,2023-04-28,2472.0,11380
Yongsan-gu,2023-04-28,226.0,11170
Seongdong-gu,2023-04-28,1963.0,11200
Gangbuk-gu,2023-04-28,1984.0,11305
Jongno-gu,2023-04-28,3160.0,11110
Seocho-gu,2023-04-28,26032.0,11650
Gangnam-gu,2023-04-28,19259.0,11680
Gangseo-gu,2023-04-28,4470.0,11500
Jung-gu,2023-04-28,22505.0,11140
Songpa-gu,2023-04-29,895.0,11710
Yangcheon-gu,2023-04-29,2218.0,11470
Gwanak-gu,2023-04-29,2961.0,11620
Seongdong-gu,2023-04-29,2876.0,11200
Gangnam-gu,2023-04-29,20045.0,11680
Jung-gu,2023-04-29,33912.0,11140
Seodaemun-gu,2023-04-29,2545.0,11410
Gangseo-gu,2023-04-29,3625.0,11500
Seocho-gu,2023-04-29,21576.0,11650
Mapo-gu,2023-04-29,1766.0,11440
Jongno-gu,2023-04-29,4006.0,11110
Yongsan-gu,2023-04-29,363.0,11170
Gangdong-gu,2023-04-29,4421.0,11740
Gangbuk-gu,2023-04-29,2329.0,11305
Eunpyeong-gu,2023-04-29,2670.0,11380
Gwangjin-gu,2023-04-29,7780.0,11215
Songpa-gu,2023-04-30,729.0,11710
Gangseo-gu,2023-04-30,3086.0,11500
Mapo-gu,2023-04-30,2098.0,11440
Gangdong-gu,2023-04-30,4976.0,11740
Gwanak-gu,2023-04-30,2898.0,11620
Gwangjin-gu,2023-04-30,7068.0,11215
Yongsan-gu,2023-04-30,358.0,11170
Eunpyeong-gu,2023-04-30,1889.0,11380
Gangbuk-gu,2023-04-30,2468.0,11305
Jongno-gu,2023-04-30,5104.0,11110
Jung-gu,2023-04-30,31162.0,11140
Seodaemun-gu,2023-04-30,2516.0,11410
Seocho-gu,2023-04-30,16522.0,11650
Seongdong-gu,2023-04-30,4608.0,11200
Gangnam-gu,2023-04-30,14367.0,11680
Yangcheon-gu,2023-04-30,1811.0,11470
Jongno-gu,2023-05-01,5582.0,11110
Yangcheon-gu,2023-05-01,1580.0,11470
Jung-gu,2023-05-01,24064.0,11140
Seongdong-gu,2023-05-01,3670.0,11200
Gangdong-gu,2023-05-01,4950.0,11740
Gangseo-gu,2023-05-01,4006.0,11500
Seocho-gu,2023-05-01,17726.0,11650
Mapo-gu,2023-05-01,1589.0,11440
Gwangjin-gu,2023-05-01,5518.0,11215
Gwanak-gu,2023-05-01,1998.0,11620
Seodaemun-gu,2023-05-01,3038.0,11410
Eunpyeong-gu,2023-05-01,2398.0,11380
Gangbuk-gu,2023-05-01,2346.0,11305
Songpa-gu,2023-05-01,647.0,11710
Yongsan-gu,2023-05-01,249.0,11170
Gangnam-gu,2023-05-01,15588.0,11680
Yongsan-gu,2023-05-02,162.0,11170
Seodaemun-gu,2023-05-02,2367.0,11410
Gangbuk-gu,2023-05-02,1362.0,11305
Mapo-gu,2023-05-02,1176.0,11440
Jongno-gu,2023-05-02,2697.0,11110
Seongdong-gu,2023-05-02,1798.0,11200
Gangdong-gu,2023-05-02,4490.0,11740
Songpa-gu,2023-05-02,405.0,11710
Eunpyeong-gu,2023-05-02,2088.0,11380
Gangnam-gu,2023-05-02,15762.0,11680
Yangcheon-gu,2023-05-02,1464.0,11470
Gangseo-gu,2023-05-02,5243.0,11500
Gwangjin-gu,2023-05-02,4663.0,11215
Seocho-gu,2023-05-02,20266.0,11650
Jung-gu,2023-05-02,18095.0,11140
Gwanak-gu,2023-05-02,1574.0,11620
Seocho-gu,2023-05-03,21577.0,11650
Yongsan-gu,2023-05-03,78.0,11170
Gangdong-gu,2023-05-03,5166.0,11740
Gwanak-gu,2023-05-03,2406.0,11620
Songpa-gu,2023-05-03,75.0,11710
Eunpyeong-gu,2023-05-03,2516.0,11380
Jongno-gu,2023-05-03,3487.0,11110
Gangnam-gu,2023-05-03,16983.0,11680
Gangbuk-gu,2023-05-03,2317.0,11305
Seodaemun-gu,2023-05-03,2969.0,11410
Jung-gu,2023-05-03,27317.0,11140
Gwangjin-gu,2023-05-03,6657.0,11215
Gangseo-gu,2023-05-03,5502.0,11500
Seongdong-gu,2023-05-03,1642.0,11200
Mapo-gu,2023-05-03,1289.0,11440
Yangcheon-gu,2023-05-03,2352.0,11470
Gangnam-gu,2023-05-04,19223.0,11680
Mapo-gu,2023-05-04,1379.0,11440
Jongno-gu,2023-05-04,4321.0,11110
Jung-gu,2023-05-04,37167.0,11140
Songpa-gu,2023-05-04,255.0,11710
Seodaemun-gu,2023-05-04,3032.0,11410
Gwanak-gu,2023-05-04,2717.0,11620
Eunpyeong-gu,2023-05-04,2675.0,11380
Gangbuk-gu,2023-05-04,3270.0,11305
Seongdong-gu,2023-05-04,2114.0,11200
Gangseo-gu,2023-05-04,6216.0,11500
Seocho-gu,2023-05-04,23486.0,11650
Yongsan-gu,2023-05-04,172.0,11170
Yangcheon-gu,2023-05-04,3001.0,11470
Gwangjin-gu,2023-05-04,9347.0,11215
Gangdong-gu,2023-05-04,5400.0,11740
Gangnam-gu,2023-05-05,18587.0,11680
Gwangjin-gu,2023-05-05,6204.0,11215
Gangdong-gu,2023-05-05,3138.0,11740
Gwanak-gu,2023-05-05,2623.0,11620
Gangbuk-gu,2023-05-05,1757.0,11305
Mapo-gu,2023-05-05,1191.0,11440
Songpa-gu,2023-05-05,194.0,11710
Yongsan-gu,2023-05-05,249.0,11170
Seodaemun-gu,2023-05-05,2142.0,11410
Eunpyeong-gu,2023-05-05,1666.0,11380
Jongno-gu,2023-05-05,1737.0,11110
Jung-gu,2023-05-05,30253.0,11140
Seocho-gu,2023-05-05,19171.0,11650
Yangcheon-gu,2023-05-05,1357.0,11470
Gangseo-gu,2023-05-05,3603.0,11500
Seongdong-gu,2023-05-05,1733.0,11200
Gangbuk-gu,2023-05-06,2401.0,11305
Gangdong-gu,2023-05-06,3762.0,11740
Yangcheon-gu,2023-05-06,1672.0,11470
Yongsan-gu,2023-05-06,190.0,11170
Gangseo-gu,2023-05-06,4202.0,11500
Eunpyeong-gu,2023-05-06,2620.0,11380
Seocho-gu,2023-05-06,16974.0,11650
Mapo-gu,2023-05-06,1375.0,11440
Jung-gu,2023-05-06,31073.0,11140
Seongdong-gu,2023-05-06,2642.0,11200
Gwanak-gu,2023-05-06,2319.0,11620
Gwangjin-gu,2023-05-06,6865.0,11215
Seodaemun-gu,2023-05-06,2431.0,11410
Songpa-gu,2023-05-06,8.0,11710
Jongno-gu,2023-05-06,2753.0,11110
Gangnam-gu,2023-05-06,18978.0,11680
Seongdong-gu,2023-05-07,2662.0,11200
Gwanak-gu,2023-05-07,2260.0,11620
Seocho-gu,2023-05-07,13523.0,11650
Yongsan-gu,2023-05-07,302.0,11170
Gangseo-gu,2023-05-07,3501.0,11500
Gangnam-gu,2023-05-07,13469.0,11680
Gangdong-gu,2023-05-07,3788.0,11740
Songpa-gu,2023-05-07,0.0,11710
Mapo-gu,2023-05-07,1437.0,11440
Jongno-gu,2023-05-07,3824.0,11110
Yangcheon-gu,2023-05-07,1768.0,11470
Jung-gu,2023-05-07,20153.0,11140
Gangbuk-gu,2023-05-07,2109.0,11305
Seodaemun-gu,2023-05-07,2297.0,11410
Gwangjin-gu,2023-05-07,5507.0,11215
Eunpyeong-gu,2023-05-07,1560.0,11380
Jung-gu,2023-05-08,14781.0,11140
Seodaemun-gu,2023-05-08,2388.0,11410
Gangseo-gu,2023-05-08,5323.0,11500
Gwangjin-gu,2023-05-08,5134.0,11215
Yangcheon-gu,2023-05-08,1730.0,11470
Gwanak-gu,2023-05-08,1312.0,11620
Mapo-gu,2023-05-08,1141.0,11440
Gangnam-gu,2023-05-08,14116.0,11680
Songpa-gu,2023-05-08,90.0,11710
Seongdong-gu,2023-05-08,1520.0,11200
Eunpyeong-gu,2023-05-08,1760.0,11380
Yongsan-gu,2023-05-08,145.0,11170
Jongno-gu,2023-05-08,3285.0,11110
Seocho-gu,2023-05-08,18095.0,11650
Gangbuk-gu,2023-05-08,1755.0,11305
Gangdong-gu,2023-05-08,5127.0,11740
Gwanak-gu,2023-05-09,1863.0,11620
Yangcheon-gu,2023-05-09,2959.0,11470
Eunpyeong-gu,2023-05-09,2045.0,11380
Gwangjin-gu,2023-05-09,6725.0,11215
Gangbuk-gu,2023-05-09,2187.0,11305
Jung-gu,2023-05-09,21747.0,11140
Mapo-gu,2023-05-09,1157.0,11440
Gangdong-gu,2023-05-09,4758.0,11740
Gangnam-gu,2023-05-09,18095.0,11680
Jongno-gu,2023-05-09,2788.0,11110
Seocho-gu,2023-05-09,23807.0,11650
Yongsan-gu,2023-05-09,193.0,11170
Seodaemun-gu,2023-05-09,2789.0,11410
Seongdong-gu,2023-05-09,1617.0,11200
Songpa-gu,2023-05-09,92.0,11710
Gangseo-gu,2023-05-09,5378.0,11500
Seodaemun-gu,2023-05-10,2787.0,11410
Jung-gu,2023-05-10,18326.0,11140
Seocho-gu,2023-05-10,23658.0,11650
Gwanak-gu,2023-05-10,1896.0,11620
Yongsan-gu,2023-05-10,209.0,11170
Yangcheon-gu,2023-05-10,2031.0,11470
Gangseo-gu,2023-05-10,6395.0,11500
Gangnam-gu,2023-05-10,18829.0,11680
Gangdong-gu,2023-05-10,5042.0,11740
Eunpyeong-gu,2023-05-10,1854.0,11380
