자치구,측정날짜,방문자수,SIG_CD
Dobong-gu,2023-01-27,76255.0,11320
Seongdong-gu,2023-01-27,2761.0,11200
Gangdong-gu,2023-01-27,39341.0,11740
Songpa-gu,2023-01-27,10684.0,11710
Seodaemun-gu,2023-01-27,5152.0,11410
Yangcheon-gu,2023-01-27,54170.0,11470
Eunpyeong-gu,2023-01-27,4293.0,11380
Gangbuk-gu,2023-01-27,62399.0,11305
Yongsan-gu,2023-01-27,552.0,11170
Dongjak-gu,2023-01-27,78543.0,11590
Gangnam-gu,2023-01-27,104752.0,11680
Jung-gu,2023-01-28,69880.0,11140
Yangcheon-gu,2023-01-28,100266.0,11470
Gangbuk-gu,2023-01-28,86828.0,11305
Yongsan-gu,2023-01-28,786.0,11170
Gwanak-gu,2023-01-28,32217.0,11620
Jongno-gu,2023-01-28,5882.0,11110
Seocho-gu,2023-01-28,42618.0,11650
Gwangjin-gu,2023-01-28,81112.0,11215
Nowon-gu,2023-01-28,53027.0,11350
Songpa-gu,2023-01-28,18921.0,11710
Seodaemun-gu,2023-01-28,5235.0,11410
Gangnam-gu,2023-01-28,122457.0,11680
Dongjak-gu,2023-01-28,105150.0,11590
Geumcheon-gu,2023-01-28,94577.0,11545
Guro-gu,2023-01-28,125303.0,11530
Jungnang-gu,2023-01-28,46091.0,11260
Eunpyeong-gu,2023-01-28,4550.0,11380
Dobong-gu,2023-01-28,116660.0,11320
Mapo-gu,2023-01-28,118932.0,11440
Seongdong-gu,2023-01-28,4610.0,11200
Gangdong-gu,2023-01-28,72901.0,11740
Gangseo-gu,2023-01-28,52019.0,11500
Mapo-gu,2023-01-29,105304.0,11440
Seongdong-gu,2023-01-29,4635.0,11200
Gangnam-gu,2023-01-29,94870.0,11680
Jongno-gu,2023-01-29,6106.0,11110
Gangseo-gu,2023-01-29,42454.0,11500
Seocho-gu,2023-01-29,28886.0,11650
Songpa-gu,2023-01-29,24935.0,11710
Yongsan-gu,2023-01-29,674.0,11170
Gwanak-gu,2023-01-29,29375.0,11620
Dongjak-gu,2023-01-29,118386.0,11590
Dobong-gu,2023-01-29,106567.0,11320
Geumcheon-gu,2023-01-29,80130.0,11545
Gwangjin-gu,2023-01-29,69160.0,11215
Yangcheon-gu,2023-01-29,90048.0,11470
Jung-gu,2023-01-29,63168.0,11140
Jungnang-gu,2023-01-29,41058.0,11260
Gangdong-gu,2023-01-29,64868.0,11740
Eunpyeong-gu,2023-01-29,3725.0,11380
Guro-gu,2023-01-29,113030.0,11530
Gangbuk-gu,2023-01-29,75626.0,11305
Nowon-gu,2023-01-29,48290.0,11350
Seodaemun-gu,2023-01-29,4844.0,11410
Gangseo-gu,2023-01-30,59149.0,11500
Seocho-gu,2023-01-30,40844.0,11650
Dobong-gu,2023-01-30,123416.0,11320
Seongdong-gu,2023-01-30,2914.0,11200
Eunpyeong-gu,2023-01-30,5278.0,11380
Geumcheon-gu,2023-01-30,109363.0,11545
Seodaemun-gu,2023-01-30,5947.0,11410
Gangdong-gu,2023-01-30,77868.0,11740
Guro-gu,2023-01-30,133210.0,11530
Gangbuk-gu,2023-01-30,89942.0,11305
Yangcheon-gu,2023-01-30,109667.0,11470
Gwanak-gu,2023-01-30,31166.0,11620
Jung-gu,2023-01-30,59293.0,11140
Dongjak-gu,2023-01-30,137763.0,11590
Gangnam-gu,2023-01-30,116231.0,11680
Jungnang-gu,2023-01-30,45611.0,11260
Mapo-gu,2023-01-30,111350.0,11440
Gwangjin-gu,2023-01-30,78512.0,11215
Jongno-gu,2023-01-30,4849.0,11110
Yongsan-gu,2023-01-30,589.0,11170
Songpa-gu,2023-01-30,25567.0,11710
Nowon-gu,2023-01-30,55929.0,11350
Dongjak-gu,2023-01-31,146058.0,11590
Gangbuk-gu,2023-01-31,87731.0,11305
Guro-gu,2023-01-31,127478.0,11530
Gangnam-gu,2023-01-31,117873.0,11680
Songpa-gu,2023-01-31,25633.0,11710
Seongdong-gu,2023-01-31,3386.0,11200
Geumcheon-gu,2023-01-31,104894.0,11545
Eunpyeong-gu,2023-01-31,5246.0,11380
Dobong-gu,2023-01-31,118401.0,11320
Seodaemun-gu,2023-01-31,6367.0,11410
Gangdong-gu,2023-01-31,75094.0,11740
Gwangjin-gu,2023-01-31,81087.0,11215
Jung-gu,2023-01-31,65124.0,11140
Yangcheon-gu,2023-01-31,107735.0,11470
Nowon-gu,2023-01-31,54702.0,11350
Jungnang-gu,2023-01-31,44089.0,11260
Gangseo-gu,2023-01-31,59076.0,11500
Gwanak-gu,2023-01-31,30031.0,11620
Mapo-gu,2023-01-31,104979.0,11440
Yongsan-gu,2023-01-31,541.0,11170
Seocho-gu,2023-01-31,43350.0,11650
Jongno-gu,2023-01-31,12094.0,11110
Jungnang-gu,2023-02-02,28463.0,11260
Yangcheon-gu,2023-02-02,71331.0,11470
Gangnam-gu,2023-02-02,86815.0,11680
Gangdong-gu,2023-02-02,52858.0,11740
Jongno-gu,2023-02-02,4253.0,11110
Gwanak-gu,2023-02-02,21147.0,11620
Mapo-gu,2023-02-02,79099.0,11440
Nowon-gu,2023-02-02,35525.0,11350
Dongjak-gu,2023-02-02,93279.0,11590
Songpa-gu,2023-02-02,17105.0,11710
Geumcheon-gu,2023-02-02,70481.0,11545
Seongdong-gu,2023-02-02,2816.0,11200
Gangseo-gu,2023-02-02,39618.0,11500
Gwangjin-gu,2023-02-02,56334.0,11215
Seodaemun-gu,2023-02-02,5085.0,11410
Seocho-gu,2023-02-02,34490.0,11650
Eunpyeong-gu,2023-02-02,4447.0,11380
Guro-gu,2023-02-02,87608.0,11530
Jung-gu,2023-02-02,53173.0,11140
Dobong-gu,2023-02-02,74334.0,11320
Yongsan-gu,2023-02-02,475.0,11170
Gangbuk-gu,2023-02-02,61059.0,11305
Jungnang-gu,2023-02-03,46774.0,11260
Gangbuk-gu,2023-02-03,91931.0,11305
Gangseo-gu,2023-02-03,59709.0,11500
Yongsan-gu,2023-02-03,655.0,11170
Yangcheon-gu,2023-02-03,108596.0,11470
Gwanak-gu,2023-02-03,32666.0,11620
Seocho-gu,2023-02-03,46833.0,11650
Dobong-gu,2023-02-03,122802.0,11320
Jung-gu,2023-02-03,66564.0,11140
Gangdong-gu,2023-02-03,79606.0,11740
Seodaemun-gu,2023-02-03,6457.0,11410
Gwangjin-gu,2023-02-03,85226.0,11215
Geumcheon-gu,2023-02-03,111630.0,11545
Songpa-gu,2023-02-03,27866.0,11710
Seongdong-gu,2023-02-03,3523.0,11200
Eunpyeong-gu,2023-02-03,5525.0,11380
Guro-gu,2023-02-03,132858.0,11530
Jongno-gu,2023-02-03,5619.0,11110
Dongjak-gu,2023-02-03,138617.0,11590
Gangnam-gu,2023-02-03,125402.0,11680
Mapo-gu,2023-02-03,113632.0,11440
Nowon-gu,2023-02-03,55724.0,11350
Yangcheon-gu,2023-02-04,109993.0,11470
Seocho-gu,2023-02-04,45741.0,11650
Gangdong-gu,2023-02-04,78464.0,11740
Mapo-gu,2023-02-04,122619.0,11440
Seodaemun-gu,2023-02-04,6561.0,11410
Gwanak-gu,2023-02-04,35475.0,11620
Dobong-gu,2023-02-04,125525.0,11320
Gangnam-gu,2023-02-04,129130.0,11680
Songpa-gu,2023-02-04,30637.0,11710
Eunpyeong-gu,2023-02-04,5566.0,11380
Gwangjin-gu,2023-02-04,86968.0,11215
Nowon-gu,2023-02-04,55643.0,11350
Seongdong-gu,2023-02-04,6876.0,11200
Jongno-gu,2023-02-04,8923.0,11110
Guro-gu,2023-02-04,131542.0,11530
Jungnang-gu,2023-02-04,48307.0,11260
Gangbuk-gu,2023-02-04,93885.0,11305
Gangseo-gu,2023-02-04,53363.0,11500
Dongjak-gu,2023-02-04,144581.0,11590
Yongsan-gu,2023-02-04,889.0,11170
Geumcheon-gu,2023-02-04,104100.0,11545
Jung-gu,2023-02-04,76405.0,11140
Geumcheon-gu,2023-02-05,86934.0,11545
Gwangjin-gu,2023-02-05,73838.0,11215
Seodaemun-gu,2023-02-05,5560.0,11410
Jungnang-gu,2023-02-05,42555.0,11260
Gangnam-gu,2023-02-05,99360.0,11680
Gangbuk-gu,2023-02-05,83224.0,11305
Jung-gu,2023-02-05,65618.0,11140
Gangdong-gu,2023-02-05,69058.0,11740
Eunpyeong-gu,2023-02-05,3816.0,11380
Seongdong-gu,2023-02-05,6105.0,11200
Yongsan-gu,2023-02-05,798.0,11170
Guro-gu,2023-02-05,121928.0,11530
Seocho-gu,2023-02-05,30059.0,11650
Mapo-gu,2023-02-05,113103.0,11440
Yangcheon-gu,2023-02-05,94831.0,11470
Gangseo-gu,2023-02-05,46524.0,11500
Jongno-gu,2023-02-05,14643.0,11110
Gwanak-gu,2023-02-05,30910.0,11620
Dobong-gu,2023-02-05,112820.0,11320
Songpa-gu,2023-02-05,27158.0,11710
Nowon-gu,2023-02-05,50430.0,11350
Dongjak-gu,2023-02-05,137791.0,11590
Gwangjin-gu,2023-02-12,0.0,11215
Gangbuk-gu,2023-02-12,463.0,11305
Jungnang-gu,2023-02-12,334.0,11260
Jung-gu,2023-02-12,197.0,11140
Yangcheon-gu,2023-02-12,8.0,11470
Eunpyeong-gu,2023-02-13,5656.0,11380
Mapo-gu,2023-02-13,108340.0,11440
Gangbuk-gu,2023-02-13,91194.0,11305
Songpa-gu,2023-02-13,29102.0,11710
Jongno-gu,2023-02-13,17963.0,11110
Geumcheon-gu,2023-02-13,107382.0,11545
Jung-gu,2023-02-13,74558.0,11140
Seodaemun-gu,2023-02-13,5894.0,11410
Seocho-gu,2023-02-13,43856.0,11650
Dobong-gu,2023-02-13,126200.0,11320
Yongsan-gu,2023-02-13,594.0,11170
Gangseo-gu,2023-02-13,59296.0,11500
Guro-gu,2023-02-13,130883.0,11530
Seongdong-gu,2023-02-13,3608.0,11200
Gangnam-gu,2023-02-13,122079.0,11680
Jungnang-gu,2023-02-13,46099.0,11260
Dongjak-gu,2023-02-13,164331.0,11590
Gangdong-gu,2023-02-13,76874.0,11740
Nowon-gu,2023-02-13,56449.0,11350
Gwanak-gu,2023-02-13,32524.0,11620
Gwangjin-gu,2023-02-13,80593.0,11215
Yangcheon-gu,2023-02-13,111676.0,11470
Jongno-gu,2023-02-14,7570.0,11110
Geumcheon-gu,2023-02-14,107277.0,11545
Jung-gu,2023-02-14,66363.0,11140
Gangdong-gu,2023-02-14,74105.0,11740
Gwanak-gu,2023-02-14,30188.0,11620
Seodaemun-gu,2023-02-14,6331.0,11410
Seocho-gu,2023-02-14,43220.0,11650
Eunpyeong-gu,2023-02-14,5556.0,11380
Songpa-gu,2023-02-14,27116.0,11710
Dobong-gu,2023-02-14,117659.0,11320
Yongsan-gu,2023-02-14,673.0,11170
Gangseo-gu,2023-02-14,58608.0,11500
Guro-gu,2023-02-14,124521.0,11530
Mapo-gu,2023-02-14,103608.0,11440
Gangbuk-gu,2023-02-14,87443.0,11305
Jungnang-gu,2023-02-14,44306.0,11260
Nowon-gu,2023-02-14,52594.0,11350
Yangcheon-gu,2023-02-14,104643.0,11470
Gangnam-gu,2023-02-14,121805.0,11680
Seongdong-gu,2023-02-14,4442.0,11200
Dongjak-gu,2023-02-14,131402.0,11590
Gwangjin-gu,2023-02-14,79063.0,11215
Eunpyeong-gu,2023-02-15,5665.0,11380
Dongjak-gu,2023-02-15,141160.0,11590
Gwangjin-gu,2023-02-15,79028.0,11215
Dobong-gu,2023-02-15,119914.0,11320
Yongsan-gu,2023-02-15,737.0,11170
Mapo-gu,2023-02-15,104623.0,11440
Yangcheon-gu,2023-02-15,143171.0,11470
Jung-gu,2023-02-15,66691.0,11140
Jungnang-gu,2023-02-15,44458.0,11260
Jongno-gu,2023-02-15,10810.0,11110
Gangseo-gu,2023-02-15,58596.0,11500
Seodaemun-gu,2023-02-15,6254.0,11410
Songpa-gu,2023-02-15,27768.0,11710
Gwanak-gu,2023-02-15,32250.0,11620
Gangdong-gu,2023-02-15,74470.0,11740
Seongdong-gu,2023-02-15,4149.0,11200
Gangbuk-gu,2023-02-15,88615.0,11305
Guro-gu,2023-02-15,127713.0,11530
Geumcheon-gu,2023-02-15,103433.0,11545
Gangnam-gu,2023-02-15,126135.0,11680
Nowon-gu,2023-02-15,55010.0,11350
Seocho-gu,2023-02-15,52406.0,11650
Guro-gu,2023-02-16,125956.0,11530
Eunpyeong-gu,2023-02-16,4955.0,11380
Yangcheon-gu,2023-02-16,138046.0,11470
Gangdong-gu,2023-02-16,74762.0,11740
Nowon-gu,2023-02-16,55279.0,11350
Dongjak-gu,2023-02-16,137777.0,11590
Gwanak-gu,2023-02-16,31637.0,11620
Gangseo-gu,2023-02-16,58686.0,11500
Jongno-gu,2023-02-16,5681.0,11110
Yongsan-gu,2023-02-16,648.0,11170
Jungnang-gu,2023-02-16,44235.0,11260
Dobong-gu,2023-02-16,118925.0,11320
Seongdong-gu,2023-02-16,3622.0,11200
Gangnam-gu,2023-02-16,122320.0,11680
Gwangjin-gu,2023-02-16,77557.0,11215
Jung-gu,2023-02-16,68403.0,11140
Seodaemun-gu,2023-02-16,5704.0,11410
Geumcheon-gu,2023-02-16,104484.0,11545
Seocho-gu,2023-02-16,62242.0,11650
Gangbuk-gu,2023-02-16,88158.0,11305
Songpa-gu,2023-02-16,26867.0,11710
Mapo-gu,2023-02-16,102900.0,11440
Seocho-gu,2023-02-17,72974.0,11650
Jung-gu,2023-02-17,74752.0,11140
Gangdong-gu,2023-02-17,78337.0,11740
Mapo-gu,2023-02-17,109905.0,11440
Guro-gu,2023-02-17,129684.0,11530
Dongjak-gu,2023-02-17,155198.0,11590
Gangbuk-gu,2023-02-17,91641.0,11305
Gangnam-gu,2023-02-17,132686.0,11680
Geumcheon-gu,2023-02-17,101497.0,11545
Nowon-gu,2023-02-17,56181.0,11350
Jongno-gu,2023-02-17,16079.0,11110
Gwangjin-gu,2023-02-17,82964.0,11215
Jungnang-gu,2023-02-17,46495.0,11260
Seongdong-gu,2023-02-17,4780.0,11200
Gwanak-gu,2023-02-17,33124.0,11620
Yangcheon-gu,2023-02-17,108267.0,11470
Gangseo-gu,2023-02-17,61973.0,11500
Seodaemun-gu,2023-02-17,6622.0,11410
Dobong-gu,2023-02-17,118136.0,11320
Eunpyeong-gu,2023-02-17,5875.0,11380
Yongsan-gu,2023-02-17,619.0,11170
Songpa-gu,2023-02-17,28553.0,11710
Dobong-gu,2023-02-18,121578.0,11320
Gangnam-gu,2023-02-18,132700.0,11680
Geumcheon-gu,2023-02-18,97310.0,11545
Seodaemun-gu,2023-02-18,6312.0,11410
Gwanak-gu,2023-02-18,36429.0,11620
Nowon-gu,2023-02-18,56111.0,11350
Gwangjin-gu,2023-02-18,84179.0,11215
Jongno-gu,2023-02-18,22520.0,11110
Eunpyeong-gu,2023-02-18,5194.0,11380
Jungnang-gu,2023-02-18,46972.0,11260
Seocho-gu,2023-02-18,67983.0,11650
Seongdong-gu,2023-02-18,7303.0,11200
Dongjak-gu,2023-02-18,158566.0,11590
Gangbuk-gu,2023-02-18,95650.0,11305
Gangseo-gu,2023-02-18,56461.0,11500
Jung-gu,2023-02-18,82776.0,11140
Songpa-gu,2023-02-18,31147.0,11710
Gangdong-gu,2023-02-18,77693.0,11740
Yangcheon-gu,2023-02-18,107350.0,11470
Mapo-gu,2023-02-18,117916.0,11440
Guro-gu,2023-02-18,132414.0,11530
Yongsan-gu,2023-02-18,1113.0,11170
Seodaemun-gu,2023-02-19,5349.0,11410
Yongsan-gu,2023-02-19,864.0,11170
Guro-gu,2023-02-19,122279.0,11530
Geumcheon-gu,2023-02-19,86346.0,11545
Gangnam-gu,2023-02-19,100264.0,11680
Jung-gu,2023-02-19,69528.0,11140
Nowon-gu,2023-02-19,52651.0,11350
Seongdong-gu,2023-02-19,5901.0,11200
Gangseo-gu,2023-02-19,47246.0,11500
Dobong-gu,2023-02-19,114442.0,11320
Seocho-gu,2023-02-19,38735.0,11650
Jungnang-gu,2023-02-19,44786.0,11260
Gangbuk-gu,2023-02-19,82293.0,11305
Gangdong-gu,2023-02-19,68682.0,11740
Gwangjin-gu,2023-02-19,74761.0,11215
Gwanak-gu,2023-02-19,31539.0,11620
Jongno-gu,2023-02-19,8230.0,11110
Yangcheon-gu,2023-02-19,96361.0,11470
Mapo-gu,2023-02-19,109077.0,11440
Dongjak-gu,2023-02-19,132412.0,11590
Eunpyeong-gu,2023-02-19,3842.0,11380
Songpa-gu,2023-02-19,27546.0,11710
Dongjak-gu,2023-02-20,154461.0,11590
Dobong-gu,2023-02-20,153769.0,11320
Seocho-gu,2023-02-20,81947.0,11650
Jungnang-gu,2023-02-20,60495.0,11260
Eunpyeong-gu,2023-02-20,6219.0,11380
Yangcheon-gu,2023-02-20,136401.0,11470
Gwanak-gu,2023-02-20,40422.0,11620
Guro-gu,2023-02-20,161870.0,11530
Gangbuk-gu,2023-02-20,116032.0,11305
Songpa-gu,2023-02-20,32836.0,11710
Seodaemun-gu,2023-02-20,6946.0,11410
Gangdong-gu,2023-02-20,99970.0,11740
Gangnam-gu,2023-02-20,162053.0,11680
Geumcheon-gu,2023-02-20,125468.0,11545
Mapo-gu,2023-02-20,134103.0,11440
Jung-gu,2023-02-20,103887.0,11140
Yongsan-gu,2023-02-20,891.0,11170
Nowon-gu,2023-02-20,71541.0,11350
Jongno-gu,2023-02-20,7419.0,11110
Gwangjin-gu,2023-02-20,101928.0,11215
Seongdong-gu,2023-02-20,3500.0,11200
Gangseo-gu,2023-02-20,77379.0,11500
Dobong-gu,2023-02-21,232340.0,11320
Gangbuk-gu,2023-02-21,181626.0,11305
Yongsan-gu,2023-02-21,1222.0,11170
Jungnang-gu,2023-02-21,92133.0,11260
Eunpyeong-gu,2023-02-21,10807.0,11380
Seocho-gu,2023-02-21,120171.0,11650
Geumcheon-gu,2023-02-21,201597.0,11545
Mapo-gu,2023-02-21,199303.0,11440
Jung-gu,2023-02-21,135190.0,11140
Gwangjin-gu,2023-02-21,153513.0,11215
Seodaemun-gu,2023-02-21,11937.0,11410
Songpa-gu,2023-02-21,53131.0,11710
Jongno-gu,2023-02-21,11792.0,11110
Nowon-gu,2023-02-21,108341.0,11350
Guro-gu,2023-02-21,247806.0,11530
Gangnam-gu,2023-02-21,238501.0,11680
Seongdong-gu,2023-02-21,7298.0,11200
Gangdong-gu,2023-02-21,154392.0,11740
Gangseo-gu,2023-02-21,116007.0,11500
Dongjak-gu,2023-02-21,239978.0,11590
Gwanak-gu,2023-02-21,60078.0,11620
Yangcheon-gu,2023-02-21,210111.0,11470
Seodaemun-gu,2023-02-22,3153.0,11410
Gangnam-gu,2023-02-22,75843.0,11680
Geumcheon-gu,2023-02-22,60603.0,11545
Mapo-gu,2023-02-22,62835.0,11440
Seongdong-gu,2023-02-22,1900.0,11200
Jung-gu,2023-02-22,35041.0,11140
Nowon-gu,2023-02-22,38521.0,11350
Gwangjin-gu,2023-02-22,45571.0,11215
Jongno-gu,2023-02-22,2790.0,11110
Gangdong-gu,2023-02-22,44862.0,11740
Seocho-gu,2023-02-22,32804.0,11650
Dongjak-gu,2023-02-22,82937.0,11590
Guro-gu,2023-02-22,82764.0,11530
Yongsan-gu,2023-02-22,312.0,11170
Dobong-gu,2023-02-22,78688.0,11320
Gangseo-gu,2023-02-22,34319.0,11500
Gwanak-gu,2023-02-22,20609.0,11620
Gangbuk-gu,2023-02-22,50845.0,11305
Eunpyeong-gu,2023-02-22,2206.0,11380
Songpa-gu,2023-02-22,18205.0,11710
Yangcheon-gu,2023-02-22,93168.0,11470
Jungnang-gu,2023-02-22,26921.0,11260
Mapo-gu,2023-02-23,53535.0,11440
Yangcheon-gu,2023-02-23,54255.0,11470
Seongdong-gu,2023-02-23,1612.0,11200
Jungnang-gu,2023-02-23,17887.0,11260
Nowon-gu,2023-02-23,23852.0,11350
Songpa-gu,2023-02-23,15203.0,11710
Seodaemun-gu,2023-02-23,2559.0,11410
Yongsan-gu,2023-02-23,240.0,11170
Seocho-gu,2023-02-23,27373.0,11650
Jongno-gu,2023-02-23,2488.0,11110
Jung-gu,2023-02-23,16291.0,11140
Guro-gu,2023-02-23,59147.0,11530
Geumcheon-gu,2023-02-23,44064.0,11545
Dobong-gu,2023-02-23,50390.0,11320
Gwangjin-gu,2023-02-23,30824.0,11215
Dongjak-gu,2023-02-23,68455.0,11590
Gangdong-gu,2023-02-23,30404.0,11740
Eunpyeong-gu,2023-02-23,2218.0,11380
Gangnam-gu,2023-02-23,56988.0,11680
Gwanak-gu,2023-02-23,13472.0,11620
Gangseo-gu,2023-02-23,24153.0,11500
Gangbuk-gu,2023-02-23,29558.0,11305
Seongdong-gu,2023-02-24,1976.0,11200
Jongno-gu,2023-02-24,2930.0,11110
Eunpyeong-gu,2023-02-24,2251.0,11380
Jung-gu,2023-02-24,28769.0,11140
Gangnam-gu,2023-02-24,60242.0,11680
Gangseo-gu,2023-02-24,25077.0,11500
Dobong-gu,2023-02-24,54049.0,11320
Jungnang-gu,2023-02-24,20215.0,11260
Seodaemun-gu,2023-02-24,3116.0,11410
Songpa-gu,2023-02-24,14931.0,11710
Geumcheon-gu,2023-02-24,45532.0,11545
Guro-gu,2023-02-24,60648.0,11530
Gangbuk-gu,2023-02-24,38772.0,11305
Yongsan-gu,2023-02-24,340.0,11170
Gwanak-gu,2023-02-24,16669.0,11620
Seocho-gu,2023-02-24,29720.0,11650
Nowon-gu,2023-02-24,24968.0,11350
Yangcheon-gu,2023-02-24,75362.0,11470
Gwangjin-gu,2023-02-24,36040.0,11215
Dongjak-gu,2023-02-24,79446.0,11590
Mapo-gu,2023-02-24,55985.0,11440
Gangdong-gu,2023-02-24,34756.0,11740
Gwanak-gu,2023-02-25,16762.0,11620
Songpa-gu,2023-02-25,14003.0,11710
Gangseo-gu,2023-02-25,25826.0,11500
Nowon-gu,2023-02-25,25717.0,11350
Mapo-gu,2023-02-25,47532.0,11440
Gangnam-gu,2023-02-25,51820.0,11680
Seocho-gu,2023-02-25,23902.0,11650
Gwangjin-gu,2023-02-25,37596.0,11215
Yangcheon-gu,2023-02-25,52344.0,11470
Jungnang-gu,2023-02-25,25823.0,11260
Guro-gu,2023-02-25,67285.0,11530
Geumcheon-gu,2023-02-25,47278.0,11545
Dobong-gu,2023-02-25,59474.0,11320
Eunpyeong-gu,2023-02-25,2270.0,11380
Jongno-gu,2023-02-25,4076.0,11110
Dongjak-gu,2023-02-25,50435.0,11590
Seodaemun-gu,2023-02-25,2383.0,11410
Seongdong-gu,2023-02-25,2786.0,11200
Gangdong-gu,2023-02-25,35084.0,11740
Yongsan-gu,2023-02-25,542.0,11170
Gangbuk-gu,2023-02-25,45466.0,11305
Jung-gu,2023-02-25,36125.0,11140
Gangnam-gu,2023-02-26,42041.0,11680
Seongdong-gu,2023-02-26,2751.0,11200
Jung-gu,2023-02-26,26464.0,11140
Guro-gu,2023-02-26,55304.0,11530
Jungnang-gu,2023-02-26,18223.0,11260
Seocho-gu,2023-02-26,14828.0,11650
Gangbuk-gu,2023-02-26,31957.0,11305
Gangseo-gu,2023-02-26,18068.0,11500
Eunpyeong-gu,2023-02-26,1459.0,11380
Geumcheon-gu,2023-02-26,32542.0,11545
Seodaemun-gu,2023-02-26,2569.0,11410
Dobong-gu,2023-02-26,49678.0,11320
Yangcheon-gu,2023-02-26,46141.0,11470
Jongno-gu,2023-02-26,3122.0,11110
Gwangjin-gu,2023-02-26,30330.0,11215
Gangdong-gu,2023-02-26,27163.0,11740
Dongjak-gu,2023-02-26,51849.0,11590
Gwanak-gu,2023-02-26,13138.0,11620
Mapo-gu,2023-02-26,49974.0,11440
Songpa-gu,2023-02-26,13737.0,11710
Nowon-gu,2023-02-26,21735.0,11350
Yongsan-gu,2023-02-26,374.0,11170
Gwanak-gu,2023-02-27,12468.0,11620
Dobong-gu,2023-02-27,50475.0,11320
Geumcheon-gu,2023-02-27,43080.0,11545
Yangcheon-gu,2023-02-27,43448.0,11470
Seocho-gu,2023-02-27,21007.0,11650
Gwangjin-gu,2023-02-27,29759.0,11215
Gangbuk-gu,2023-02-27,38837.0,11305
Mapo-gu,2023-02-27,40226.0,11440
Guro-gu,2023-02-27,56999.0,11530
Dongjak-gu,2023-02-27,65583.0,11590
Gangdong-gu,2023-02-27,29410.0,11740
Nowon-gu,2023-02-27,22897.0,11350
Seongdong-gu,2023-02-27,1020.0,11200
Eunpyeong-gu,2023-02-27,1892.0,11380
Jung-gu,2023-02-27,24889.0,11140
Yongsan-gu,2023-02-27,255.0,11170
Jungnang-gu,2023-02-27,23433.0,11260
Songpa-gu,2023-02-27,11503.0,11710
Seodaemun-gu,2023-02-27,2531.0,11410
Gangnam-gu,2023-02-27,47888.0,11680
Gangseo-gu,2023-02-27,23147.0,11500
Jongno-gu,2023-02-27,5850.0,11110
Seocho-gu,2023-02-28,24891.0,11650
Jungnang-gu,2023-02-28,20945.0,11260
Gangbuk-gu,2023-02-28,34854.0,11305
Jung-gu,2023-02-28,21463.0,11140
Guro-gu,2023-02-28,58333.0,11530
Gangnam-gu,2023-02-28,49429.0,11680
Jongno-gu,2023-02-28,3231.0,11110
Gangdong-gu,2023-02-28,30284.0,11740
Yongsan-gu,2023-02-28,269.0,11170
Songpa-gu,2023-02-28,13884.0,11710
Mapo-gu,2023-02-28,48228.0,11440
Nowon-gu,2023-02-28,24415.0,11350
Yangcheon-gu,2023-02-28,50276.0,11470
Gwangjin-gu,2023-02-28,28926.0,11215
Gwanak-gu,2023-02-28,13062.0,11620
Gangseo-gu,2023-02-28,23975.0,11500
Eunpyeong-gu,2023-02-28,1946.0,11380
Dobong-gu,2023-02-28,52638.0,11320
Dongjak-gu,2023-02-28,63982.0,11590
Seodaemun-gu,2023-02-28,2748.0,11410
Seongdong-gu,2023-02-28,1818.0,11200
Geumcheon-gu,2023-02-28,37419.0,11545
Jongno-gu,2023-03-02,2314.0,11110
Nowon-gu,2023-03-02,19384.0,11350
Gangdong-gu,2023-03-02,32353.0,11740
Songpa-gu,2023-03-02,9465.0,11710
Gwanak-gu,2023-03-02,13974.0,11620
Dobong-gu,2023-03-02,44103.0,11320
Gwangjin-gu,2023-03-02,34593.0,11215
Seongdong-gu,2023-03-02,1402.0,11200
Seodaemun-gu,2023-03-02,2881.0,11410
Mapo-gu,2023-03-02,40378.0,11440
Yongsan-gu,2023-03-02,300.0,11170
Geumcheon-gu,2023-03-02,40517.0,11545
Yangcheon-gu,2023-03-02,54696.0,11470
Gangseo-gu,2023-03-02,24865.0,11500
Jung-gu,2023-03-02,31909.0,11140
Gangbuk-gu,2023-03-02,34528.0,11305
Dongjak-gu,2023-03-02,58513.0,11590
Gangnam-gu,2023-03-02,55014.0,11680
Guro-gu,2023-03-02,49867.0,11530
Jungnang-gu,2023-03-02,16499.0,11260
Eunpyeong-gu,2023-03-02,2773.0,11380
Seocho-gu,2023-03-02,26266.0,11650
Songpa-gu,2023-03-03,11163.0,11710
Dongjak-gu,2023-03-03,51450.0,11590
Seongdong-gu,2023-03-03,1266.0,11200
Mapo-gu,2023-03-03,43058.0,11440
Gangseo-gu,2023-03-03,23287.0,11500
Gangnam-gu,2023-03-03,49108.0,11680
Seodaemun-gu,2023-03-03,2557.0,11410
Jongno-gu,2023-03-03,4237.0,11110
Jung-gu,2023-03-03,28435.0,11140
Jungnang-gu,2023-03-03,22117.0,11260
Seocho-gu,2023-03-03,23041.0,11650
Eunpyeong-gu,2023-03-03,1838.0,11380
Gwanak-gu,2023-03-03,11732.0,11620
Gangbuk-gu,2023-03-03,41850.0,11305
Yongsan-gu,2023-03-03,243.0,11170
Geumcheon-gu,2023-03-03,40995.0,11545
Gwangjin-gu,2023-03-03,28823.0,11215
Dobong-gu,2023-03-03,43747.0,11320
Gangdong-gu,2023-03-03,26888.0,11740
Nowon-gu,2023-03-03,19774.0,11350
