"long","lat","order","hole","piece","id","group"
127.02264781,37.57837395,250,FALSE,"1",11110,"11110.1"
127.02272458,37.57834651,251,FALSE,"1",11110,"11110.1"
127.0227573,37.5783348,252,FALSE,"1",11110,"11110.1"
127.02270599,37.57827512,253,FALSE,"1",11110,"11110.1"
127.02270063,37.57826938,254,FALSE,"1",11110,"11110.1"
127.02269288,37.57826104,255,FALSE,"1",11110,"11110.1"
127.02268705,37.57825457,256,FALSE,"1",11110,"11110.1"
127.022646,37.57820981,257,FALSE,"1",11110,"11110.1"
127.02253011,37.57809186,258,FALSE,"1",11110,"11110.1"
127.02253011,37.57808425,259,FALSE,"1",11110,"11110.1"
127.02285197,37.57785022,260,FALSE,"1",11110,"11110.1"
127.02288345,37.57782741,261,FALSE,"1",11110,"11110.1"
127.02288986,37.57782536,262,FALSE,"1",11110,"11110.1"
127.02297631,37.57782739,263,FALSE,"1",11110,"11110.1"
127.0229829,37.5778349,264,FALSE,"1",11110,"11110.1"
127.02303046,37.57788905,265,FALSE,"1",11110,"11110.1"
127.02307451,37.57794197,266,FALSE,"1",11110,"11110.1"
127.02311486,37.57798982,267,FALSE,"1",11110,"11110.1"
127.02312206,37.57800127,268,FALSE,"1",11110,"11110.1"
127.02313238,37.5780177,269,FALSE,"1",11110,"11110.1"
127.02313875,37.57802107,270,FALSE,"1",11110,"11110.1"
127.02314102,37.57792366,271,FALSE,"1",11110,"11110.1"
127.02314138,37.5779062,272,FALSE,"1",11110,"11110.1"
127.02314189,37.57788565,273,FALSE,"1",11110,"11110.1"
127.02314891,37.57770179,274,FALSE,"1",11110,"11110.1"
127.02315032,37.57766518,275,FALSE,"1",11110,"11110.1"
127.02315751,37.57745176,276,FALSE,"1",11110,"11110.1"
127.02316087,37.57742473,277,FALSE,"1",11110,"11110.1"
127.02316139,37.57740981,278,FALSE,"1",11110,"11110.1"
127.02316174,37.57740221,279,FALSE,"1",11110,"11110.1"
127.02316192,37.57739658,280,FALSE,"1",11110,"11110.1"
127.02316227,37.57738615,281,FALSE,"1",11110,"11110.1"
127.02316245,37.57738081,282,FALSE,"1",11110,"11110.1"
127.02316297,37.57736842,283,FALSE,"1",11110,"11110.1"
127.02316437,37.57733801,284,FALSE,"1",11110,"11110.1"
127.02316648,37.57726649,285,FALSE,"1",11110,"11110.1"
127.02316683,37.57725692,286,FALSE,"1",11110,"11110.1"
127.02317104,37.57714092,287,FALSE,"1",11110,"11110.1"
127.02317192,37.57711614,288,FALSE,"1",11110,"11110.1"
127.02317366,37.57705363,289,FALSE,"1",11110,"11110.1"
127.02317455,37.57701872,290,FALSE,"1",11110,"11110.1"
127.02317471,37.57700267,291,FALSE,"1",11110,"11110.1"
127.02317752,37.57693144,292,FALSE,"1",11110,"11110.1"
127.02318138,37.57681882,293,FALSE,"1",11110,"11110.1"
127.02318226,37.57678671,294,FALSE,"1",11110,"11110.1"
127.02321373,37.57675011,295,FALSE,"1",11110,"11110.1"
127.02321126,37.57674504,296,FALSE,"1",11110,"11110.1"
127.02318737,37.57673153,297,FALSE,"1",11110,"11110.1"
127.02318595,37.57670929,298,FALSE,"1",11110,"11110.1"
127.02319279,37.57647362,299,FALSE,"1",11110,"11110.1"
127.02321155,37.57593387,300,FALSE,"1",11110,"11110.1"
127.02321278,37.57588009,301,FALSE,"1",11110,"11110.1"
127.02323123,37.57548478,302,FALSE,"1",11110,"11110.1"
127.02323457,37.57542256,303,FALSE,"1",11110,"11110.1"
127.02323633,37.57537581,304,FALSE,"1",11110,"11110.1"
127.02323686,37.57536315,305,FALSE,"1",11110,"11110.1"
127.02323843,37.57531951,306,FALSE,"1",11110,"11110.1"
