Gu,Date,DailyRain
강서구,2023-06-20,15.0
강서구,2023-06-21,60.0
강서구,2023-06-22,0.0
강서구,2023-06-23,0.0
강서구,2023-06-24,0.0
강서구,2023-06-25,0.0
강서구,2023-06-26,37.0
강서구,2023-06-27,3.0
강서구,2023-06-28,0.0
강서구,2023-06-29,82.0
강서구,2023-06-30,1.5
관악구,2023-01-02,0.0
관악구,2023-01-03,0.0
관악구,2023-01-04,0.0
관악구,2023-01-05,0.0
관악구,2023-01-06,5.5
관악구,2023-01-07,0.0
관악구,2023-01-08,0.0
관악구,2023-01-09,0.0
관악구,2023-01-10,0.0
관악구,2023-01-11,0.0
관악구,2023-01-12,0.0
관악구,2023-01-13,55.0
관악구,2023-01-14,6.0
관악구,2023-01-15,6.5
관악구,2023-01-16,0.0
관악구,2023-01-17,0.5
관악구,2023-01-18,0.0
관악구,2023-01-19,2.0
관악구,2023-01-20,1.5
관악구,2023-01-21,0.0
관악구,2023-01-22,0.0
관악구,2023-01-23,0.0
관악구,2023-01-24,0.0
관악구,2023-01-25,0.0
관악구,2023-01-26,0.0
관악구,2023-01-27,0.0
관악구,2023-01-28,0.0
관악구,2023-01-29,0.0
관악구,2023-01-30,0.0
관악구,2023-01-31,0.0
관악구,2023-02-01,0.0
관악구,2023-02-02,0.0
관악구,2023-02-03,0.0
관악구,2023-02-04,0.0
관악구,2023-02-05,0.0
관악구,2023-02-06,0.0
관악구,2023-02-07,0.0
관악구,2023-02-08,0.0
관악구,2023-02-09,0.0
관악구,2023-02-10,1.5
관악구,2023-02-11,0.0
관악구,2023-02-12,0.0
관악구,2023-02-13,0.0
관악구,2023-02-14,0.0
관악구,2023-02-15,0.0
관악구,2023-02-16,0.0
관악구,2023-02-17,0.0
관악구,2023-02-18,0.0
관악구,2023-02-19,0.5
관악구,2023-02-20,0.0
관악구,2023-02-21,0.0
관악구,2023-02-22,0.0
관악구,2023-02-23,0.0
관악구,2023-02-24,0.0
관악구,2023-02-25,0.0
관악구,2023-02-26,0.0
관악구,2023-02-27,0.0
관악구,2023-02-28,0.0
관악구,2023-03-01,0.0
관악구,2023-03-02,0.0
관악구,2023-03-03,0.0
관악구,2023-03-04,0.0
관악구,2023-03-05,0.0
관악구,2023-03-06,0.0
관악구,2023-03-07,0.0
관악구,2023-03-08,1.5
관악구,2023-03-09,8.0
관악구,2023-03-10,0.0
관악구,2023-03-11,0.0
관악구,2023-03-12,8.0
관악구,2023-03-13,0.0
관악구,2023-03-14,0.0
관악구,2023-03-15,0.0
관악구,2023-03-16,0.0
관악구,2023-03-17,0.0
관악구,2023-03-18,0.0
관악구,2023-03-19,0.0
관악구,2023-03-20,0.0
관악구,2023-03-21,0.0
관악구,2023-03-22,0.0
관악구,2023-03-23,0.0
관악구,2023-03-24,0.0
관악구,2023-03-25,0.0
관악구,2023-03-26,0.0
관악구,2023-03-27,0.0
관악구,2023-03-28,0.0
관악구,2023-03-29,0.0
관악구,2023-03-30,0.0
관악구,2023-03-31,0.0
관악구,2023-04-01,0.0
관악구,2023-04-02,0.0
관악구,2023-04-03,0.0
관악구,2023-04-04,9.0
관악구,2023-04-05,33.5
관악구,2023-04-06,2.0
관악구,2023-04-07,0.0
관악구,2023-04-08,0.0
관악구,2023-04-09,0.0
관악구,2023-04-10,0.0
관악구,2023-04-11,0.5
관악구,2023-04-12,0.0
관악구,2023-04-13,0.0
관악구,2023-04-14,0.0
관악구,2023-04-15,3.0
관악구,2023-04-16,0.0
관악구,2023-04-17,0.0
관악구,2023-04-18,0.5
관악구,2023-04-19,0.0
관악구,2023-04-20,0.0
관악구,2023-04-21,0.0
관악구,2023-04-22,0.0
관악구,2023-04-23,0.0
관악구,2023-04-24,0.0
관악구,2023-04-25,0.5
관악구,2023-04-26,0.0
관악구,2023-04-27,0.0
관악구,2023-04-28,1.0
관악구,2023-04-29,28.0
관악구,2023-04-30,0.5
관악구,2023-05-01,0.0
관악구,2023-05-02,0.0
관악구,2023-05-03,0.0
관악구,2023-05-04,0.0
관악구,2023-05-05,17.0
관악구,2023-05-06,56.5
관악구,2023-05-07,0.0
관악구,2023-05-08,0.0
관악구,2023-05-09,0.0
관악구,2023-05-10,0.0
관악구,2023-05-11,0.0
관악구,2023-05-12,0.0
관악구,2023-05-13,0.0
관악구,2023-05-14,0.0
관악구,2023-05-15,0.0
관악구,2023-05-16,0.0
관악구,2023-05-17,0.0
관악구,2023-05-18,0.0
관악구,2023-05-19,0.0
