,Date,Gu,PM10,PM2.5,O3,NO2,CO,SO2
0,2023-01-01,중랑구,52.0,39.0,0.021,0.03,0.7,0.003
1,2023-01-01,중구,54.0,46.0,0.026,0.023,0.6,0.004
2,2023-01-01,종로구,53.0,42.0,0.025,0.022,0.7,0.004
3,2023-01-01,은평구,55.0,37.0,0.023,0.021,0.8,0.004
4,2023-01-01,용산구,50.0,37.0,0.024,0.019,0.6,0.004
5,2023-01-01,영등포구,51.0,34.0,0.023,0.023,0.6,0.004
6,2023-01-01,양천구,53.0,39.0,0.02,0.023,0.6,0.003
7,2023-01-01,송파구,51.0,35.0,0.018,0.03,0.7,0.003
8,2023-01-01,성북구,45.0,34.0,0.021,0.03,0.8,0.004
9,2023-01-01,성동구,53.0,33.0,0.022,0.027,0.6,0.003
10,2023-01-01,서초구,52.0,37.0,0.024,0.018,0.5,0.003
11,2023-01-01,서대문구,53.0,37.0,0.022,0.024,0.7,0.005
12,2023-01-01,마포구,49.0,40.0,0.02,0.023,0.6,0.003
13,2023-01-01,동작구,56.0,41.0,0.025,0.022,0.6,0.004
14,2023-01-01,동대문구,52.0,37.0,0.024,0.023,0.7,0.004
15,2023-01-01,도봉구,43.0,32.0,0.029,0.02,0.7,0.003
16,2023-01-01,노원구,51.0,39.0,0.022,0.031,0.7,0.004
17,2023-01-01,금천구,47.0,38.0,0.024,0.023,0.6,0.004
18,2023-01-01,구로구,53.0,35.0,0.021,0.019,0.4,0.003
19,2023-01-01,광진구,48.0,36.0,0.018,0.018,0.8,0.003
20,2023-01-01,관악구,54.0,35.0,0.02,0.025,0.6,0.003
21,2023-01-01,강서구,62.0,38.0,0.025,0.021,0.6,0.004
22,2023-01-01,강북구,51.0,34.0,0.026,,0.7,0.004
23,2023-01-01,강동구,56.0,43.0,0.017,0.027,0.7,0.003
24,2023-01-01,강남구,52.0,36.0,0.024,0.024,0.6,0.004
25,2023-01-01,평균,52.0,37.0,0.0226,0.0236,0.65,0.0036
26,2023-01-02,중랑구,23.0,13.0,0.0195,0.0232,0.42,0.0029
27,2023-01-02,중구,23.0,14.0,0.0265,0.019,0.43,0.0031
28,2023-01-02,종로구,24.0,14.0,0.0239,0.0169,0.42,0.0031
29,2023-01-02,은평구,23.0,7.0,0.0216,0.016,0.62,0.0038
30,2023-01-02,용산구,25.0,14.0,0.021,0.0166,0.49,0.0033
31,2023-01-02,영등포구,22.0,9.0,0.0188,0.0188,0.43,0.0031
32,2023-01-02,양천구,26.0,12.0,0.0177,0.0188,0.44,0.0027
33,2023-01-02,송파구,27.0,13.0,0.0169,0.0256,0.51,0.003
34,2023-01-02,성북구,20.0,10.0,0.02,0.0223,0.51,0.0036
35,2023-01-02,성동구,25.0,11.0,0.0186,0.0239,0.42,0.0032
36,2023-01-02,서초구,23.0,8.0,0.0199,0.0186,0.29,0.0032
37,2023-01-02,서대문구,23.0,9.0,0.0205,0.0178,0.35,0.0038
38,2023-01-02,마포구,21.0,10.0,0.0193,0.0175,0.47,0.0026
39,2023-01-02,동작구,27.0,14.0,0.0187,0.0214,0.41,0.003
40,2023-01-02,동대문구,24.0,12.0,0.0235,0.0169,0.45,0.0035
41,2023-01-02,도봉구,21.0,10.0,0.0287,0.013,0.38,0.0028
42,2023-01-02,노원구,25.0,14.0,0.0223,0.0212,0.45,0.0033
43,2023-01-02,금천구,23.0,14.0,0.0188,0.0243,0.49,0.0035
44,2023-01-02,구로구,25.0,8.0,0.0186,0.0163,0.28,0.0032
45,2023-01-02,광진구,21.0,12.0,0.0173,0.0118,0.53,0.002
46,2023-01-02,관악구,26.0,11.0,0.0183,0.0209,0.45,0.0031
47,2023-01-02,강서구,32.0,11.0,0.022,0.0176,0.44,0.0034
48,2023-01-02,강북구,22.0,11.0,0.0207,0.008,0.49,0.0022
49,2023-01-02,강동구,26.0,13.0,0.0173,0.0194,0.38,0.0028
50,2023-01-02,강남구,24.0,11.0,0.0212,0.0206,0.43,0.0034
51,2023-01-02,평균,24.0,11.0,0.0205,0.0187,0.44,0.0031
52,2023-01-03,중랑구,32.0,20.0,0.0157,0.0295,0.52,0.0027
53,2023-01-03,중구,28.0,20.0,0.0181,0.0309,0.54,0.0032
54,2023-01-03,종로구,29.0,19.0,0.0146,0.0305,0.63,0.0034
55,2023-01-03,은평구,26.0,11.0,0.015,0.0243,0.7,0.0035
56,2023-01-03,용산구,28.0,17.0,0.0149,0.0262,0.55,0.0034
57,2023-01-03,영등포구,28.0,15.0,0.0137,0.0301,0.52,0.0032
58,2023-01-03,양천구,30.0,17.0,0.0129,0.0283,0.53,0.0027
59,2023-01-03,송파구,31.0,18.0,0.0121,0.0352,0.6,0.0029
60,2023-01-03,성북구,28.0,17.0,0.0135,0.034,0.69,0.0039
61,2023-01-03,성동구,29.0,13.0,0.0135,0.0324,0.49,0.0032
62,2023-01-03,서초구,27.0,12.0,0.0114,0.0329,0.38,0.0032
63,2023-01-03,서대문구,29.0,15.0,0.0135,0.0307,0.77,0.0065
64,2023-01-03,마포구,28.0,19.0,0.011,0.0297,0.55,0.003
65,2023-01-03,동작구,28.0,17.0,0.0109,0.0332,0.51,0.0027
66,2023-01-03,동대문구,30.0,17.0,0.0164,0.0296,0.59,0.0038
67,2023-01-03,도봉구,26.0,15.0,0.0194,0.0259,0.54,0.0025
68,2023-01-03,노원구,35.0,22.0,0.0156,0.0349,0.62,0.0037
69,2023-01-03,금천구,25.0,17.0,0.0146,0.0292,0.51,0.0034
70,2023-01-03,구로구,30.0,13.0,0.0113,0.0283,0.39,0.0033
71,2023-01-03,광진구,31.0,19.0,0.0124,0.0195,0.67,0.0021
72,2023-01-03,관악구,30.0,15.0,0.0133,0.0339,0.6,0.0032
73,2023-01-03,강서구,37.0,16.0,0.0149,0.0302,0.55,0.0038
74,2023-01-03,강북구,32.0,17.0,0.0184,0.0228,0.61,0.0026
75,2023-01-03,강동구,34.0,21.0,0.0117,0.028,0.49,0.0028
76,2023-01-03,강남구,29.0,15.0,0.0162,0.0303,0.51,0.0034
77,2023-01-03,평균,30.0,17.0,0.0142,0.0296,0.56,0.0033
78,2023-01-04,중랑구,32.0,23.0,0.0087,0.0409,0.62,0.0029
79,2023-01-04,중구,35.0,29.0,0.0168,0.0433,0.68,0.0035
80,2023-01-04,종로구,34.0,26.0,0.0116,0.0408,0.71,0.0037
81,2023-01-04,은평구,31.0,17.0,0.0129,0.032,0.8,0.0038
82,2023-01-04,용산구,33.0,24.0,0.0104,0.0372,0.64,0.0037
83,2023-01-04,영등포구,38.0,24.0,0.0079,0.0471,0.71,0.0037
84,2023-01-04,양천구,38.0,28.0,0.006,0.0447,0.74,0.0034
85,2023-01-04,송파구,36.0,23.0,0.008,0.0449,0.69,0.0033
86,2023-01-04,성북구,31.0,21.0,0.0107,0.0441,0.83,0.004
87,2023-01-04,성동구,36.0,17.0,0.0093,0.0417,0.62,0.0036
88,2023-01-04,서초구,39.0,22.0,0.0075,0.0456,0.53,0.0034
89,2023-01-04,서대문구,34.0,21.0,0.0121,0.04,0.96,0.0074
90,2023-01-04,마포구,32.0,27.0,0.0087,0.0454,0.73,0.0046
91,2023-01-04,동작구,36.0,24.0,0.0077,0.0458,0.61,0.0034
92,2023-01-04,동대문구,34.0,22.0,0.013,0.039,0.67,0.0039
93,2023-01-04,도봉구,28.0,20.0,0.0176,0.0333,0.62,0.0026
94,2023-01-04,노원구,35.0,25.0,0.0097,0.0497,0.75,0.0041
95,2023-01-04,금천구,29.0,21.0,0.0112,0.0373,0.54,0.0037
96,2023-01-04,구로구,38.0,23.0,0.0081,0.0398,0.51,0.0037
97,2023-01-04,광진구,34.0,22.0,0.0092,0.0238,0.76,0.0021
98,2023-01-04,관악구,36.0,21.0,0.0068,0.0497,0.73,0.0036
99,2023-01-04,강서구,48.0,26.0,0.0095,0.0464,0.8,0.0046
100,2023-01-04,강북구,33.0,20.0,0.0165,0.0297,0.69,0.0029
101,2023-01-04,강동구,37.0,26.0,0.0089,0.0349,0.55,0.0028
102,2023-01-04,강남구,35.0,22.0,0.0111,0.0412,0.61,0.0036
103,2023-01-04,평균,35.0,23.0,0.0104,0.0407,0.68,0.0037
104,2023-01-05,중랑구,46.0,35.0,0.0044,0.0525,0.78,0.0031
105,2023-01-05,중구,48.0,42.0,0.0085,0.0558,0.88,0.0038
106,2023-01-05,종로구,49.0,39.0,0.0043,0.0553,0.97,0.004
107,2023-01-05,은평구,41.0,26.0,0.0093,0.038,0.93,0.0037
108,2023-01-05,용산구,44.0,34.0,0.0049,0.0483,0.8,0.0039
109,2023-01-05,영등포구,51.0,38.0,0.0045,0.0592,0.95,0.004
110,2023-01-05,양천구,58.0,44.0,0.0043,0.0552,1.03,0.0037
111,2023-01-05,송파구,46.0,35.0,0.0029,0.0556,0.96,0.0034
112,2023-01-05,성북구,47.0,35.0,0.0048,0.0558,1.08,0.0042
113,2023-01-05,성동구,49.0,27.0,0.0036,0.053,0.82,0.0036
114,2023-01-05,서초구,52.0,34.0,0.0035,0.0583,0.79,0.0034
115,2023-01-05,서대문구,45.0,31.0,0.0075,0.0483,1.11,0.0079
116,2023-01-05,마포구,41.0,41.0,0.0042,0.0607,1.08,0.0046
117,2023-01-05,동작구,52.0,39.0,0.0041,0.0601,0.92,0.0034
118,2023-01-05,동대문구,49.0,35.0,0.0051,0.0543,0.96,0.0041
119,2023-01-05,도봉구,45.0,33.0,0.0107,0.0445,0.8,0.0028
120,2023-01-05,노원구,53.0,41.0,0.0064,0.0607,0.95,0.0045
121,2023-01-05,금천구,51.0,42.0,0.0047,0.0503,0.76,0.0044
122,2023-01-05,구로구,57.0,39.0,0.0048,0.0479,0.76,0.0039
123,2023-01-05,광진구,47.0,34.0,0.0042,0.0303,0.97,0.0025
124,2023-01-05,관악구,53.0,34.0,0.0046,0.0612,1.06,0.0037
125,2023-01-05,강서구,66.0,38.0,0.0052,0.056,1.07,0.0051
126,2023-01-05,강북구,47.0,31.0,0.0143,0.0353,0.75,0.0029
127,2023-01-05,강동구,52.0,38.0,0.003,0.0443,0.72,0.003
128,2023-01-05,강남구,47.0,32.0,0.0056,0.0523,0.8,0.0038
129,2023-01-05,평균,49.0,36.0,0.0056,0.0517,0.91,0.0039
130,2023-01-06,중랑구,75.0,62.0,0.0118,0.0471,0.79,0.0033
131,2023-01-06,중구,77.0,69.0,0.0114,0.0545,0.91,0.0042
132,2023-01-06,종로구,75.0,65.0,0.0078,0.0528,0.97,0.004
133,2023-01-06,은평구,72.0,56.0,0.0158,0.0377,1.01,0.0039
134,2023-01-06,용산구,68.0,55.0,0.0108,0.0433,0.77,0.0039
135,2023-01-06,영등포구,86.0,71.0,0.0095,0.0541,0.99,0.004
136,2023-01-06,양천구,93.0,74.0,0.0096,0.0492,0.93,0.0039
137,2023-01-06,송파구,76.0,57.0,0.0124,0.0445,0.83,0.0033
138,2023-01-06,성북구,73.0,57.0,0.0077,0.0516,0.95,0.0039
139,2023-01-06,성동구,83.0,52.0,0.011,0.0461,0.83,0.0038
140,2023-01-06,서초구,81.0,65.0,0.0082,0.0512,0.74,0.0033
141,2023-01-06,서대문구,71.0,57.0,0.0134,0.0472,1.05,0.0065
142,2023-01-06,마포구,71.0,67.0,0.0106,0.0519,1.0,0.0049
143,2023-01-06,동작구,79.0,64.0,0.0134,0.0485,0.81,0.0035
144,2023-01-06,동대문구,73.0,56.0,0.0059,0.0519,0.94,0.004
145,2023-01-06,도봉구,66.0,54.0,0.0109,0.0453,0.88,0.0028
146,2023-01-06,노원구,75.0,62.0,0.0107,0.0548,0.86,0.0042
147,2023-01-06,금천구,78.0,65.0,0.0197,0.0395,0.73,0.004
148,2023-01-06,구로구,85.0,67.0,0.0111,0.0419,0.68,0.0035
149,2023-01-06,광진구,76.0,59.0,0.0091,0.0294,0.97,0.0025
150,2023-01-06,관악구,82.0,55.0,0.0115,0.0497,0.93,0.0034
151,2023-01-06,강서구,92.0,66.0,0.0112,0.0547,1.1,0.0045
152,2023-01-06,강북구,74.0,52.0,0.0106,0.0445,0.85,0.0031
153,2023-01-06,강동구,82.0,65.0,0.0116,0.0351,0.7,0.0031
154,2023-01-06,강남구,79.0,59.0,0.0109,0.048,0.8,0.0038
155,2023-01-06,평균,78.0,61.0,0.0111,0.047,0.88,0.0038
156,2023-01-07,중랑구,117.0,92.0,0.0198,0.0362,0.97,0.0031
157,2023-01-07,중구,123.0,98.0,0.0272,0.0321,0.9,0.0036
158,2023-01-07,종로구,125.0,101.0,0.0231,0.0281,0.96,0.0033
159,2023-01-07,은평구,123.0,89.0,0.0234,0.0234,1.22,0.0035
160,2023-01-07,용산구,107.0,76.0,0.0213,0.0262,0.89,0.0035
161,2023-01-07,영등포구,116.0,95.0,0.0224,0.0293,0.92,0.0035
162,2023-01-07,양천구,132.0,98.0,0.0204,0.0285,0.88,0.0035
163,2023-01-07,송파구,113.0,84.0,0.0178,0.0354,0.97,0.0027
164,2023-01-07,성북구,124.0,89.0,0.021,0.0316,0.91,0.0034
165,2023-01-07,성동구,125.0,76.0,0.0211,0.0288,0.87,0.0033
166,2023-01-07,서초구,114.0,94.0,0.0189,0.0291,0.75,0.0029
167,2023-01-07,서대문구,116.0,90.0,0.0204,0.0286,1.14,0.0046
168,2023-01-07,마포구,110.0,96.0,0.0172,0.0349,0.96,0.0043
169,2023-01-07,동작구,125.0,95.0,0.026,0.03,0.89,0.0035
170,2023-01-07,동대문구,118.0,86.0,0.022,0.0288,0.95,0.0035
171,2023-01-07,도봉구,114.0,82.0,0.0303,0.0202,0.98,0.0027
172,2023-01-07,노원구,122.0,91.0,0.0218,0.0333,0.99,0.0032
173,2023-01-07,금천구,117.0,96.0,0.0264,0.0261,0.93,0.0035
174,2023-01-07,구로구,126.0,94.0,0.0214,0.0242,0.66,0.0034
175,2023-01-07,광진구,116.0,82.0,0.0184,0.0196,1.18,0.0024
176,2023-01-07,관악구,127.0,79.0,0.0212,0.0291,0.97,0.0032
177,2023-01-07,강서구,135.0,87.0,0.0249,0.0277,0.9,0.0038
178,2023-01-07,강북구,123.0,77.0,0.0281,0.0205,0.94,0.0029
179,2023-01-07,강동구,127.0,98.0,0.0169,0.0274,0.88,0.0026
180,2023-01-07,강남구,119.0,86.0,0.0229,0.0307,0.88,0.0036
181,2023-01-07,평균,121.0,89.0,0.0222,0.0284,0.94,0.0033
182,2023-01-08,중랑구,128.0,64.0,0.0169,0.0321,0.78,0.0027
183,2023-01-08,중구,133.0,60.0,0.013,0.0411,0.79,0.0033
184,2023-01-08,종로구,135.0,66.0,0.0111,0.0388,0.84,0.0032
185,2023-01-08,은평구,129.0,48.0,0.0137,0.0283,0.99,0.0031
186,2023-01-08,용산구,129.0,56.0,0.0092,0.0343,0.79,0.0032
187,2023-01-08,영등포구,129.0,66.0,0.008,0.0421,0.87,0.003
188,2023-01-08,양천구,146.0,57.0,0.0089,0.0378,0.82,0.0033
189,2023-01-08,송파구,126.0,67.0,0.0103,0.0371,0.9,0.0025
190,2023-01-08,성북구,134.0,61.0,0.0106,0.0391,0.83,0.0032
191,2023-01-08,성동구,127.0,55.0,0.0112,0.0344,0.85,0.0029
192,2023-01-08,서초구,125.0,65.0,0.0078,0.0379,0.72,0.0028
193,2023-01-08,서대문구,129.0,52.0,0.0115,0.036,1.03,0.0054
194,2023-01-08,마포구,119.0,62.0,0.0093,0.0408,0.87,0.0039
195,2023-01-08,동작구,143.0,58.0,0.0092,0.0432,0.77,0.003
196,2023-01-08,동대문구,125.0,55.0,0.011,0.0368,0.85,0.0033
197,2023-01-08,도봉구,132.0,55.0,0.0152,0.0313,0.85,0.0024
198,2023-01-08,노원구,146.0,61.0,0.0112,0.0434,0.88,0.0033
199,2023-01-08,금천구,109.0,45.0,0.0134,0.0299,0.68,0.0031
200,2023-01-08,구로구,139.0,54.0,0.009,0.0356,0.6,0.003
201,2023-01-08,광진구,124.0,59.0,0.0122,0.0202,1.07,0.0022
202,2023-01-08,관악구,132.0,45.0,0.0091,0.0423,0.87,0.0029
203,2023-01-08,강서구,159.0,50.0,0.0111,0.0387,0.85,0.0032
204,2023-01-08,강북구,152.0,51.0,0.0141,0.0306,0.85,0.0026
205,2023-01-08,강동구,129.0,74.0,0.01,0.0274,0.8,0.0025
206,2023-01-08,강남구,119.0,64.0,0.0106,0.0378,0.87,0.0031
207,2023-01-08,평균,132.0,58.0,0.0111,0.0359,0.84,0.0031
208,2023-01-09,중랑구,88.0,41.0,0.0196,0.032,0.59,0.0034
209,2023-01-09,중구,107.0,54.0,0.0082,0.0482,0.81,0.0036
210,2023-01-09,종로구,92.0,45.0,0.0169,0.0332,0.7,0.0036
211,2023-01-09,은평구,92.0,35.0,0.0186,0.0241,0.94,0.0036
212,2023-01-09,용산구,93.0,39.0,0.0154,0.0289,0.63,0.0036
213,2023-01-09,영등포구,88.0,44.0,0.015,0.0322,0.64,0.0033
214,2023-01-09,양천구,100.0,41.0,0.0141,0.0298,0.63,0.0033
215,2023-01-09,송파구,99.0,45.0,0.0141,0.034,0.68,0.003
216,2023-01-09,성북구,96.0,41.0,0.0163,0.0331,0.62,0.0034
217,2023-01-09,성동구,95.0,34.0,0.0156,0.0312,0.6,0.0037
218,2023-01-09,서초구,90.0,40.0,0.0141,0.0313,0.52,0.0031
219,2023-01-09,서대문구,92.0,36.0,0.017,0.029,0.82,0.0051
220,2023-01-09,마포구,80.0,41.0,0.0151,0.0327,0.66,0.0045
221,2023-01-09,동작구,95.0,39.0,0.0168,0.0343,0.61,0.0036
222,2023-01-09,동대문구,91.0,39.0,0.0166,0.0317,0.67,0.0036
223,2023-01-09,도봉구,90.0,38.0,0.0236,0.0234,0.68,0.0028
224,2023-01-09,노원구,96.0,41.0,0.0217,0.0281,0.6,0.0036
225,2023-01-09,금천구,77.0,36.0,0.0157,0.0328,0.68,0.0034
226,2023-01-09,구로구,101.0,38.0,0.0147,0.027,0.45,0.0031
227,2023-01-09,광진구,96.0,38.0,0.0074,0.0207,0.94,0.0023
228,2023-01-09,관악구,91.0,33.0,0.0151,0.0319,0.68,0.0031
229,2023-01-09,강서구,112.0,39.0,0.0184,0.0286,0.63,0.0034
230,2023-01-09,강북구,99.0,38.0,0.0216,0.0239,0.67,0.0032
231,2023-01-09,강동구,100.0,45.0,0.0158,0.0233,0.55,0.0029
232,2023-01-09,강남구,91.0,39.0,0.0127,0.0353,0.63,0.0036
233,2023-01-09,평균,94.0,40.0,0.016,0.0304,0.67,0.0034
234,2023-01-10,중랑구,58.0,34.0,0.0127,0.0413,0.65,0.0031
235,2023-01-10,중구,,,,,,
236,2023-01-10,종로구,59.0,36.0,0.0088,0.0459,0.78,0.0037
237,2023-01-10,은평구,56.0,27.0,0.0084,0.0367,1.04,0.0034
238,2023-01-10,용산구,62.0,33.0,0.0043,0.0449,0.76,0.0034
239,2023-01-10,영등포구,60.0,34.0,0.0074,0.0485,0.74,0.0036
240,2023-01-10,양천구,65.0,35.0,0.0059,0.044,0.73,0.0035
241,2023-01-10,송파구,66.0,35.0,0.0088,0.045,0.76,0.0031
242,2023-01-10,성북구,62.0,33.0,0.0102,0.0447,0.74,0.0036
243,2023-01-10,성동구,63.0,28.0,0.0087,0.0439,0.67,0.0038
244,2023-01-10,서초구,62.0,33.0,0.0059,0.0478,0.58,0.0032
245,2023-01-10,서대문구,57.0,30.0,0.008,0.0442,1.16,0.0067
246,2023-01-10,마포구,53.0,37.0,0.0068,0.0483,0.76,0.0043
247,2023-01-10,동작구,66.0,37.0,0.0074,0.0495,0.73,0.0034
248,2023-01-10,동대문구,57.0,32.0,0.01,0.0429,0.71,0.004
249,2023-01-10,도봉구,53.0,29.0,0.0135,0.0363,0.74,0.0029
250,2023-01-10,노원구,61.0,34.0,0.0099,0.0518,0.83,0.0042
251,2023-01-10,금천구,58.0,38.0,0.0063,0.0455,0.71,0.0036
252,2023-01-10,구로구,67.0,30.0,0.0076,0.0406,0.51,0.0036
253,2023-01-10,광진구,62.0,32.0,0.0064,0.0435,0.71,0.0042
254,2023-01-10,관악구,63.0,31.0,0.0074,0.0503,0.8,0.0035
255,2023-01-10,강서구,69.0,31.0,0.0072,0.0446,0.74,0.0041
256,2023-01-10,강북구,62.0,30.0,0.0125,0.0351,0.76,0.0028
257,2023-01-10,강동구,65.0,36.0,0.008,0.0351,0.64,0.003
258,2023-01-10,강남구,60.0,31.0,0.009,0.0444,0.66,0.0038
259,2023-01-10,평균,61.0,33.0,0.0084,0.044,0.75,0.0037
260,2023-01-11,중랑구,67.0,45.0,0.0053,0.0634,0.92,0.0037
261,2023-01-11,중구,,,,,,
262,2023-01-11,종로구,69.0,51.0,0.0049,0.0648,1.1,0.0046
263,2023-01-11,은평구,66.0,41.0,0.0054,0.0512,1.16,0.0038
264,2023-01-11,용산구,76.0,47.0,0.0052,0.0611,1.02,0.0036
265,2023-01-11,영등포구,78.0,54.0,0.0038,0.0684,1.0,0.0048
266,2023-01-11,양천구,85.0,55.0,0.0039,0.0608,0.93,0.0043
267,2023-01-11,송파구,77.0,47.0,0.0049,0.0615,0.98,0.0039
268,2023-01-11,성북구,68.0,41.0,0.0045,0.0614,1.04,0.004
269,2023-01-11,성동구,76.0,40.0,0.0051,0.0618,0.96,0.0045
270,2023-01-11,서초구,82.0,58.0,0.0035,0.0668,0.89,0.0034
271,2023-01-11,서대문구,71.0,46.0,0.0055,0.0605,1.34,0.0063
272,2023-01-11,마포구,63.0,51.0,0.0047,0.0664,1.03,0.0055
273,2023-01-11,동작구,81.0,56.0,0.0066,0.0627,0.91,0.0041
274,2023-01-11,동대문구,66.0,45.0,0.0051,0.063,1.07,0.0047
275,2023-01-11,도봉구,56.0,37.0,0.0065,0.0519,0.98,0.0029
276,2023-01-11,노원구,68.0,44.0,0.0048,0.0696,1.0,0.0045
277,2023-01-11,금천구,71.0,51.0,0.0045,0.0548,0.72,0.0039
278,2023-01-11,구로구,92.0,59.0,0.0034,0.0574,0.78,0.0044
279,2023-01-11,광진구,71.0,46.0,0.0049,0.0509,0.89,0.0041
280,2023-01-11,관악구,87.0,50.0,0.0062,0.0672,1.03,0.0045
281,2023-01-11,강서구,87.0,49.0,0.0044,0.0632,1.0,0.0054
282,2023-01-11,강북구,62.0,37.0,0.0062,0.0506,0.87,0.0036
283,2023-01-11,강동구,76.0,50.0,0.0041,0.0493,0.82,0.0035
284,2023-01-11,강남구,76.0,48.0,0.0051,0.0658,0.96,0.0045
285,2023-01-11,평균,74.0,48.0,0.0049,0.0606,0.98,0.0043
286,2023-01-12,중랑구,58.0,43.0,0.0096,0.0526,0.69,0.0035
287,2023-01-12,중구,,,,,,
288,2023-01-12,종로구,53.0,40.0,0.0063,0.0568,0.97,0.0047
289,2023-01-12,은평구,46.0,29.0,0.0137,0.0389,1.01,0.0035
290,2023-01-12,용산구,60.0,40.0,0.0054,0.0552,0.83,0.0034
291,2023-01-12,영등포구,72.0,53.0,0.004,0.0621,1.01,0.0042
292,2023-01-12,양천구,73.0,51.0,0.0037,0.0566,0.94,0.0044
293,2023-01-12,송파구,73.0,47.0,0.0049,0.059,0.98,0.0037
294,2023-01-12,성북구,62.0,41.0,0.0059,0.0583,1.0,0.0039
295,2023-01-12,성동구,71.0,40.0,0.0045,0.0578,0.86,0.005
296,2023-01-12,서초구,75.0,51.0,0.0041,0.0587,,0.0031
297,2023-01-12,서대문구,53.0,37.0,0.0152,0.0425,0.8,0.0046
298,2023-01-12,마포구,52.0,43.0,0.0075,0.0548,0.82,0.0049
299,2023-01-12,동작구,74.0,55.0,0.0046,0.0664,0.95,0.0044
300,2023-01-12,동대문구,55.0,39.0,0.0065,0.0561,0.93,0.0046
301,2023-01-12,도봉구,49.0,35.0,0.0114,0.0467,0.9,0.0028
302,2023-01-12,노원구,60.0,43.0,0.005,0.0673,1.08,0.0049
303,2023-01-12,금천구,67.0,51.0,0.0024,0.0596,0.82,0.0042
304,2023-01-12,구로구,75.0,51.0,0.0037,0.0518,0.64,0.0036
305,2023-01-12,광진구,63.0,45.0,0.0059,0.0435,0.61,0.0034
306,2023-01-12,관악구,81.0,48.0,0.0043,0.0651,1.0,0.004
307,2023-01-12,강서구,70.0,42.0,0.0054,0.0553,0.93,0.004
308,2023-01-12,강북구,53.0,36.0,0.0102,0.0447,0.83,0.0035
309,2023-01-12,강동구,69.0,48.0,0.0053,0.0434,0.67,0.0033
310,2023-01-12,강남구,67.0,45.0,0.0051,0.0575,0.7,0.0041
311,2023-01-12,평균,64.0,44.0,0.0064,0.0546,0.87,0.004
312,2023-01-13,중랑구,21.0,11.0,0.0079,0.0395,0.67,0.0032
313,2023-01-13,중구,,,,,,
314,2023-01-13,종로구,19.0,12.0,0.0084,0.0372,0.78,0.0039
315,2023-01-13,은평구,15.0,9.0,0.0151,0.0209,1.0,0.0037
316,2023-01-13,용산구,18.0,13.0,0.0068,0.0358,0.66,0.0029
317,2023-01-13,영등포구,23.0,13.0,0.005,0.0384,0.66,0.0032
318,2023-01-13,양천구,26.0,15.0,0.005,0.035,0.67,0.004
319,2023-01-13,송파구,24.0,15.0,0.0047,0.041,0.86,0.0031
320,2023-01-13,성북구,23.0,15.0,0.0058,0.0403,0.8,0.003
321,2023-01-13,성동구,26.0,12.0,0.005,0.0409,0.69,0.0044
322,2023-01-13,서초구,24.0,16.0,0.0046,0.0415,,0.0027
323,2023-01-13,서대문구,16.0,11.0,0.0151,0.0249,0.78,0.0029
324,2023-01-13,마포구,18.0,13.0,0.0098,0.0358,0.7,0.0043
325,2023-01-13,동작구,20.0,13.0,0.0043,0.0436,0.65,0.0037
326,2023-01-13,동대문구,26.0,14.0,0.0055,0.0417,0.79,0.0039
327,2023-01-13,도봉구,18.0,13.0,0.0082,0.0342,1.03,0.003
328,2023-01-13,노원구,23.0,17.0,0.0025,0.0497,0.94,0.0037
329,2023-01-13,금천구,26.0,15.0,0.0043,0.0363,0.55,0.0038
330,2023-01-13,구로구,18.0,14.0,0.0053,0.0317,0.39,0.0026
331,2023-01-13,광진구,17.0,10.0,0.0081,0.0267,0.53,0.0033
332,2023-01-13,관악구,25.0,12.0,0.0046,0.0379,0.64,0.003
333,2023-01-13,강서구,24.0,13.0,0.0078,0.0358,0.69,0.0034
334,2023-01-13,강북구,15.0,8.0,0.0075,0.0318,0.93,0.0031
335,2023-01-13,강동구,20.0,12.0,0.0057,0.03,0.54,0.0029
336,2023-01-13,강남구,21.0,12.0,0.007,0.0398,0.61,0.0036
337,2023-01-13,평균,21.0,13.0,0.0068,0.0363,0.72,0.0034
338,2023-01-14,중랑구,10.0,5.0,0.0157,0.0238,0.51,0.0028
339,2023-01-14,중구,,,,,,
340,2023-01-14,종로구,11.0,8.0,0.0134,0.0238,0.59,0.0036
341,2023-01-14,은평구,11.0,7.0,0.0123,0.0163,1.0,0.0028
342,2023-01-14,용산구,11.0,7.0,0.0139,0.0212,0.54,0.0024
343,2023-01-14,영등포구,16.0,8.0,0.0098,0.023,0.58,0.0028
344,2023-01-14,양천구,14.0,8.0,0.0096,0.0203,0.56,0.0034
345,2023-01-14,송파구,10.0,6.0,0.0105,0.0263,0.59,0.0026
346,2023-01-14,성북구,16.0,18.0,0.0106,0.0278,0.64,0.0027
347,2023-01-14,성동구,11.0,5.0,0.0144,0.0217,0.5,0.0038
348,2023-01-14,서초구,13.0,7.0,0.0101,0.0223,,0.0024
349,2023-01-14,서대문구,14.0,9.0,0.0123,0.0215,0.71,0.0022
350,2023-01-14,마포구,12.0,8.0,0.0106,0.024,0.58,0.0036
351,2023-01-14,동작구,11.0,6.0,0.0099,0.0302,0.53,0.0034
352,2023-01-14,동대문구,14.0,8.0,0.0118,0.0255,0.62,0.0034
353,2023-01-14,도봉구,13.0,10.0,0.0136,0.0212,0.91,0.0027
354,2023-01-14,노원구,16.0,11.0,0.0124,0.0234,0.6,0.0033
