,Date,Gu,PM10,PM2.5,O3,NO2,CO,SO2
836,2023-02-02,용산구,51.0,19.0,0.0223,0.0156,0.45,0.0027
837,2023-02-02,영등포구,40.0,14.0,0.0196,0.0195,0.43,0.0025
838,2023-02-02,양천구,48.0,19.0,0.0155,0.0196,0.44,0.0027
839,2023-02-02,송파구,50.0,18.0,0.0165,0.0273,0.5,0.0025
840,2023-02-02,성북구,41.0,16.0,0.0203,0.0226,0.54,0.0032
841,2023-02-02,성동구,42.0,16.0,0.0175,0.0228,0.32,0.0023
842,2023-02-02,서초구,48.0,13.0,0.0189,0.0214,0.4,0.0026
843,2023-02-02,서대문구,45.0,13.0,0.0226,0.0159,0.38,0.0026
844,2023-02-02,마포구,36.0,16.0,0.0188,0.0191,0.43,0.0027
845,2023-02-02,동작구,45.0,19.0,0.021,0.0198,0.38,0.0025
846,2023-02-02,동대문구,39.0,17.0,0.0216,0.0198,0.43,0.0031
847,2023-02-02,도봉구,36.0,14.0,0.0286,0.0131,0.51,0.0025
848,2023-02-02,노원구,44.0,20.0,0.0268,0.0129,0.39,0.0028
849,2023-02-02,금천구,37.0,18.0,0.0179,0.0256,0.48,0.003
850,2023-02-02,구로구,46.0,12.0,0.0188,0.0161,0.32,0.003
851,2023-02-02,광진구,39.0,16.0,0.0201,0.0201,0.37,0.0031
852,2023-02-02,관악구,42.0,15.0,0.0185,0.0209,0.46,0.0026
853,2023-02-02,강서구,50.0,15.0,0.021,0.0186,0.43,0.0031
854,2023-02-02,강북구,42.0,18.0,0.0281,0.0113,0.4,0.0022
855,2023-02-02,강동구,43.0,18.0,0.0172,0.019,0.36,0.0024
856,2023-02-02,강남구,40.0,16.0,0.0208,0.0226,0.39,0.003
857,2023-02-02,평균,43.0,16.0,0.0207,0.0194,0.43,0.0027
858,2023-02-03,중랑구,37.0,19.0,0.0193,0.0255,0.45,0.0029
859,2023-02-03,중구,,,,,,
860,2023-02-03,종로구,37.0,20.0,0.0208,0.0226,0.51,0.0031
861,2023-02-03,은평구,35.0,13.0,0.0186,0.022,0.73,0.0022
862,2023-02-03,용산구,45.0,22.0,0.0176,0.0216,0.49,0.0031
863,2023-02-03,영등포구,38.0,18.0,0.0138,0.0294,0.51,0.0031
864,2023-02-03,양천구,44.0,24.0,0.0131,0.0254,0.5,0.003
865,2023-02-03,송파구,44.0,20.0,0.0147,0.0313,0.56,0.003
866,2023-02-03,성북구,39.0,18.0,0.0194,0.0254,0.6,0.0036
867,2023-02-03,성동구,41.0,17.0,0.0174,0.0244,0.37,0.0027
868,2023-02-03,서초구,43.0,18.0,0.0131,0.0312,0.48,0.0029
869,2023-02-03,서대문구,,15.0,0.0191,0.0204,,
870,2023-02-03,마포구,34.0,19.0,0.0151,0.0257,0.5,0.0034
871,2023-02-03,동작구,40.0,22.0,0.0165,0.028,0.46,0.0029
872,2023-02-03,동대문구,37.0,19.0,0.0214,0.0226,0.49,0.0036
873,2023-02-03,도봉구,34.0,16.0,0.027,0.0163,0.56,0.0026
874,2023-02-03,노원구,42.0,23.0,0.0213,0.0217,0.49,0.0032
875,2023-02-03,금천구,35.0,21.0,0.015,0.0281,0.52,0.0033
876,2023-02-03,구로구,43.0,17.0,0.0137,0.025,0.38,0.0035
877,2023-02-03,광진구,36.0,18.0,0.0178,0.0237,0.42,0.0031
878,2023-02-03,관악구,41.0,20.0,0.0132,0.0318,0.57,0.0032
879,2023-02-03,강서구,47.0,19.0,0.0181,0.0254,0.49,0.0039
880,2023-02-03,강북구,39.0,20.0,0.0239,0.0169,0.51,0.0024
881,2023-02-03,강동구,40.0,21.0,0.0142,0.0237,0.42,0.0028
882,2023-02-03,강남구,38.0,18.0,0.0177,0.0292,0.46,0.0034
883,2023-02-03,평균,40.0,19.0,0.0176,0.0249,0.5,0.0031
884,2023-02-04,중랑구,39.0,27.0,0.0168,0.0356,0.56,0.0032
885,2023-02-04,중구,,,,,,
886,2023-02-04,종로구,37.0,26.0,0.021,0.0295,0.6,0.0033
887,2023-02-04,은평구,37.0,21.0,0.0186,0.0315,0.83,0.0025
888,2023-02-04,용산구,42.0,26.0,0.0224,0.0233,0.51,0.0033
889,2023-02-04,영등포구,41.0,27.0,0.0176,0.0343,0.58,0.0035
890,2023-02-04,양천구,43.0,33.0,0.0138,0.0331,0.59,0.0032
891,2023-02-04,송파구,39.0,24.0,0.0164,0.0362,0.61,0.0032
892,2023-02-04,성북구,40.0,26.0,0.0174,0.0352,0.73,0.0039
893,2023-02-04,성동구,41.0,21.0,0.02,0.0281,0.42,0.0028
894,2023-02-04,서초구,42.0,25.0,0.0185,0.0316,0.52,0.0031
895,2023-02-04,서대문구,,25.0,0.0219,0.0275,,
896,2023-02-04,마포구,34.0,25.0,0.0161,0.0328,0.58,0.0036
897,2023-02-04,동작구,40.0,28.0,0.0226,0.0288,0.49,0.0032
898,2023-02-04,동대문구,38.0,24.0,0.0205,0.0308,0.58,0.0038
899,2023-02-04,도봉구,34.0,22.0,0.0282,0.022,0.68,0.0029
900,2023-02-04,노원구,43.0,30.0,0.0142,0.0405,0.71,0.0039
901,2023-02-04,금천구,37.0,28.0,0.0199,0.0285,0.55,0.0034
902,2023-02-04,구로구,46.0,28.0,0.0156,0.0311,0.45,0.0038
903,2023-02-04,광진구,38.0,24.0,0.0186,0.0286,0.53,0.0033
904,2023-02-04,관악구,43.0,26.0,0.0178,0.034,0.63,0.0035
905,2023-02-04,강서구,47.0,27.0,0.0174,0.0361,0.63,0.0039
906,2023-02-04,강북구,39.0,26.0,0.0254,0.0218,0.59,0.0027
907,2023-02-04,강동구,,29.0,0.0139,0.0298,0.54,0.003
908,2023-02-04,강남구,38.0,23.0,0.0234,0.0297,0.51,0.0036
909,2023-02-04,평균,40.0,26.0,0.0191,0.0309,0.58,0.0033
910,2023-02-05,중랑구,66.0,51.0,0.0196,0.0409,0.68,0.0032
911,2023-02-05,중구,,,,,,
912,2023-02-05,종로구,65.0,52.0,0.0215,0.038,0.79,0.0035
913,2023-02-05,은평구,64.0,46.0,0.0263,0.0326,1.04,0.0026
914,2023-02-05,용산구,64.0,47.0,0.021,0.0318,0.66,0.0034
915,2023-02-05,영등포구,63.0,48.0,0.0221,0.0399,0.74,0.0039
916,2023-02-05,양천구,74.0,60.0,0.0188,0.0371,0.73,0.0034
917,2023-02-05,송파구,62.0,44.0,0.0183,0.0413,0.77,0.0033
918,2023-02-05,성북구,70.0,50.0,0.0177,0.0442,0.98,0.004
919,2023-02-05,성동구,66.0,40.0,0.0188,0.0355,0.57,0.0027
920,2023-02-05,서초구,65.0,53.0,0.0194,0.037,0.73,0.003
921,2023-02-05,서대문구,,53.0,0.0222,0.0347,,
922,2023-02-05,마포구,57.0,50.0,0.0181,0.0423,0.81,0.004
923,2023-02-05,동작구,66.0,54.0,0.0233,0.038,0.69,0.0031
924,2023-02-05,동대문구,66.0,51.0,0.0217,0.039,0.79,0.0041
925,2023-02-05,도봉구,64.0,50.0,0.0242,0.0343,1.01,0.003
926,2023-02-05,노원구,74.0,60.0,0.0173,0.0475,0.89,0.0037
927,2023-02-05,금천구,62.0,51.0,0.0245,0.0317,0.69,0.0033
928,2023-02-05,구로구,73.0,51.0,0.0186,0.0362,0.6,0.004
929,2023-02-05,광진구,59.0,45.0,0.0187,0.0325,0.79,0.0033
930,2023-02-05,관악구,73.0,49.0,0.019,0.0425,0.85,0.0035
931,2023-02-05,강서구,73.0,49.0,0.0214,0.0454,0.82,0.0041
932,2023-02-05,강북구,71.0,55.0,0.0251,0.0288,0.76,0.0026
933,2023-02-05,강동구,,50.0,0.017,0.0307,0.64,0.0029
934,2023-02-05,강남구,64.0,45.0,0.0226,0.0367,0.68,0.0037
935,2023-02-05,평균,66.0,50.0,0.0207,0.0374,0.77,0.0034
936,2023-02-06,중랑구,77.0,61.0,0.0185,0.0427,0.69,0.003
937,2023-02-06,중구,,,,,,
938,2023-02-06,종로구,78.0,62.0,0.0158,0.0485,0.91,0.0035
939,2023-02-06,은평구,70.0,52.0,0.0223,0.0385,0.84,0.0022
940,2023-02-06,용산구,75.0,54.0,0.0175,0.0383,0.69,0.0034
941,2023-02-06,영등포구,76.0,58.0,0.0162,0.0526,0.82,0.004
942,2023-02-06,양천구,86.0,69.0,0.0121,0.0486,0.81,0.0036
943,2023-02-06,송파구,76.0,54.0,0.0136,0.0499,0.91,0.0033
944,2023-02-06,성북구,82.0,59.0,0.0162,0.049,1.06,0.0038
945,2023-02-06,성동구,86.0,52.0,0.0149,0.0411,0.62,0.003
946,2023-02-06,서초구,83.0,63.0,0.0137,0.0509,0.81,0.003
947,2023-02-06,서대문구,,59.0,0.0097,0.0433,,
948,2023-02-06,마포구,66.0,59.0,0.0138,0.0504,0.9,0.0039
949,2023-02-06,동작구,79.0,65.0,0.0161,0.0509,0.79,0.003
950,2023-02-06,동대문구,79.0,62.0,0.0153,0.0477,0.83,0.0037
951,2023-02-06,도봉구,76.0,58.0,0.0235,0.0387,1.11,0.003
952,2023-02-06,노원구,86.0,68.0,0.0153,0.0528,0.9,0.0036
953,2023-02-06,금천구,72.0,59.0,0.0178,0.0422,0.75,0.0031
954,2023-02-06,구로구,85.0,60.0,0.0142,0.0449,0.66,0.0036
955,2023-02-06,광진구,75.0,59.0,0.0162,0.0378,0.93,0.0034
956,2023-02-06,관악구,82.0,55.0,0.0136,0.0532,0.93,0.0032
957,2023-02-06,강서구,81.0,54.0,0.0167,0.0552,0.9,0.004
958,2023-02-06,강북구,82.0,62.0,0.0249,0.0306,0.78,0.0025
959,2023-02-06,강동구,87.0,63.0,0.0134,0.0359,0.65,0.0027
960,2023-02-06,강남구,80.0,56.0,0.0163,0.0482,0.74,0.0036
961,2023-02-06,평균,79.0,59.0,0.0162,0.0455,0.83,0.0033
962,2023-02-07,중랑구,71.0,54.0,0.0178,0.0432,0.67,0.0029
963,2023-02-07,중구,,,,,,
964,2023-02-07,종로구,76.0,60.0,0.0199,0.0415,0.81,0.0033
965,2023-02-07,은평구,67.0,50.0,0.0214,0.0384,0.6,0.002
966,2023-02-07,용산구,79.0,56.0,0.012,0.0408,0.73,0.0033
967,2023-02-07,영등포구,76.0,60.0,0.0142,0.0492,0.78,0.0035
968,2023-02-07,양천구,89.0,72.0,0.0134,0.0421,0.8,0.0035
969,2023-02-07,송파구,81.0,60.0,0.0099,0.0544,0.92,0.0029
970,2023-02-07,성북구,77.0,56.0,0.0148,0.0482,1.01,0.0035
971,2023-02-07,성동구,88.0,54.0,0.0099,0.0452,0.63,0.0027
972,2023-02-07,서초구,86.0,68.0,0.0103,0.054,0.83,0.0028
973,2023-02-07,서대문구,71.0,53.0,0.0319,0.0288,,
974,2023-02-07,마포구,67.0,59.0,0.0131,0.0425,0.79,0.0033
975,2023-02-07,동작구,84.0,71.0,0.0121,0.0563,0.9,0.0029
976,2023-02-07,동대문구,78.0,61.0,0.0171,0.0439,0.8,0.0037
977,2023-02-07,도봉구,73.0,55.0,0.028,0.0303,1.01,0.003
978,2023-02-07,노원구,80.0,64.0,0.0118,0.0522,0.91,0.0035
979,2023-02-07,금천구,84.0,69.0,0.0108,0.0502,0.85,0.0032
980,2023-02-07,구로구,88.0,65.0,0.0116,0.0444,0.67,0.0033
981,2023-02-07,광진구,76.0,61.0,0.0096,0.0447,1.04,0.0035
982,2023-02-07,관악구,89.0,60.0,0.0109,0.0573,1.01,0.0031
983,2023-02-07,강서구,86.0,60.0,0.0168,0.0458,0.79,0.004
984,2023-02-07,강북구,73.0,55.0,0.0263,0.0281,0.75,0.0024
985,2023-02-07,강동구,86.0,62.0,0.0102,0.0401,0.72,0.0027
986,2023-02-07,강남구,82.0,58.0,0.0138,0.051,0.76,0.0034
987,2023-02-07,평균,79.0,60.0,0.0153,0.0447,0.82,0.0031
988,2023-02-08,중랑구,68.0,51.0,0.02,0.0367,0.75,0.0029
989,2023-02-08,중구,,,,,,
990,2023-02-08,종로구,66.0,52.0,0.0246,0.0259,0.71,0.0032
991,2023-02-08,은평구,57.0,40.0,0.025,0.0249,0.51,0.0021
992,2023-02-08,용산구,72.0,51.0,0.0224,0.0252,0.64,0.0031
993,2023-02-08,영등포구,64.0,46.0,0.0208,0.0332,0.68,0.0035
994,2023-02-08,양천구,70.0,55.0,0.0198,0.0288,0.65,0.0033
995,2023-02-08,송파구,68.0,48.0,0.0164,0.0385,0.8,0.0031
996,2023-02-08,성북구,66.0,47.0,0.017,0.0398,0.91,0.0035
997,2023-02-08,성동구,73.0,43.0,0.0211,0.0288,0.52,0.0028
998,2023-02-08,서초구,69.0,50.0,0.0181,0.0355,0.67,0.0029
999,2023-02-08,서대문구,57.0,40.0,0.0268,0.0254,,
1000,2023-02-08,마포구,59.0,48.0,0.0197,0.0312,0.69,0.0037
1001,2023-02-08,동작구,66.0,54.0,0.023,0.0316,0.62,0.003
1002,2023-02-08,동대문구,65.0,48.0,0.0238,0.0277,0.7,0.0036
1003,2023-02-08,도봉구,62.0,45.0,0.0284,0.0237,0.8,0.003
1004,2023-02-08,노원구,70.0,54.0,0.0236,0.0336,0.72,0.0034
1005,2023-02-08,금천구,63.0,51.0,0.0208,0.0315,0.69,0.0035
1006,2023-02-08,구로구,70.0,46.0,0.0199,0.027,0.52,0.0036
1007,2023-02-08,광진구,64.0,49.0,0.0173,0.0335,1.34,0.0035
1008,2023-02-08,관악구,75.0,47.0,0.0156,0.0356,0.78,0.0031
1009,2023-02-08,강서구,75.0,48.0,0.0231,0.0295,0.68,0.0043
1010,2023-02-08,강북구,64.0,48.0,0.0297,0.019,0.68,0.0025
1011,2023-02-08,강동구,72.0,51.0,0.0156,0.031,0.71,0.003
1012,2023-02-08,강남구,70.0,47.0,0.0231,0.0341,0.67,0.0035
1013,2023-02-08,평균,67.0,48.0,0.0215,0.0305,0.71,0.0032
1014,2023-02-09,중랑구,33.0,22.0,0.0291,0.0205,0.43,0.0029
1015,2023-02-09,중구,,,,,,
1016,2023-02-09,종로구,33.0,23.0,0.0225,0.0281,0.55,0.0032
1017,2023-02-09,은평구,29.0,16.0,0.0266,0.0246,0.33,0.002
1018,2023-02-09,용산구,40.0,26.0,0.0204,0.0273,0.45,0.0031
1019,2023-02-09,영등포구,39.0,26.0,0.02,0.0327,0.55,0.0032
1020,2023-02-09,양천구,39.0,28.0,0.0189,0.0285,0.53,0.0033
1021,2023-02-09,송파구,39.0,25.0,0.0218,0.0311,0.55,0.0028
1022,2023-02-09,성북구,37.0,23.0,0.0207,0.0319,0.45,0.0032
1023,2023-02-09,성동구,37.0,20.0,0.027,0.0221,0.35,0.0031
1024,2023-02-09,서초구,40.0,22.0,0.0178,0.0336,0.52,0.0028
1025,2023-02-09,서대문구,30.0,18.0,0.0176,0.0328,,
1026,2023-02-09,마포구,34.0,24.0,0.0213,0.0299,0.55,0.0035
1027,2023-02-09,동작구,40.0,28.0,0.0206,0.0334,0.52,0.0028
1028,2023-02-09,동대문구,36.0,22.0,0.022,0.0288,0.54,0.0038
1029,2023-02-09,도봉구,30.0,20.0,0.0265,0.0235,0.39,0.0028
1030,2023-02-09,노원구,35.0,25.0,0.0247,0.0256,0.54,0.0035
1031,2023-02-09,금천구,35.0,26.0,0.0247,0.0272,0.53,0.0031
1032,2023-02-09,구로구,39.0,22.0,0.0199,0.0268,0.4,0.0032
1033,2023-02-09,광진구,32.0,21.0,0.0221,0.0233,,0.003
1034,2023-02-09,관악구,41.0,24.0,0.0178,0.0325,0.59,0.0031
1035,2023-02-09,강서구,42.0,25.0,0.023,0.0301,0.62,0.0039
1036,2023-02-09,강북구,34.0,23.0,0.0235,0.0259,0.57,0.0024
1037,2023-02-09,강동구,37.0,25.0,0.0192,0.0232,0.45,0.0026
1038,2023-02-09,강남구,36.0,22.0,0.0206,0.0321,0.47,0.0035
1039,2023-02-09,평균,36.0,23.0,0.022,0.0281,0.49,0.0031
1040,2023-02-10,중랑구,22.0,17.0,0.027,0.0222,0.38,0.0024
1041,2023-02-10,중구,,,,,,
1042,2023-02-10,종로구,21.0,17.0,0.0279,0.0187,0.44,0.0024
1043,2023-02-10,은평구,19.0,13.0,0.0246,0.0217,0.38,0.0016
1044,2023-02-10,용산구,24.0,19.0,0.0238,0.021,0.44,0.0026
1045,2023-02-10,영등포구,22.0,15.0,0.0237,0.0244,0.43,0.0026
1046,2023-02-10,양천구,24.0,18.0,0.0208,0.0232,0.43,0.0033
1047,2023-02-10,송파구,24.0,18.0,0.0214,0.0267,0.48,0.0022
1048,2023-02-10,성북구,23.0,16.0,0.0259,0.0225,0.37,0.0025
1049,2023-02-10,성동구,24.0,16.0,0.0262,0.0199,0.3,0.0025
1050,2023-02-10,서초구,21.0,15.0,0.024,0.0213,0.41,0.0024
1051,2023-02-10,서대문구,20.0,14.0,0.0277,0.0174,,
1052,2023-02-10,마포구,20.0,15.0,0.0235,0.024,0.42,0.0028
1053,2023-02-10,동작구,23.0,18.0,0.025,0.0241,0.39,0.0021
1054,2023-02-10,동대문구,23.0,17.0,0.0289,0.0185,0.4,0.003
1055,2023-02-10,도봉구,20.0,16.0,0.032,0.0142,0.39,0.0024
1056,2023-02-10,노원구,24.0,19.0,0.0272,0.0166,0.42,0.0025
1057,2023-02-10,금천구,22.0,19.0,0.0231,0.0337,0.45,0.0026
1058,2023-02-10,구로구,22.0,14.0,0.0219,0.0195,0.37,0.0026
1059,2023-02-10,광진구,21.0,16.0,0.0269,0.0158,0.36,0.003
1060,2023-02-10,관악구,24.0,16.0,0.0214,0.0239,0.46,0.0023
1061,2023-02-10,강서구,24.0,18.0,0.0266,0.0224,0.45,0.003
1062,2023-02-10,강북구,24.0,18.0,0.0291,0.0149,0.43,0.0019
1063,2023-02-10,강동구,23.0,17.0,0.0236,0.017,0.35,0.0021
1064,2023-02-10,강남구,23.0,16.0,0.0246,0.0253,0.39,0.003
1065,2023-02-10,평균,22.0,17.0,0.0253,0.0212,0.41,0.0025
1066,2023-02-11,중랑구,42.0,33.0,0.0146,0.0369,0.6,0.0025
1067,2023-02-11,중구,,,,,,
1068,2023-02-11,종로구,42.0,34.0,0.0161,0.0359,0.67,0.0028
1069,2023-02-11,은평구,40.0,31.0,0.017,0.0331,0.56,0.0017
1070,2023-02-11,용산구,41.0,34.0,0.0127,0.0399,0.73,0.0028
1071,2023-02-11,영등포구,44.0,34.0,0.0109,0.0435,0.68,0.0029
1072,2023-02-11,양천구,50.0,41.0,0.009,0.04,0.68,0.0034
1073,2023-02-11,송파구,43.0,33.0,0.0076,0.0453,0.73,0.0026
1074,2023-02-11,성북구,49.0,34.0,0.0112,0.044,0.69,0.0027
1075,2023-02-11,성동구,44.0,29.0,0.0114,0.0349,0.48,0.0023
1076,2023-02-11,서초구,44.0,35.0,0.0108,0.0417,0.65,0.0026
1077,2023-02-11,서대문구,45.0,36.0,0.0186,0.0382,,
1078,2023-02-11,마포구,39.0,33.0,0.0116,0.0413,0.68,0.0033
1079,2023-02-11,동작구,49.0,43.0,0.0108,0.0442,0.66,0.0025
1080,2023-02-11,동대문구,43.0,34.0,0.0148,0.0375,0.65,0.0034
1081,2023-02-11,도봉구,42.0,35.0,0.0158,0.0331,0.65,0.0026
1082,2023-02-11,노원구,46.0,38.0,0.0138,0.0402,0.73,0.0028
1083,2023-02-11,금천구,49.0,43.0,0.0115,0.0435,0.66,0.003
1084,2023-02-11,구로구,51.0,39.0,0.0106,0.0384,0.64,0.003
1085,2023-02-11,광진구,41.0,34.0,0.01,0.0341,0.58,0.0033
1086,2023-02-11,관악구,53.0,36.0,0.0097,0.0456,0.76,0.0029
1087,2023-02-11,강서구,51.0,37.0,0.0122,0.042,0.72,0.0044
1088,2023-02-11,강북구,47.0,37.0,0.0172,0.03,0.73,0.002
1089,2023-02-11,강동구,47.0,35.0,0.0085,0.0318,0.56,0.0023
1090,2023-02-11,강남구,43.0,30.0,0.0135,0.0403,0.59,0.0031
1091,2023-02-11,평균,45.0,35.0,0.0125,0.039,0.66,0.0028
1092,2023-02-12,중랑구,65.0,54.0,0.0237,0.0291,0.66,0.0025
1093,2023-02-12,중구,,,,,,
1094,2023-02-12,종로구,68.0,58.0,0.0214,0.0315,0.77,0.0029
1095,2023-02-12,은평구,68.0,57.0,0.019,0.0334,0.74,0.0017
1096,2023-02-12,용산구,63.0,54.0,0.0191,0.0347,0.81,0.0029
1097,2023-02-12,영등포구,69.0,57.0,0.0159,0.0379,0.83,0.0028
1098,2023-02-12,양천구,75.0,66.0,0.0151,0.0336,0.8,0.0033
1099,2023-02-12,송파구,64.0,51.0,0.017,0.0349,0.79,0.0025
1100,2023-02-12,성북구,70.0,55.0,0.0207,0.0326,0.77,0.0027
1101,2023-02-12,성동구,72.0,49.0,0.0175,0.0297,0.57,0.0023
1102,2023-02-12,서초구,66.0,59.0,0.0156,0.0357,0.74,0.0025
1103,2023-02-12,서대문구,68.0,58.0,0.0224,0.0321,,
1104,2023-02-12,마포구,62.0,56.0,0.0158,0.037,0.81,0.003
1105,2023-02-12,동작구,73.0,65.0,0.0155,0.041,0.78,0.0026
1106,2023-02-12,동대문구,68.0,57.0,0.0204,0.0323,0.75,0.0033
1107,2023-02-12,도봉구,67.0,56.0,0.0259,0.0241,0.75,0.0026
1108,2023-02-12,노원구,75.0,64.0,0.0194,0.0324,0.8,0.0028
1109,2023-02-12,금천구,71.0,63.0,0.0158,0.0424,0.83,0.0029
1110,2023-02-12,구로구,75.0,59.0,0.0155,0.0331,0.74,0.0029
1111,2023-02-12,광진구,63.0,55.0,0.0178,0.0275,0.66,0.0032
1112,2023-02-12,관악구,74.0,52.0,0.0132,0.0425,0.89,0.0027
1113,2023-02-12,강서구,74.0,56.0,0.0184,0.0354,0.83,0.0038
1114,2023-02-12,강북구,76.0,62.0,0.0251,0.0232,0.78,0.0021
1115,2023-02-12,강동구,74.0,56.0,0.0167,0.0241,0.62,0.0023
1116,2023-02-12,강남구,70.0,51.0,0.017,0.0379,0.73,0.0032
1117,2023-02-12,평균,70.0,57.0,0.0185,0.0333,0.76,0.0028
1118,2023-02-13,중랑구,29.0,20.0,0.0287,0.0238,0.5,0.0024
1119,2023-02-13,중구,,,,,,
1120,2023-02-13,종로구,31.0,23.0,0.0273,0.0241,0.6,0.0027
1121,2023-02-13,은평구,31.0,19.0,0.024,0.0265,0.62,0.0017
1122,2023-02-13,용산구,35.0,26.0,0.0274,0.0249,0.59,0.0026
1123,2023-02-13,영등포구,39.0,27.0,0.0215,0.0301,,0.0027
1124,2023-02-13,양천구,40.0,30.0,0.0187,0.0279,0.63,0.0033
1125,2023-02-13,송파구,28.0,19.0,0.031,0.0216,0.53,0.0022
1126,2023-02-13,성북구,33.0,22.0,0.0266,0.0246,0.56,0.0025
1127,2023-02-13,성동구,35.0,21.0,0.0291,0.0204,0.39,0.0026
1128,2023-02-13,서초구,38.0,24.0,0.0207,0.0289,0.58,0.0025
1129,2023-02-13,서대문구,28.0,19.0,0.0309,0.0191,,
1130,2023-02-13,마포구,35.0,25.0,0.0231,0.0286,0.61,0.0032
1131,2023-02-13,동작구,34.0,25.0,0.0265,0.0263,0.53,0.0023
1132,2023-02-13,동대문구,34.0,23.0,0.0245,0.027,0.59,0.0031
1133,2023-02-13,도봉구,30.0,21.0,0.0285,0.0205,0.61,0.0025
1134,2023-02-13,노원구,36.0,27.0,0.0266,0.0225,0.57,0.0027
1135,2023-02-13,금천구,33.0,26.0,0.0236,0.0353,0.65,0.0028
1136,2023-02-13,구로구,43.0,27.0,0.0209,0.0241,0.59,0.0027
1137,2023-02-13,광진구,25.0,18.0,0.0316,0.0138,0.44,0.0032
1138,2023-02-13,관악구,40.0,25.0,0.0203,0.0289,0.64,0.0026
1139,2023-02-13,강서구,45.0,30.0,0.0236,0.028,0.63,0.0036
1140,2023-02-13,강북구,31.0,22.0,0.0281,0.0176,0.6,0.002
1141,2023-02-13,강동구,27.0,18.0,0.0304,0.0141,0.42,0.0021
1142,2023-02-13,강남구,30.0,19.0,0.0296,0.0255,0.5,0.003
1143,2023-02-13,평균,34.0,23.0,0.026,0.0243,0.56,0.0027
1144,2023-02-14,중랑구,33.0,24.0,0.028,0.0182,0.47,0.0028
1145,2023-02-14,중구,,,,,,
1146,2023-02-14,종로구,36.0,25.0,0.029,0.017,0.51,0.0031
1147,2023-02-14,은평구,34.0,20.0,0.0265,0.0169,0.47,0.0022
1148,2023-02-14,용산구,41.0,29.0,0.0277,0.0202,0.59,0.0033
1149,2023-02-14,영등포구,38.0,23.0,0.0238,0.0226,,0.0034
1150,2023-02-14,양천구,43.0,27.0,0.0219,0.0201,0.48,0.0033
1151,2023-02-14,송파구,38.0,25.0,0.0243,0.0236,0.55,0.0028
1152,2023-02-14,성북구,36.0,22.0,0.0271,0.0205,0.51,0.003
1153,2023-02-14,성동구,38.0,21.0,0.0276,0.0181,0.46,0.0028
1154,2023-02-14,서초구,39.0,21.0,0.0244,0.0242,0.48,0.003
1155,2023-02-14,서대문구,33.0,20.0,0.0273,0.0177,,
1156,2023-02-14,마포구,35.0,23.0,0.0242,0.0212,0.5,0.0035
1157,2023-02-14,동작구,40.0,28.0,0.0281,0.0197,0.44,0.003
1158,2023-02-14,동대문구,35.0,23.0,0.0278,0.0188,0.51,0.0036
1159,2023-02-14,도봉구,33.0,22.0,0.0291,0.0161,0.46,0.0029
1160,2023-02-14,노원구,40.0,28.0,0.0299,0.0126,0.49,0.0031
1161,2023-02-14,금천구,37.0,27.0,0.0236,0.0263,0.54,0.0034
1162,2023-02-14,구로구,44.0,22.0,0.0227,0.0185,0.49,0.0038
1163,2023-02-14,광진구,35.0,24.0,0.0256,0.0169,0.44,0.0033
1164,2023-02-14,관악구,41.0,22.0,0.0226,0.0221,0.52,0.0033
1165,2023-02-14,강서구,44.0,25.0,0.0294,0.0174,0.47,0.0036
1166,2023-02-14,강북구,36.0,25.0,0.0287,0.0144,0.54,0.0023
1167,2023-02-14,강동구,36.0,23.0,0.024,0.0152,0.42,0.0025
1168,2023-02-14,강남구,37.0,22.0,0.0272,0.0213,0.46,0.0035
1169,2023-02-14,평균,38.0,24.0,0.0263,0.0192,0.49,0.0031
1170,2023-02-15,중랑구,17.0,10.0,0.0274,0.0187,0.31,0.0022
1171,2023-02-15,중구,,,,,,
1172,2023-02-15,종로구,16.0,10.0,0.0266,0.0202,0.39,0.0025
1173,2023-02-15,은평구,14.0,7.0,0.0259,0.0216,0.27,0.0019
1174,2023-02-15,용산구,18.0,13.0,0.0283,0.022,0.39,0.0025
1175,2023-02-15,영등포구,17.0,8.0,0.0244,0.0216,,0.0025
1176,2023-02-15,양천구,19.0,11.0,0.02,0.0213,0.39,0.0032
1177,2023-02-15,송파구,19.0,10.0,0.0261,0.0222,0.38,0.0021
1178,2023-02-15,성북구,17.0,10.0,0.0243,0.0239,0.38,0.0026
1179,2023-02-15,성동구,17.0,9.0,0.0301,0.019,0.29,0.0024
1180,2023-02-15,서초구,17.0,6.0,0.0243,0.0214,0.35,0.0025
1181,2023-02-15,서대문구,11.0,4.0,0.0324,0.0116,,
1182,2023-02-15,마포구,16.0,10.0,0.0261,0.0201,0.37,0.0025
1183,2023-02-15,동작구,17.0,11.0,0.0256,0.0222,0.33,0.0022
1184,2023-02-15,동대문구,17.0,9.0,0.0267,0.0205,0.37,0.003
1185,2023-02-15,도봉구,15.0,10.0,0.025,0.0201,0.32,0.0023
1186,2023-02-15,노원구,20.0,14.0,0.0241,0.0249,0.41,0.0029
1187,2023-02-15,금천구,16.0,11.0,0.0249,0.0226,0.39,0.0026
1188,2023-02-15,구로구,18.0,6.0,0.0229,0.0181,0.38,0.0026
1189,2023-02-15,광진구,16.0,10.0,0.0249,0.0152,0.28,0.003
1190,2023-02-15,관악구,18.0,9.0,0.0223,0.0219,0.39,0.0024
