LOCATION,TIME,PM25
KAZ,1995,20.78
KAZ,2000,18.758
KAZ,2005,18.001
KAZ,2010,20.178
KAZ,2011,23.731
KAZ,2012,25.304
KAZ,2013,24.068
KAZ,2014,22.497
KAZ,2015,21.474
KAZ,2016,21.791
KAZ,2017,20.963
KAZ,2018,21.053
KAZ,2019,21.045
KEN,1990,21.67
KEN,1995,22.007
KEN,2000,25.418
KEN,2005,23.237
KEN,2010,26.716
KEN,2011,28.666
KEN,2012,28.963
KEN,2013,28.022
KEN,2014,27.207
KEN,2015,28.041
KEN,2016,26.864
KEN,2017,25.03
KEN,2018,23.247
KEN,2019,21.535
KWT,1990,59.78
KWT,1995,53.97
KWT,2000,63.996
KWT,2005,67.381
KWT,2010,68.202
KWT,2011,69.986
KWT,2012,71.344
KWT,2013,68.892
KWT,2014,58.943
KWT,2015,68.099
KWT,2016,63.141
KWT,2017,65.179
KWT,2018,63.282
KWT,2019,62.673
KGZ,1990,23.806
KGZ,1995,23.873
KGZ,2000,25.231
KGZ,2005,23.195
KGZ,2010,23.75
KGZ,2011,28.366
KGZ,2012,28.211
KGZ,2013,29.237
KGZ,2014,26.731
KGZ,2015,25.89
KGZ,2016,25.302
KGZ,2017,24.571
KGZ,2018,24.752
KGZ,2019,24.605
LAO,1990,27.026
LAO,1995,26.584
LAO,2000,25.64
LAO,2005,26.147
LAO,2010,26.655
LAO,2011,21.959
LAO,2012,23.241
LAO,2013,24.939
LAO,2014,21.779
LAO,2015,21.0
LAO,2016,23.652
LAO,2017,19.457
LAO,2018,20.725
LAO,2019,20.769
LVA,1990,22.524
LVA,1995,21.087
LVA,2000,18.317
LVA,2005,18.131
LVA,2010,19.124
LVA,2011,16.709
LVA,2012,16.115
LVA,2013,16.442
LVA,2014,17.132
LVA,2015,14.585
LVA,2016,13.655
LVA,2017,12.448
LVA,2018,12.916
LVA,2019,12.708
LBN,1990,25.98
LBN,1995,28.695
LBN,2000,28.204
LBN,2005,28.961
LBN,2010,32.583
LBN,2011,30.438
LBN,2012,29.46
LBN,2013,31.303
LBN,2014,31.259
LBN,2015,31.932
LBN,2016,29.508
LBN,2017,29.283
LBN,2018,29.441
LBN,2019,29.048
LSO,1990,31.633
LSO,1995,31.845
LSO,2000,30.46
LSO,2005,27.496
LSO,2010,32.886
LSO,2011,32.925
LSO,2012,32.755
LSO,2013,32.093
LSO,2014,32.971
LSO,2015,32.291
LSO,2016,31.603
LSO,2017,30.051
LSO,2018,28.996
LSO,2019,27.797
LBR,1990,48.922
LBR,1995,41.603
LBR,2000,50.069
LBR,2005,51.238
LBR,2010,44.367
LBR,2011,51.47
LBR,2012,49.223
LBR,2013,44.27
LBR,2014,45.059
LBR,2015,56.143
LBR,2016,54.768
LBR,2017,48.321
LBR,2018,50.442
LBR,2019,50.632
LBY,1990,34.909
LBY,1995,36.879
LBY,2000,36.346
LBY,2005,40.688
LBY,2010,45.605
LBY,2011,37.561
LBY,2012,35.345
LBY,2013,40.034
LBY,2014,37.276
LBY,2015,37.559
LBY,2016,38.4
LBY,2017,35.132
LBY,2018,36.381
LBY,2019,35.986
LIE,1990,16.38
LIE,1995,15.078
LIE,2000,11.952
LIE,2005,10.92
LIE,2010,10.526
LIE,2011,11.221
LIE,2012,11.182
LIE,2013,10.985
LIE,2014,10.272
LIE,2015,11.114
LIE,2016,11.461
LIE,2017,10.116
LIE,2018,10.449
LIE,2019,10.149
LTU,1990,17.373
LTU,1995,16.303
LTU,2000,14.501
LTU,2005,14.199
LTU,2010,14.864
LTU,2011,13.147
LTU,2012,13.183
LTU,2013,13.177
LTU,2014,13.495
LTU,2015,11.934
LTU,2016,10.896
LTU,2017,10.298
LTU,2018,10.584
LTU,2019,10.469
MKD,1990,48.484
MKD,1995,46.629
MKD,2000,45.191
MKD,2005,40.22
MKD,2010,38.954
MKD,2011,44.741
MKD,2012,40.052
MKD,2013,36.795
MKD,2014,37.729
MKD,2015,35.286
MKD,2016,33.01
MKD,2017,33.992
MKD,2018,33.365
MKD,2019,32.668
MDG,1990,16.342
MDG,1995,16.28
MDG,2000,17.244
MDG,2005,17.764
MDG,2010,19.009
MDG,2011,20.097
MDG,2012,19.189
MDG,2013,19.716
MDG,2014,19.265
MDG,2015,20.158
MDG,2016,19.356
MDG,2017,18.003
MDG,2018,18.27
MDG,2019,17.86
MWI,1990,24.319
MWI,1995,23.233
MWI,2000,25.108
MWI,2005,24.542
MWI,2010,25.763
MWI,2011,27.167
MWI,2012,27.187
MWI,2013,26.472
MWI,2014,26.818
MWI,2015,27.05
MWI,2016,26.043
MWI,2017,23.95
MWI,2018,23.462
MWI,2019,22.332
MYS,1990,27.88
MYS,1995,22.689
MYS,2000,20.58
MYS,2005,20.101
MYS,2010,18.278
MYS,2011,17.374
MYS,2012,18.207
MYS,2013,18.549
MYS,2014,17.258
MYS,2015,18.16
MYS,2016,16.78
MYS,2017,16.408
MYS,2018,16.437
MYS,2019,16.55
MLI,1990,60.974
MLI,1995,56.429
MLI,2000,61.076
MLI,2005,59.749
MLI,2010,62.494
MLI,2011,59.067
MLI,2012,63.515
MLI,2013,52.864
MLI,2014,56.06
MLI,2015,65.91
MLI,2016,60.7
MLI,2017,61.667
MLI,2018,60.591
MLI,2019,60.672
MLT,1990,16.066
MLT,1995,16.165
MLT,2000,16.083
MLT,2005,15.378
MLT,2010,17.657
MLT,2011,16.27
MLT,2012,14.176
MLT,2013,13.399
MLT,2014,13.842
MLT,2015,13.572
MLT,2016,12.919
MLT,2017,12.57
MLT,2018,13.111
MLT,2019,13.065
MRT,1990,68.134
MRT,1995,69.687
MRT,2000,71.791
MRT,2005,65.103
MRT,2010,64.279
MRT,2011,65.416
MRT,2012,70.222
MRT,2013,60.709
MRT,2014,60.434
MRT,2015,71.28
MRT,2016,66.237
MRT,2017,69.502
MRT,2018,66.411
MRT,2019,66.547
MUS,1990,14.686
MUS,1995,15.069
MUS,2000,15.243
MUS,2005,16.571
MUS,2010,15.382
MUS,2011,15.385
MUS,2012,15.215
MUS,2013,15.545
MUS,2014,15.368
MUS,2015,15.345
MUS,2016,15.225
MUS,2017,15.17
MUS,2018,15.28
MUS,2019,15.265
MDA,1990,22.532
MDA,1995,21.333
MDA,2000,19.389
MDA,2005,18.773
MDA,2010,18.493
MDA,2011,18.393
MDA,2012,18.228
MDA,2013,17.797
MDA,2014,16.659
MDA,2015,16.336
MDA,2016,14.95
MDA,2017,13.591
MDA,2018,14.118
MDA,2019,13.96
MNG,1990,27.077
MNG,1995,24.954
MNG,2000,30.412
MNG,2005,26.338
MNG,2010,37.203
MNG,2011,46.565
MNG,2012,49.093
MNG,2013,45.268
MNG,2014,40.99
MNG,2015,43.306
MNG,2016,45.252
MNG,2017,40.471
MNG,2018,42.124
MNG,2019,42.288
MAR,1990,27.951
MAR,1995,28.953
MAR,2000,32.234
MAR,2005,32.618
MAR,2010,32.95
MAR,2011,31.601
MAR,2012,30.446
MAR,2013,29.417
MAR,2014,29.394
MAR,2015,32.16
MAR,2016,30.873
MAR,2017,34.132
MAR,2018,33.895
MAR,2019,34.992
MOZ,1990,22.382
MOZ,1995,21.799
MOZ,2000,22.688
MOZ,2005,21.931
MOZ,2010,23.291
MOZ,2011,23.65
MOZ,2012,23.62
MOZ,2013,23.716
MOZ,2014,23.556
MOZ,2015,23.987
MOZ,2016,23.063
MOZ,2017,22.104
MOZ,2018,21.477
MOZ,2019,20.715
MMR,1990,33.273
MMR,1995,33.126
MMR,2000,33.923
MMR,2005,36.899
MMR,2010,37.949
MMR,2011,31.567
MMR,2012,35.342
MMR,2013,36.626
MMR,2014,32.719
MMR,2015,31.63
MMR,2016,32.87
MMR,2017,29.551
MMR,2018,30.038
MMR,2019,29.91
NAM,1990,25.176
NAM,1995,24.792
NAM,2000,25.579
NAM,2005,24.658
NAM,2010,26.666
NAM,2011,27.619
NAM,2012,27.439
NAM,2013,26.758
NAM,2014,26.164
NAM,2015,27.012
NAM,2016,25.745
NAM,2017,25.201
NAM,2018,24.801
NAM,2019,24.237
NPL,1990,62.512
NPL,1995,58.666
NPL,2000,67.261
NPL,2005,68.603
NPL,2010,78.511
NPL,2011,79.313
NPL,2012,88.16
NPL,2013,87.406
NPL,2014,95.659
NPL,2015,89.298
NPL,2016,91.932
NPL,2017,80.83
NPL,2018,82.672
NPL,2019,82.825
NIC,1990,21.124
NIC,1995,20.375
NIC,2000,21.86
NIC,2005,23.202
NIC,2010,21.461
NIC,2011,23.952
NIC,2012,21.615
NIC,2013,23.579
NIC,2014,21.521
NIC,2015,22.006
NIC,2016,21.221
NIC,2017,19.925
NIC,2018,20.66
NIC,2019,20.539
NER,1990,73.559
NER,1995,70.699
NER,2000,76.896
NER,2005,79.297
NER,2010,78.248
NER,2011,81.02
NER,2012,78.961
NER,2013,70.795
NER,2014,69.412
NER,2015,88.032
NER,2016,85.452
NER,2017,78.075
NER,2018,79.948
NER,2019,80.073
NGA,1990,71.249
NGA,1995,66.916
NGA,2000,74.374
NGA,2005,67.588
NGA,2010,63.035
NGA,2011,64.985
NGA,2012,67.507
NGA,2013,59.791
NGA,2014,59.594
NGA,2015,76.146
NGA,2016,69.726
NGA,2017,69.198
NGA,2018,69.911
NGA,2019,70.497
OMN,1990,43.021
OMN,1995,39.031
OMN,2000,42.999
OMN,2005,42.737
OMN,2010,40.999
OMN,2011,44.728
OMN,2012,46.539
OMN,2013,43.99
OMN,2014,40.588
OMN,2015,43.831
OMN,2016,42.145
OMN,2017,43.755
OMN,2018,44.022
OMN,2019,44.237
PAK,1990,62.389
PAK,1995,54.868
PAK,2000,59.044
PAK,2005,56.404
PAK,2010,60.831
PAK,2011,61.231
PAK,2012,66.824
PAK,2013,68.281
PAK,2014,72.449
PAK,2015,68.386
PAK,2016,70.172
PAK,2017,63.062
PAK,2018,63.7
PAK,2019,63.862
PAN,1990,15.728
PAN,1995,14.712
PAN,2000,16.646
PAN,2005,16.053
PAN,2010,15.468
PAN,2011,15.472
PAN,2012,14.954
PAN,2013,15.504
PAN,2014,15.483
PAN,2015,16.01
PAN,2016,14.459
PAN,2017,13.894
PAN,2018,13.659
PAN,2019,13.228
PNG,1990,16.799
PNG,1995,16.384
PNG,2000,16.354
PNG,2005,14.777
PNG,2010,17.153
PNG,2011,16.179
PNG,2012,15.843
PNG,2013,15.941
PNG,2014,15.592
PNG,2015,16.301
PNG,2016,16.478
PNG,2017,15.736
PNG,2018,16.066
PNG,2019,16.047
PRY,1990,15.883
PRY,1995,15.691
PRY,2000,16.085
PRY,2005,15.188
PRY,2010,15.258
PRY,2011,16.053
PRY,2012,14.836
PRY,2013,14.715
PRY,2014,14.233
PRY,2015,12.615
PRY,2016,12.602
PRY,2017,12.801
PRY,2018,12.799
PRY,2019,12.84
PER,1990,36.261
PER,1995,30.933
PER,2000,27.909
PER,2005,28.249
PER,2010,30.418
PER,2011,29.672
PER,2012,31.362
PER,2013,29.944
PER,2014,30.66
PER,2015,31.005
PER,2016,30.805
PER,2017,30.593
PER,2018,30.905
PER,2019,31.059
PHL,1990,29.615
PHL,1995,28.565
PHL,2000,28.227
PHL,2005,26.638
PHL,2010,23.766
PHL,2011,20.649
PHL,2012,21.442
PHL,2013,21.653
PHL,2014,19.614
PHL,2015,19.52
PHL,2016,20.016
PHL,2017,18.583
PHL,2018,18.689
PHL,2019,18.794
QAT,1990,75.284
QAT,1995,72.519
QAT,2000,79.184
QAT,2005,84.309
QAT,2010,80.453
QAT,2011,82.362
QAT,2012,87.428
QAT,2013,82.552
QAT,2014,73.813
QAT,2015,86.284
QAT,2016,77.245
QAT,2017,79.599
QAT,2018,78.22
QAT,2019,77.112
ROU,1990,22.181
ROU,1995,21.38
ROU,2000,20.035
ROU,2005,18.85
ROU,2010,18.672
ROU,2011,19.743
ROU,2012,18.071
ROU,2013,16.693
ROU,2014,16.771
ROU,2015,16.257
ROU,2016,15.271
ROU,2017,15.625
ROU,2018,15.392
ROU,2019,15.064
RUS,1990,18.233
RUS,1995,16.529
RUS,2000,15.636
RUS,2005,14.587
RUS,2010,15.524
RUS,2011,13.865
RUS,2012,13.883
RUS,2013,14.129
RUS,2014,14.157
RUS,2015,13.085
RUS,2016,12.368
RUS,2017,11.701
RUS,2018,11.812
RUS,2019,11.777
RWA,1990,36.399
RWA,1995,37.077
RWA,2000,38.83
RWA,2005,35.859
RWA,2010,36.315
RWA,2011,37.798
RWA,2012,40.336
RWA,2013,38.09
RWA,2014,37.806
RWA,2015,38.689
RWA,2016,38.529
RWA,2017,35.605
RWA,2018,36.699
RWA,2019,36.224
SAU,1990,56.085
SAU,1995,55.95
SAU,2000,60.615
SAU,2005,62.944
SAU,2010,65.72
SAU,2011,67.385
SAU,2012,70.387
SAU,2013,67.85
SAU,2014,59.137
SAU,2015,69.617
SAU,2016,62.209
SAU,2017,66.604
SAU,2018,64.484
SAU,2019,64.06
SEN,1990,62.203
SEN,1995,63.051
SEN,2000,63.51
SEN,2005,57.169
SEN,2010,56.378
SEN,2011,58.067
SEN,2012,64.83
SEN,2013,53.11
SEN,2014,55.268
SEN,2015,65.314
SEN,2016,59.404
SEN,2017,63.549
SEN,2018,60.058
SEN,2019,60.175
SLE,1990,52.422
SLE,1995,45.839
SLE,2000,50.543
SLE,2005,49.892
SLE,2010,46.458
SLE,2011,51.275
SLE,2012,49.786
SLE,2013,44.329
SLE,2014,46.324
SLE,2015,55.324
SLE,2016,54.077
SLE,2017,50.402
SLE,2018,51.051
SLE,2019,51.276
SGP,1990,25.884
SGP,1995,20.539
SGP,2000,19.05
SGP,2005,16.448
SGP,2010,15.728
SGP,2011,16.795
SGP,2012,17.979
SGP,2013,19.078
SGP,2014,17.976
SGP,2015,18.612
SGP,2016,17.92
SGP,2017,18.788
SGP,2018,18.722
SGP,2019,19.001
SVN,1990,25.795
SVN,1995,24.961
SVN,2000,22.336
SVN,2005,21.219
SVN,2010,19.31
SVN,2011,21.068
SVN,2012,18.714
SVN,2013,18.536
SVN,2014,18.18
SVN,2015,18.028
SVN,2016,16.627
SVN,2017,16.807
SVN,2018,17.181
SVN,2019,17.061
SOM,1990,26.555
SOM,1995,22.184
SOM,2000,30.19
SOM,2005,26.525
SOM,2010,27.912
SOM,2011,30.483
SOM,2012,31.454
SOM,2013,30.197
SOM,2014,28.862
SOM,2015,28.622
SOM,2016,28.16
SOM,2017,29.941
SOM,2018,29.685
SOM,2019,30.149
ZAF,1990,28.742
ZAF,1995,28.922
ZAF,2000,28.526
ZAF,2005,26.718
ZAF,2010,29.372
ZAF,2011,29.388
ZAF,2012,29.056
ZAF,2013,28.64
ZAF,2014,28.829
ZAF,2015,29.03
ZAF,2016,28.493
ZAF,2017,28.583
ZAF,2018,28.444
ZAF,2019,28.325
LKA,1990,22.831
LKA,1995,21.656
LKA,2000,24.243
LKA,2005,24.078
LKA,2010,24.664
LKA,2011,21.56
LKA,2012,22.407
LKA,2013,23.004
LKA,2014,20.954
LKA,2015,18.935
LKA,2016,20.752
LKA,2017,19.915
LKA,2018,19.692
LKA,2019,19.963
SDN,1990,50.332
SDN,1995,44.447
SDN,2000,51.101
SDN,2005,52.334
SDN,2010,53.863
SDN,2011,55.51
SDN,2012,56.027
SDN,2013,53.521
SDN,2014,47.667
SDN,2015,53.886
SDN,2016,52.375
SDN,2017,54.744
SDN,2018,55.021
SDN,2019,56.036
SWZ,1990,25.322
SWZ,1995,25.459
SWZ,2000,24.843
SWZ,2005,23.126
SWZ,2010,23.9
SWZ,2011,23.107
SWZ,2012,23.449
SWZ,2013,23.387
SWZ,2014,23.127
SWZ,2015,23.479
SWZ,2016,22.111
SWZ,2017,23.436
SWZ,2018,23.208
SWZ,2019,23.367
SYR,1990,30.21
SYR,1995,31.645
SYR,2000,30.198
SYR,2005,31.502
SYR,2010,35.95
SYR,2011,33.151
SYR,2012,32.053
SYR,2013,33.537
SYR,2014,33.023
SYR,2015,34.378
SYR,2016,32.217
SYR,2017,31.78
SYR,2018,31.749
SYR,2019,31.335
TJK,1990,35.5
TJK,1995,37.329
TJK,2000,42.696
TJK,2005,33.977
TJK,2010,36.074
TJK,2011,48.113
TJK,2012,42.884
TJK,2013,44.09
TJK,2014,41.356
TJK,2015,40.698
TJK,2016,39.809
TJK,2017,40.085
TJK,2018,39.745
TJK,2019,39.906
TZA,1990,21.742
TZA,1995,21.52
TZA,2000,24.38
TZA,2005,24.806
TZA,2010,26.357
TZA,2011,28.162
TZA,2012,28.811
TZA,2013,27.755
TZA,2014,27.118
TZA,2015,28.258
TZA,2016,27.705
TZA,2017,25.23
TZA,2018,25.381
TZA,2019,24.603
THA,1990,37.794
THA,1995,35.696
THA,2000,34.533
THA,2005,35.293
THA,2010,35.467
THA,2011,29.953
THA,2012,31.365
THA,2013,33.8
THA,2014,29.415
THA,2015,28.042
THA,2016,30.64
THA,2017,26.88
THA,2018,27.416
THA,2019,27.323
TLS,1990,17.374
TLS,1995,17.04
TLS,2000,17.365
TLS,2005,16.829
TLS,2010,17.428
TLS,2011,16.579
TLS,2012,17.347
TLS,2013,16.257
TLS,2014,16.325
TLS,2015,15.903
TLS,2016,17.096
TLS,2017,15.801
TLS,2018,15.624
TLS,2019,15.753
TGO,1990,49.308
TGO,1995,43.952
TGO,2000,51.113
TGO,2005,43.659
TGO,2010,43.631
TGO,2011,43.668
TGO,2012,45.352
TGO,2013,40.453
TGO,2014,40.825
TGO,2015,51.073
TGO,2016,48.394
TGO,2017,46.633
TGO,2018,46.376
TGO,2019,46.126
TTO,1990,19.621
TTO,1995,19.645
TTO,2000,21.712
TTO,2005,19.5
TTO,2010,20.225
TTO,2011,19.918
TTO,2012,20.307
TTO,2013,20.498
TTO,2014,20.745
TTO,2015,22.472
TTO,2016,21.859
TTO,2017,21.483
TTO,2018,21.979
TTO,2019,22.072
TUN,1990,29.58
TUN,1995,29.082
TUN,2000,34.154
TUN,2005,31.797
TUN,2010,34.268
TUN,2011,31.246
TUN,2012,30.513
TUN,2013,29.88
TUN,2014,32.648
TUN,2015,31.144
TUN,2016,32.861
TUN,2017,29.939
TUN,2018,30.731
TUN,2019,30.551
TKM,1990,23.883
TKM,1995,26.285
TKM,2000,27.665
TKM,2005,21.499
TKM,2010,25.567
TKM,2011,31.295
TKM,2012,29.855
TKM,2013,29.839
TKM,2014,29.762
TKM,2015,27.999
TKM,2016,27.206
TKM,2017,26.345
TKM,2018,25.764
TKM,2019,25.309
UGA,1990,34.963
UGA,1995,36.67
UGA,2000,39.979
UGA,2005,36.434
UGA,2010,38.863
UGA,2011,41.649
UGA,2012,42.858
UGA,2013,42.085
UGA,2014,40.82
UGA,2015,43.208
UGA,2016,41.773
UGA,2017,38.548
UGA,2018,37.215
UGA,2019,35.228
UKR,1990,22.946
UKR,1995,21.473
UKR,2000,19.643
UKR,2005,19.208
UKR,2010,19.092
UKR,2011,18.423
UKR,2012,17.799
UKR,2013,17.922
UKR,2014,17.52
UKR,2015,16.881
UKR,2016,15.118
UKR,2017,14.699
UKR,2018,14.785
UKR,2019,14.701
ARE,1990,42.256
ARE,1995,42.64
ARE,2000,42.674
ARE,2005,42.091
ARE,2010,42.549
ARE,2011,45.026
ARE,2012,46.58
ARE,2013,43.385
ARE,2014,40.73
ARE,2015,45.189
ARE,2016,42.792
ARE,2017,43.03
ARE,2018,43.21
ARE,2019,43.084
URY,1990,10.489
URY,1995,10.367
URY,2000,10.18
URY,2005,9.158
URY,2010,9.476
URY,2011,9.743
URY,2012,9.365
URY,2013,10.375
URY,2014,9.932
URY,2015,9.969
URY,2016,9.923
URY,2017,9.576
URY,2018,9.616
URY,2019,9.571
UZB,1990,36.832
UZB,1995,39.305
UZB,2000,38.63
UZB,2005,32.712
UZB,2010,33.614
UZB,2011,43.036
UZB,2012,40.456
UZB,2013,41.041
UZB,2014,38.911
UZB,2015,36.991
UZB,2016,36.672
UZB,2017,36.616
UZB,2018,36.34
UZB,2019,36.352
VEN,1990,20.713
VEN,1995,20.56
VEN,2000,21.886
VEN,2005,21.326
VEN,2010,23.464
VEN,2011,24.811
VEN,2012,22.877
VEN,2013,22.951
VEN,2014,22.355
VEN,2015,22.658
VEN,2016,22.273
VEN,2017,21.887
VEN,2018,22.123
VEN,2019,22.215
VNM,1990,26.097
VNM,1995,25.373
VNM,2000,25.55
VNM,2005,26.221
VNM,2010,27.118
VNM,2011,23.775
VNM,2012,23.586
VNM,2013,25.178
VNM,2014,22.262
VNM,2015,21.721
VNM,2016,22.421
VNM,2017,20.335
VNM,2018,20.365
VNM,2019,20.195
YEM,1990,47.345
YEM,1995,43.811
YEM,2000,48.822
YEM,2005,43.662
YEM,2010,44.824
YEM,2011,49.064
YEM,2012,54.559
YEM,2013,51.55
YEM,2014,43.855
YEM,2015,48.466
YEM,2016,45.154
YEM,2017,46.611
YEM,2018,45.317
YEM,2019,44.645
ZMB,1990,26.21
ZMB,1995,25.154
ZMB,2000,26.733
ZMB,2005,26.164
ZMB,2010,27.109
ZMB,2011,28.208
ZMB,2012,28.456
ZMB,2013,27.375
ZMB,2014,27.436
ZMB,2015,28.357
ZMB,2016,27.475
ZMB,2017,26.249
ZMB,2018,26.373
ZMB,2019,25.924
ZWE,1990,24.458
ZWE,1995,23.507
ZWE,2000,23.94
ZWE,2005,23.64
ZWE,2010,24.648
ZWE,2011,26.335
ZWE,2012,26.364
ZWE,2013,25.578
ZWE,2014,26.232
ZWE,2015,25.984
ZWE,2016,25.396
ZWE,2017,22.613
ZWE,2018,22.108
ZWE,2019,20.847
WLD,1990,40.987
WLD,1995,39.22
WLD,2000,41.363
WLD,2005,40.673
WLD,2010,43.282
WLD,2011,44.929
WLD,2012,46.531
WLD,2013,47.527
WLD,2014,47.698
WLD,2015,46.477
WLD,2016,45.614
WLD,2017,42.709
WLD,2018,42.877
WLD,2019,42.531
MAC,1990,27.897
MAC,1995,27.239
MAC,2000,30.349
MAC,2005,32.374
MAC,2010,29.592
MAC,2011,34.019
MAC,2012,33.597
MAC,2013,35.247
MAC,2014,35.079
MAC,2015,31.312
MAC,2016,29.833
MAC,2017,29.125
MAC,2018,29.023
MAC,2019,28.431
SRB,1990,35.348
SRB,1995,34.692
SRB,2000,33.279
SRB,2005,31.472
SRB,2010,31.882
SRB,2011,34.443
SRB,2012,30.95
SRB,2013,29.079
SRB,2014,28.553
SRB,2015,28.191
SRB,2016,25.575
SRB,2017,26.643
SRB,2018,26.073
SRB,2019,25.504
MNE,1990,32.991
MNE,1995,32.146
MNE,2000,30.232
MNE,2005,27.588
MNE,2010,26.128
MNE,2011,29.088
MNE,2012,27.246
MNE,2013,25.108
MNE,2014,24.887
MNE,2015,24.499
MNE,2016,22.283
MNE,2017,22.984
MNE,2018,22.762
MNE,2019,22.322
G20,1990,41.569
G20,1995,39.743
G20,2000,41.764
G20,2005,41.406
G20,2010,44.535
G20,2011,46.919
G20,2012,48.601
G20,2013,50.684
G20,2014,51.133
G20,2015,48.053
G20,2016,47.48
G20,2017,43.967
G20,2018,44.12
G20,2019,43.647
EU28,1990,20.916
EU28,1995,19.667
EU28,2000,18.21
EU28,2005,16.805
EU28,2010,16.496
EU28,2011,16.806
EU28,2012,15.04
EU28,2013,14.558
EU28,2014,13.779
EU28,2015,13.913
EU28,2016,12.893
EU28,2017,13.142
EU28,2018,13.158
EU28,2019,13.035
OECD,1990,19.391
OECD,1995,18.584
OECD,2000,17.8
OECD,2005,16.043
OECD,2010,15.672
OECD,2011,16.231
OECD,2012,15.236
OECD,2013,15.28
OECD,2014,14.797
OECD,2015,14.761
OECD,2016,14.042
OECD,2017,14.008
OECD,2018,14.058
OECD,2019,13.927
OECDE,1990,21.185
OECDE,1995,20.043
OECDE,2000,18.98
OECDE,2005,17.609
OECDE,2010,18.041
OECDE,2011,18.057
OECDE,2012,16.5
OECDE,2013,16.234
OECDE,2014,15.497
OECDE,2015,15.771
OECDE,2016,14.786
OECDE,2017,14.761
OECDE,2018,14.818
OECDE,2019,14.643
AUS,1990,0.0
AUS,1995,3.002
AUS,2000,0.005
AUS,2005,0.005
AUS,2010,0.004
AUS,2011,0.004
AUS,2012,0.004
AUS,2013,0.004
AUS,2014,0.004
AUS,2015,0.004
AUS,2016,0.004
AUS,2017,0.004
AUS,2018,0.004
AUS,2019,0.004
AUT,1990,99.969
AUT,1995,99.823
AUT,2000,99.324
AUT,2005,97.799
AUT,2010,97.069
AUT,2011,98.692
AUT,2012,96.542
AUT,2013,96.43
AUT,2014,89.034
AUT,2015,92.085
AUT,2016,88.978
AUT,2017,80.686
AUT,2018,83.825
AUT,2019,82.411
BEL,1990,100.0
BEL,1995,99.975
BEL,2000,99.564
BEL,2005,98.859
BEL,2010,99.416
BEL,2011,99.41
BEL,2012,98.18
BEL,2013,98.343
BEL,2014,92.876
BEL,2015,95.2
BEL,2016,91.983
BEL,2017,92.502
BEL,2018,93.224
BEL,2019,93.062
CAN,1990,51.193
CAN,1995,47.665
CAN,2000,38.445
CAN,2005,39.453
CAN,2010,11.481
CAN,2011,5.572
CAN,2012,6.081
CAN,2013,1.767
CAN,2014,2.215
CAN,2015,1.21
CAN,2016,0.193
CAN,2017,1.828
CAN,2018,1.497
CAN,2019,1.767
CZE,1990,100.0
CZE,1995,100.0
CZE,2000,99.983
CZE,2005,99.983
CZE,2010,99.983
CZE,2011,99.983
CZE,2012,99.983
CZE,2013,99.98
CZE,2014,99.924
CZE,2015,99.943
CZE,2016,99.783
CZE,2017,99.551
CZE,2018,99.728
CZE,2019,99.673
DNK,1990,96.325
DNK,1995,91.616
DNK,2000,99.638
DNK,2005,98.039
DNK,2010,97.494
DNK,2011,98.991
DNK,2012,77.026
DNK,2013,68.03
DNK,2014,80.751
DNK,2015,58.894
DNK,2016,20.933
DNK,2017,65.621
DNK,2018,41.147
DNK,2019,36.413
FIN,1990,28.186
FIN,1995,12.348
FIN,2000,6.695
FIN,2005,1.708
FIN,2010,0.902
FIN,2011,0.626
FIN,2012,0.0
FIN,2013,0.0
FIN,2014,0.0
FIN,2015,0.0
FIN,2016,0.0
FIN,2017,0.0
FIN,2018,0.0
FIN,2019,0.0
FRA,1990,96.83
FRA,1995,96.485
FRA,2000,97.485
FRA,2005,96.187
FRA,2010,95.21
FRA,2011,95.774
FRA,2012,92.406
FRA,2013,92.082
FRA,2014,71.802
FRA,2015,82.122
FRA,2016,71.933
FRA,2017,67.486
FRA,2018,71.593
FRA,2019,69.267
DEU,1990,99.979
DEU,1995,99.743
DEU,2000,99.825
DEU,2005,99.312
DEU,2010,99.598
DEU,2011,99.612
DEU,2012,98.283
DEU,2013,98.646
DEU,2014,91.929
DEU,2015,95.464
DEU,2016,88.317
DEU,2017,87.046
DEU,2018,88.721
DEU,2019,86.831
GRC,1990,97.288
GRC,1995,97.341
GRC,2000,99.31
GRC,2005,99.242
GRC,2010,99.306
GRC,2011,99.351
GRC,2012,98.927
GRC,2013,98.392
GRC,2014,97.671
GRC,2015,98.385
GRC,2016,96.987
GRC,2017,97.033
GRC,2018,97.082
GRC,2019,96.611
HUN,1990,100.0
HUN,1995,100.0
HUN,2000,100.0
HUN,2005,100.0
HUN,2010,100.0
HUN,2011,100.0
HUN,2012,100.0
HUN,2013,100.0
HUN,2014,100.0
HUN,2015,100.0
HUN,2016,100.0
HUN,2017,100.0
HUN,2018,100.0
HUN,2019,100.0
ISL,1990,29.675
ISL,1995,29.283
ISL,2000,27.223
ISL,2005,27.217
ISL,2010,25.767
ISL,2011,25.769
ISL,2012,3.469
ISL,2013,3.469
ISL,2014,3.469
ISL,2015,3.469
ISL,2016,3.469
ISL,2017,3.469
ISL,2018,3.469
ISL,2019,3.469
IRL,1990,85.865
IRL,1995,82.535
IRL,2000,74.319
IRL,2005,63.236
IRL,2010,44.043
IRL,2011,52.331
IRL,2012,19.156
IRL,2013,6.197
