date,name,PM10,PM2.5,O3,NO2,CO,SO2
2023-04-09,양천구,61,17,0.0355,0.0168,0.45,0.0021
2023-04-09,영등포구,54,12,0.0388,0.0173,0.42,0.0032
2023-04-09,용산구,65,17,0.0403,0.0179,0.45,0.0035
2023-04-09,은평구,59,20,0.0386,0.0128,0.41,0.0027
2023-04-09,종로구,57,14,0.0415,0.017,0.45,0.0033
2023-04-09,중구,50,14,0.0371,0.021,0.45,0.003
2023-04-09,중랑구,53,17,0.0389,0.0174,0.4,0.0028
2023-04-08,평균,37,7,0.0361,0.014,0.31,0.0025
2023-04-08,강남구,35,6,0.0407,0.0129,0.28,0.0029
2023-04-08,강동구,35,7,0.0314,0.0134,0.28,0.0024
2023-04-08,강북구,37,7,0.0407,0.0099,0.32,0.0021
2023-04-08,강서구,45,5,0.0388,0.0151,0.34,0.0027
2023-04-08,관악구,42,12,0.0391,0.0163,0.39,0.0023
2023-04-08,광진구,36,6,0.0336,0.0117,0.23,0.003
2023-04-08,구로구,50,6,0.0296,0.0133,0.36,0.0028
2023-04-08,금천구,31,8,0.0369,0.0137,0.33,0.0029
2023-04-08,노원구,36,9,0.0353,0.0148,0.35,0.0027
2023-04-08,도봉구,36,6,0.0405,0.0089,0.25,0.0024
2023-04-08,동대문구,36,5,0.0393,0.0145,0.33,0.003
2023-04-08,동작구,36,8,0.0443,0.0134,0.28,0.0023
2023-04-08,마포구,34,8,0.0347,0.016,0.34,0.0024
2023-04-08,서대문구,41,5,0.034,0.0099,0.25,0.0029
2023-04-08,서초구,37,6,0.0356,0.0108,0.29,0.0023
2023-04-08,성동구,35,9,0.0364,0.0163,0.28,0.0023
2023-04-08,성북구,45,10,0.0355,0.0146,0.32,0.0027
2023-04-08,송파구,24,7,0.0296,0.0212,0.37,0.0022
2023-04-08,양천구,39,7,0.032,0.0154,0.34,0.0017
2023-04-08,영등포구,35,4,0.0347,0.0156,0.32,0.0025
2023-04-08,용산구,45,10,0.037,0.0147,0.35,0.0029
2023-04-08,은평구,41,8,0.0336,0.0113,0.28,0.002
2023-04-08,종로구,36,6,0.037,0.0152,0.36,0.0026
2023-04-08,중구,33,6,0.0366,0.0151,0.32,0.0025
2023-04-08,중랑구,34,8,0.0358,0.0153,0.3,0.0022
2023-04-07,평균,76,45,0.0371,0.0182,0.49,0.0027
2023-04-07,강남구,68,37,0.0407,0.0197,0.45,0.0031
2023-04-07,강동구,81,49,0.0337,0.0157,0.44,0.0027
2023-04-07,강북구,82,52,0.0397,0.0137,0.53,0.0024
2023-04-07,강서구,74,33,0.0374,0.0212,0.48,0.003
2023-04-07,관악구,72,38,0.0403,0.0171,0.5,0.0024
2023-04-07,광진구,72,44,0.0359,0.016,0.41,0.0036
2023-04-07,구로구,70,35,0.0316,0.0141,0.46,0.0031
2023-04-07,금천구,58,33,0.04,0.0154,0.46,0.003
2023-04-07,노원구,89,59,0.0355,0.0197,0.54,0.0026
2023-04-07,도봉구,82,50,0.0392,0.0139,0.58,0.0032
2023-04-07,동대문구,72,40,0.0406,0.0179,0.5,0.0032
2023-04-07,동작구,66,41,0.0496,0.0166,0.44,0.0026
2023-04-07,마포구,59,37,0.0348,0.0184,0.47,0.0026
2023-04-07,서대문구,118,88,0.0333,0.0136,0.75,0.0031
2023-04-07,서초구,90,53,0.0323,0.0268,0.5,0.0025
2023-04-07,성동구,72,39,0.0388,0.0182,0.44,0.0023
2023-04-07,성북구,79,46,0.0357,0.0206,0.27,0.0027
2023-04-07,송파구,117,60,0.0345,0.0254,0.59,0.0025
2023-04-07,양천구,65,37,0.032,0.0187,0.49,0.0019
2023-04-07,영등포구,59,31,0.0343,0.0206,0.45,0.0028
2023-04-07,용산구,73,43,0.0382,0.0196,0.5,0.0033
2023-04-07,은평구,71,44,0.0351,0.0139,0.55,0.0018
2023-04-07,종로구,72,41,0.0382,0.0178,0.52,0.0028
2023-04-07,중구,69,42,0.0379,0.0209,0.5,0.0028
2023-04-07,중랑구,74,49,0.0376,0.0193,0.47,0.0024
2023-04-06,평균,58,49,0.0342,0.0176,0.66,0.0023
2023-04-06,강남구,57,46,0.0382,0.0188,0.62,0.0027
2023-04-06,강동구,57,45,0.0297,0.0159,0.57,0.0024
2023-04-06,강북구,56,46,0.0357,0.0179,0.68,0.002
2023-04-06,강서구,73,55,0.0382,0.0199,0.69,0.0023
2023-04-06,관악구,75,58,0.0354,0.0165,0.72,0.0018
2023-04-06,광진구,55,47,0.0309,0.0161,0.63,
2023-04-06,구로구,75,60,0.0313,0.0137,0.63,0.0026
2023-04-06,금천구,66,60,0.0367,0.0189,0.7,0.0027
2023-04-06,노원구,72,58,0.0315,0.0215,0.66,0.0022
2023-04-06,도봉구,57,48,0.0318,0.0162,0.87,0.0032
2023-04-06,동대문구,60,50,0.0381,0.0163,0.65,0.0026
2023-04-06,동작구,61,54,0.051,0.0149,0.61,0.0021
2023-04-06,마포구,44,56,0.0296,0.018,0.68,0.0018
2023-04-06,서대문구,24,18,0.0339,0.0087,0.49,0.0021
2023-04-06,서초구,35,30,0.0283,0.0149,0.57,0.0021
2023-04-06,성동구,57,45,0.0347,0.019,0.59,0.0019
2023-04-06,성북구,62,52,0.0324,0.0207,,0.0022
2023-04-06,송파구,35,24,0.0288,0.021,0.62,0.002
2023-04-06,양천구,66,58,0.0329,0.017,0.69,0.0023
2023-04-06,영등포구,61,53,0.0327,0.0205,0.65,0.0023
2023-04-06,용산구,63,53,0.037,0.0187,0.66,0.0026
2023-04-06,은평구,68,57,0.0344,0.0157,0.77,0.0016
2023-04-06,종로구,61,51,0.0346,0.0175,0.69,0.0024
2023-04-06,중구,59,56,0.0346,0.0209,0.67,0.0023
2023-04-06,중랑구,58,50,0.0327,0.0214,0.64,0.0019
2023-04-05,평균,18,11,0.034,0.0138,0.41,0.0024
2023-04-05,강남구,19,12,0.0347,0.0178,0.36,0.0027
2023-04-05,강동구,19,13,0.0271,0.0097,0.33,0.0022
2023-04-05,강북구,15,9,0.0384,0.0132,0.41,0.002
2023-04-05,강서구,20,10,0.0348,0.0152,0.41,0.0023
2023-04-05,관악구,21,11,0.0328,0.0135,0.42,0.0022
2023-04-05,광진구,18,10,0.0309,0.0139,0.39,
2023-04-05,구로구,18,13,0.0323,0.0099,0.4,0.0025
2023-04-05,금천구,22,13,0.0371,,0.38,0.0025
2023-04-05,노원구,15,12,0.0344,0.0122,0.38,0.0022
2023-04-05,도봉구,13,11,0.0357,0.0117,0.56,
2023-04-05,동대문구,18,10,0.0343,0.0143,0.41,0.0028
2023-04-05,동작구,16,11,0.0449,0.0121,0.34,0.0022
2023-04-05,마포구,17,10,0.0286,0.0125,0.39,0.0021
2023-04-05,서대문구,15,11,0.0412,0.0068,0.45,0.0021
2023-04-05,서초구,14,12,0.0324,0.0139,0.38,0.0025
2023-04-05,성동구,17,11,0.0338,0.016,0.35,0.0025
2023-04-05,성북구,17,12,0.0345,0.0172,0.49,0.0023
2023-04-05,송파구,22,7,0.0297,0.0154,0.33,0.0021
2023-04-05,양천구,20,13,0.031,0.0149,0.41,0.003
2023-04-05,영등포구,19,10,0.0311,0.0172,0.4,0.0023
2023-04-05,용산구,16,13,0.0344,0.0157,0.4,0.0027
2023-04-05,은평구,22,15,0.0403,0.0072,0.61,0.0026
2023-04-05,종로구,15,10,0.0301,0.0148,0.43,0.0024
2023-04-05,중구,16,12,0.0317,0.0209,0.44,0.0025
2023-04-05,중랑구,19,11,0.0347,0.0149,0.35,0.0019
2023-04-04,평균,36,21,0.0469,0.0173,0.37,0.0029
2023-04-04,강남구,35,19,0.0498,0.0179,0.31,0.0031
2023-04-04,강동구,34,19,0.044,0.01,0.27,0.0024
2023-04-04,강북구,43,27,0.0446,0.0165,0.42,0.0024
2023-04-04,강서구,38,18,0.0502,0.0182,0.41,0.0027
2023-04-04,관악구,36,20,0.0415,0.0184,0.38,0.003
2023-04-04,광진구,36,18,0.0383,0.0141,0.28,0.003
2023-04-04,구로구,33,16,0.0418,0.0138,0.38,0.0027
2023-04-04,금천구,29,20,0.0532,0.0187,0.36,0.0029
2023-04-04,노원구,42,30,0.0491,0.0159,0.39,0.0027
2023-04-04,도봉구,40,25,0.0444,0.0166,0.3,0.0033
2023-04-04,동대문구,39,18,0.0503,0.0184,0.36,0.0032
2023-04-04,동작구,34,21,0.0587,0.0162,0.31,0.0025
2023-04-04,마포구,32,20,0.05,0.0168,0.36,0.0029
2023-04-04,서대문구,47,35,0.043,0.011,0.57,0.004
2023-04-04,서초구,35,18,0.0446,0.0171,0.32,0.0027
2023-04-04,성동구,32,18,0.0485,0.0189,0.3,0.0028
2023-04-04,성북구,36,22,0.0427,0.0237,0.34,0.0028
2023-04-04,송파구,36,21,0.05,0.0221,0.37,0.0028
2023-04-04,양천구,36,21,0.0416,0.0178,0.38,0.0036
2023-04-04,영등포구,40,19,0.043,0.0227,0.37,0.0027
2023-04-04,용산구,33,22,0.051,0.0164,0.35,0.0031
2023-04-04,은평구,29,19,0.0516,0.0127,0.61,
2023-04-04,종로구,32,18,0.0483,0.0187,0.39,0.0029
2023-04-04,중구,35,20,0.0466,0.0233,0.38,0.0028
2023-04-04,중랑구,49,26,0.046,0.0167,0.34,0.0024
2023-04-03,평균,46,32,0.0462,0.0242,0.43,0.0031
2023-04-03,강남구,44,29,0.0541,0.0209,0.35,0.0031
2023-04-03,강동구,44,32,0.0434,0.0147,0.32,0.0023
2023-04-03,강북구,45,32,0.0495,0.0166,0.44,0.0023
2023-04-03,강서구,58,32,0.0463,0.0309,0.51,0.0032
2023-04-03,관악구,50,32,0.0402,0.0275,0.47,0.0033
2023-04-03,광진구,42,28,0.0429,0.0139,0.33,0.0031
2023-04-03,구로구,51,31,0.0439,0.0198,0.44,0.0031
2023-04-03,금천구,41,31,0.055,0.0232,0.4,0.0032
2023-04-03,노원구,48,35,0.045,0.0268,0.47,0.003
2023-04-03,도봉구,45,28,0.0493,0.0196,0.3,0.0031
2023-04-03,동대문구,46,30,0.0536,0.0229,0.42,0.0032
2023-04-03,동작구,44,31,0.048,0.0269,0.4,0.0028
2023-04-03,마포구,45,35,0.0534,0.0239,0.43,0.0032
2023-04-03,서대문구,41,28,0.0417,0.0106,,0.0036
2023-04-03,서초구,47,30,0.0277,0.0341,0.47,0.0038
2023-04-03,성동구,45,27,0.0525,0.0222,0.34,0.0031
2023-04-03,성북구,49,30,0.0387,0.0347,0.4,0.0029
2023-04-03,송파구,55,37,0.0376,0.0367,0.47,0.003
2023-04-03,양천구,50,36,0.0349,0.0338,0.5,0.0032
2023-04-03,영등포구,49,33,0.044,0.0339,0.45,0.0031
2023-04-03,용산구,50,36,0.0507,0.0245,0.42,0.0033
2023-04-03,은평구,45,31,0.0465,0.0168,0.67,
2023-04-03,종로구,43,32,0.0533,0.0219,0.44,0.003
2023-04-03,중구,43,33,0.0511,0.0276,0.43,0.0038
2023-04-03,중랑구,42,32,0.0519,0.0197,0.35,0.0024
2023-04-02,평균,46,30,0.0472,0.0198,0.44,0.003
2023-04-02,강남구,46,29,0.0515,0.0206,0.38,0.0031
2023-04-02,강동구,45,31,0.0436,0.0118,0.34,0.0024
2023-04-02,강북구,43,28,0.049,0.0143,0.44,0.0022
2023-04-02,강서구,60,32,0.0446,0.0279,0.59,0.0032
2023-04-02,관악구,50,32,0.0386,0.0242,0.5,0.0033
2023-04-02,광진구,43,28,0.0418,0.0128,0.34,0.003
2023-04-02,구로구,75,35,0.0298,0.0245,0.52,0.0032
2023-04-02,금천구,38,28,0.0558,0.0173,0.39,0.003
2023-04-02,노원구,44,31,0.0466,0.0181,0.45,0.0028
2023-04-02,도봉구,39,25,0.0509,0.0144,0.26,0.0028
2023-04-02,동대문구,47,30,0.0516,0.0202,0.46,0.0033
2023-04-02,동작구,43,30,0.0492,0.0212,0.39,0.0027
2023-04-02,마포구,43,33,0.0495,0.0213,0.45,0.0031
2023-04-02,서대문구,42,24,0.0552,0.0118,0.46,0.0034
2023-04-02,서초구,41,28,0.0485,0.0183,0.42,0.0036
2023-04-02,성동구,47,28,0.0517,0.0216,0.37,0.0029
2023-04-02,성북구,44,27,0.0422,0.0271,0.39,0.0029
2023-04-02,송파구,49,31,0.0506,0.0202,0.44,0.0029
2023-04-02,양천구,54,35,0.0389,0.0267,0.52,
2023-04-02,영등포구,51,32,0.0427,0.0289,0.49,0.003
2023-04-02,용산구,51,35,0.0503,0.0202,0.44,0.0033
2023-04-02,은평구,39,26,0.0471,0.0102,0.67,
2023-04-02,종로구,43,30,0.0502,0.0188,0.46,0.003
2023-04-02,중구,44,31,0.0442,0.0293,0.47,0.003
2023-04-02,중랑구,39,28,0.0548,0.0139,0.33,0.0023
2023-04-01,평균,87,49,0.0434,0.037,0.62,0.0038
2023-04-01,강남구,83,42,0.0478,0.0417,0.57,0.0039
2023-04-01,강동구,86,47,0.0384,0.0282,0.5,0.0029
2023-04-01,강북구,79,41,0.06,0.0208,0.59,0.0028
2023-04-01,강서구,111,56,0.0483,0.039,0.65,0.0043
2023-04-01,관악구,100,54,0.0347,0.0457,0.69,0.0044
2023-04-01,광진구,80,45,0.0358,0.0306,0.56,0.0032
2023-04-01,구로구,111,63,0.0378,0.0323,0.59,0.0039
2023-04-01,금천구,82,50,0.0506,0.0387,0.59,0.0041
2023-04-01,노원구,80,46,0.0486,0.0322,0.62,0.0036
2023-04-01,도봉구,77,41,0.057,0.0226,0.45,0.0033
2023-04-01,동대문구,84,45,0.0515,0.0361,0.62,0.0039
2023-04-01,동작구,85,50,0.0514,0.0364,0.58,0.0038
2023-04-01,마포구,89,59,0.0433,0.0419,0.64,0.0043
2023-04-01,서대문구,83,43,0.0199,0.0273,0.85,0.0047
2023-04-01,서초구,97,57,0.0414,0.0427,0.64,0.0039
2023-04-01,성동구,86,40,0.0441,0.0447,0.56,0.0036
2023-04-01,성북구,83,42,0.0456,0.0406,0.57,0.0035
2023-04-01,송파구,95,45,0.004,0.068,0.7,0.004
2023-04-01,양천구,100,59,0.0405,0.0372,0.64,0.0038
2023-04-01,영등포구,91,54,0.0436,0.042,0.6,0.004
2023-04-01,용산구,93,54,0.0447,0.044,0.68,0.0043
2023-04-01,은평구,82,51,0.0449,0.0262,0.83,
2023-04-01,종로구,78,44,0.0519,0.0324,0.63,0.0037
2023-04-01,중구,76,46,0.0486,0.0427,0.61,0.0039
2023-04-01,중랑구,75,45,0.051,0.031,0.52,0.0031
2023-03-31,평균,97,47,0.047,0.0366,0.59,0.0036
2023-03-31,강남구,93,40,0.0464,0.042,0.55,0.0039
2023-03-31,강동구,95,44,0.0388,0.0281,0.48,0.0029
2023-03-31,강북구,90,41,0.0617,0.022,0.59,0.0028
2023-03-31,강서구,115,48,0.0512,0.0409,0.62,0.004
2023-03-31,관악구,106,52,0.0379,0.0445,0.65,0.0041
2023-03-31,광진구,89,45,0.0364,0.0313,0.54,0.0032
2023-03-31,구로구,118,58,0.0379,0.0363,0.58,0.0041
2023-03-31,금천구,93,49,0.0499,0.0412,0.57,0.0043
2023-03-31,노원구,88,44,0.0471,0.0351,0.62,0.0035
2023-03-31,도봉구,91,42,0.0612,0.0216,0.42,0.0033
2023-03-31,동대문구,95,44,0.0539,0.0339,0.58,0.0038
2023-03-31,동작구,97,49,0.0522,0.0373,0.55,0.0038
2023-03-31,마포구,89,52,0.0463,0.0392,0.62,0.0038
2023-03-31,서대문구,94,44,0.053,0.0193,0.61,0.0037
2023-03-31,서초구,105,56,0.0437,0.04,0.6,0.0038
2023-03-31,성동구,97,39,0.0458,0.0434,0.54,0.0035
2023-03-31,성북구,100,43,0.0445,0.0417,0.58,0.0036
2023-03-31,송파구,119,52,0.0297,0.0515,0.68,0.0034
2023-03-31,양천구,106,54,0.0404,0.0453,0.67,0.0037
2023-03-31,영등포구,94,47,0.0422,0.0487,0.61,0.0038
2023-03-31,용산구,101,51,0.047,0.0418,0.63,0.0041
2023-03-31,은평구,92,49,0.0442,0.0261,0.77,0.0033
2023-03-31,종로구,94,46,0.052,0.0335,0.62,0.0036
2023-03-31,중구,88,46,0.0579,0.0392,0.58,0.0036
2023-03-31,중랑구,87,44,0.0529,0.0317,0.52,0.003
2023-03-30,평균,78,39,0.04,0.0361,0.6,0.0037
2023-03-30,강남구,71,31,0.0399,0.0432,0.55,0.004
2023-03-30,강동구,65,29,0.0328,0.026,0.44,0.0028
2023-03-30,강북구,73,34,0.0497,0.0247,0.56,0.0028
2023-03-30,강서구,111,50,0.0457,0.0431,0.69,0.0043
2023-03-30,관악구,82,41,0.0329,0.0431,0.63,0.004
2023-03-30,광진구,65,31,0.0329,0.0295,0.49,0.0031
2023-03-30,구로구,101,52,0.0341,0.0356,0.59,0.0041
2023-03-30,금천구,68,37,0.0469,0.036,0.51,0.004
2023-03-30,노원구,71,36,0.0418,0.0331,0.58,0.0034
2023-03-30,도봉구,70,34,0.0486,0.0248,0.39,0.0031
2023-03-30,동대문구,75,34,0.047,0.0346,0.59,0.0039
2023-03-30,동작구,70,36,0.0428,0.0381,0.53,0.0036
2023-03-30,마포구,80,49,0.0384,0.0435,0.71,0.0039
2023-03-30,서대문구,68,40,0.0182,0.0256,0.86,0.0053
2023-03-30,서초구,77,40,0.0369,0.0388,0.6,0.0035
2023-03-30,성동구,69,29,0.04,0.0397,0.5,0.0034
2023-03-30,성북구,79,36,0.0403,0.038,0.57,0.0036
2023-03-30,송파구,74,32,0.0247,0.0484,0.61,0.0035
2023-03-30,양천구,101,54,0.0378,0.0417,0.66,0.0037
2023-03-30,영등포구,88,46,0.0412,0.044,0.62,0.004
2023-03-30,용산구,83,43,0.0379,0.0422,0.67,0.0042
2023-03-30,은평구,86,48,0.045,0.0241,0.76,0.0033
2023-03-30,종로구,77,38,0.0473,0.0321,0.62,0.0037
2023-03-30,중구,76,42,0.053,0.0404,0.63,0.0038
2023-03-30,중랑구,69,34,0.0435,0.0333,0.52,0.0031
2023-03-29,평균,80,38,0.0337,0.0341,0.55,0.0035
2023-03-29,강남구,79,34,0.0323,0.0428,0.54,0.0039
2023-03-29,강동구,80,38,0.0266,0.0277,0.45,0.0027
2023-03-29,강북구,75,33,0.04,0.025,0.55,0.0028
2023-03-29,강서구,94,41,0.0401,0.0366,0.61,0.0039
2023-03-29,관악구,86,44,0.0246,0.0414,0.62,0.004
2023-03-29,광진구,75,37,0.0265,0.03,0.5,0.0032
2023-03-29,구로구,97,46,0.0263,0.0327,0.55,0.0038
2023-03-29,금천구,71,40,0.0323,0.0391,0.52,0.0041
2023-03-29,노원구,74,35,0.0361,0.0306,0.54,0.0033
2023-03-29,도봉구,75,34,0.0371,0.0256,0.26,0.0032
2023-03-29,동대문구,76,35,0.0366,0.0352,0.55,0.0039
2023-03-29,동작구,78,40,0.0364,0.0353,0.51,0.0036
2023-03-29,마포구,72,45,0.0341,0.0357,0.58,0.0038
2023-03-29,서대문구,77,35,0.0357,0.0196,0.59,0.0036
2023-03-29,서초구,89,44,0.0295,0.0372,0.59,0.0034
2023-03-29,성동구,78,34,0.0326,0.0395,0.49,0.0035
2023-03-29,성북구,84,35,0.0326,0.0369,0.54,0.0036
2023-03-29,송파구,90,36,0.027,0.0407,0.55,0.0034
2023-03-29,양천구,85,45,0.0318,0.0359,0.59,0.0032
2023-03-29,영등포구,77,42,0.0287,0.0424,0.59,0.0038
2023-03-29,용산구,80,38,0.0329,0.0367,0.59,0.0041
2023-03-29,은평구,78,40,0.0325,0.0252,0.72,0.0034
2023-03-29,종로구,77,37,0.0503,0.0341,0.59,0.0036
2023-03-29,중구,72,39,0.043,0.0361,0.55,0.0036
2023-03-29,중랑구,69,34,0.0363,0.0317,0.49,0.0031
2023-03-28,평균,65,28,0.0322,0.0294,0.48,0.0032
2023-03-28,강남구,64,25,0.0331,0.0362,0.45,0.0036
2023-03-28,강동구,70,30,0.0273,0.0261,0.41,0.0026
2023-03-28,강북구,72,29,0.0389,0.0239,0.51,0.0026
2023-03-28,강서구,71,25,0.0369,0.0307,0.46,0.0035
2023-03-28,관악구,67,30,0.0279,0.0323,0.52,0.0032
2023-03-28,광진구,64,29,0.0276,0.0264,0.42,0.003
2023-03-28,구로구,73,29,0.0289,0.0261,0.46,0.0032
2023-03-28,금천구,55,27,0.0383,0.0284,0.44,0.0035
2023-03-28,노원구,72,33,0.0322,0.0324,0.54,0.0032
2023-03-28,도봉구,71,30,0.0363,0.024,,0.0029
2023-03-28,동대문구,64,27,0.0369,0.0296,0.48,0.0037
2023-03-28,동작구,61,28,0.0423,0.0262,0.4,0.0031
2023-03-28,마포구,54,30,0.0333,0.0284,0.47,0.0031
2023-03-28,서대문구,57,29,0.0231,0.0199,0.64,0.0037
2023-03-28,서초구,63,31,0.0277,0.0322,0.48,0.0032
2023-03-28,성동구,65,25,0.0332,0.0338,0.42,0.0032
2023-03-28,성북구,77,30,0.033,0.032,0.48,0.0035
2023-03-28,송파구,69,24,0.0264,0.0359,0.46,0.0031
2023-03-28,양천구,62,27,0.0296,0.0302,0.47,0.0033
2023-03-28,영등포구,56,25,0.0318,0.0328,0.45,0.0031
2023-03-28,용산구,64,27,0.0325,0.0333,0.49,0.0039
2023-03-28,은평구,68,34,0.035,0.0231,0.63,0.0035
2023-03-28,종로구,64,28,0.0178,0.0295,0.51,0.0033
